billing_cycle_id,customer_segment,county,rate_plan_id,bill_status,bill_count,account_count,total_bill_amount,avg_bill_amount,total_kwh_usage,avg_kwh_usage,paid_bills,generated_bills,past_due_bills,exception_bills
2024-02,Streetlighting,SAN JOAQUIN,R-STLIGHT,Past Due,1,1,511.71,511.71,2465.47,2465.47,0,0,1,0
2024-02,Streetlighting,SANTA CLARA,R-STLIGHT,Generated,1,1,649.68,649.68,3040.34,3040.34,0,1,0,0
2024-02,Streetlighting,SANTA CLARA,R-STLIGHT,Paid,3,3,1794.48,598.16,8477.02,2825.67,3,0,0,0
2024-02,Streetlighting,SANTA CLARA,R-STLIGHT,Past Due,1,1,766.12,766.12,3525.52,3525.52,0,0,1,0
2024-02,Streetlighting,SOLANO,R-STLIGHT,Generated,1,1,1219.78,1219.78,5415.74,5415.74,0,1,0,0
2024-02,Streetlighting,SOLANO,R-STLIGHT,Paid,1,1,989.31,989.31,4455.47,4455.47,1,0,0,0
2024-02,"Transportation, Communications, & Utilities",ALAMEDA,R-TCU-GEN,Paid,4,4,15756.59,3939.15,62964.85,15741.21,4,0,0,0
2024-02,"Transportation, Communications, & Utilities",ALAMEDA,R-TCU-GEN,Past Due,2,2,6327.54,3163.77,26466.57,13233.28,0,0,2,0
2024-02,"Transportation, Communications, & Utilities",BUTTE,R-TCU-GEN,Generated,1,1,6060.97,6060.97,23451.63,23451.63,0,1,0,0
2024-02,"Transportation, Communications, & Utilities",BUTTE,R-TCU-GEN,Paid,1,1,8037.07,8037.07,30265.77,30265.77,1,0,0,0
2024-02,"Transportation, Communications, & Utilities",CONTRA COSTA,R-TCU-GEN,Generated,3,3,9212.07,3070.69,39163.05,13054.35,0,3,0,0
2024-02,"Transportation, Communications, & Utilities",CONTRA COSTA,R-TCU-GEN,Paid,3,3,15933.18,5311.06,62597.15,20865.72,3,0,0,0
2024-02,"Transportation, Communications, & Utilities",FRESNO,R-TCU-GEN,Generated,2,2,10742.74,5371.37,42147.36,21073.68,0,2,0,0
2024-02,"Transportation, Communications, & Utilities",FRESNO,R-TCU-GEN,Paid,4,4,16253.03,4063.26,66251.81,16562.95,4,0,0,0
2024-02,"Transportation, Communications, & Utilities",KERN,R-TCU-GEN,Exception,1,1,0.0,,0.0,,0,0,0,1
2024-02,"Transportation, Communications, & Utilities",KERN,R-TCU-GEN,Paid,4,4,14937.14,3734.28,61714.28,15428.57,4,0,0,0
2024-02,"Transportation, Communications, & Utilities",KERN,R-TCU-GEN,Past Due,1,1,4685.33,4685.33,18708.05,18708.05,0,0,1,0
2024-02,"Transportation, Communications, & Utilities",MADERA,R-TCU-GEN,Paid,1,1,2284.56,2284.56,9929.84,9929.84,1,0,0,0
2024-02,"Transportation, Communications, & Utilities",MENDOCINO,R-TCU-GEN,Generated,1,1,2762.64,2762.64,12078.06,12078.06,0,1,0,0
2024-02,"Transportation, Communications, & Utilities",MERCED,R-TCU-GEN,Paid,1,1,3631.82,3631.82,15075.25,15075.25,1,0,0,0
2024-02,"Transportation, Communications, & Utilities",MONTEREY,R-TCU-GEN,Paid,2,2,10459.28,5229.64,41169.95,20584.97,2,0,0,0
2024-02,"Transportation, Communications, & Utilities",PLACER,R-TCU-GEN,Paid,3,3,11122.65,3707.55,45917.4,15305.8,3,0,0,0
2024-02,"Transportation, Communications, & Utilities",SAN FRANCISCO,R-TCU-GEN,Generated,1,1,4816.76,4816.76,19161.25,19161.25,0,1,0,0
2024-02,"Transportation, Communications, & Utilities",SAN FRANCISCO,R-TCU-GEN,Paid,2,2,9831.09,4915.55,39003.78,19501.89,2,0,0,0
2024-02,"Transportation, Communications, & Utilities",SAN JOAQUIN,R-TCU-GEN,Paid,3,3,22384.25,7461.42,84842.23,28280.74,3,0,0,0
2024-02,"Transportation, Communications, & Utilities",SAN LUIS OBISPO,R-TCU-GEN,Paid,1,1,3012.71,3012.71,12940.39,12940.39,1,0,0,0
2024-02,"Transportation, Communications, & Utilities",SAN MATEO,R-TCU-GEN,Exception,1,1,0.0,,16389.22,16389.22,0,0,0,1
2024-02,"Transportation, Communications, & Utilities",SAN MATEO,R-TCU-GEN,Paid,4,4,15068.63,3767.16,61705.74,15426.44,4,0,0,0
2024-02,"Transportation, Communications, & Utilities",SAN MATEO,R-TCU-GEN,Past Due,1,1,3334.08,3334.08,14048.54,14048.54,0,0,1,0
2024-02,"Transportation, Communications, & Utilities",SANTA BARBARA,R-TCU-GEN,Paid,1,1,2449.36,2449.36,10678.9,10678.9,1,0,0,0
2024-02,"Transportation, Communications, & Utilities",SANTA BARBARA,R-TCU-GEN,Past Due,1,1,3147.77,3147.77,13406.12,13406.12,0,0,1,0
2024-02,"Transportation, Communications, & Utilities",SANTA CLARA,R-TCU-GEN,Exception,2,2,0.0,,34719.23,17359.61,0,0,0,2
2024-02,"Transportation, Communications, & Utilities",SANTA CLARA,R-TCU-GEN,Generated,2,2,6959.33,3479.66,29101.12,14550.56,0,2,0,0
2024-02,"Transportation, Communications, & Utilities",SANTA CLARA,R-TCU-GEN,Paid,10,10,35447.67,3544.77,146031.65,14603.16,10,0,0,0
2024-02,"Transportation, Communications, & Utilities",SANTA CLARA,R-TCU-GEN,Past Due,4,4,16410.14,4102.53,65927.89,16481.97,0,0,4,0
2024-02,"Transportation, Communications, & Utilities",SANTA CRUZ,R-TCU-GEN,Paid,1,1,6934.71,6934.71,26464.53,26464.53,1,0,0,0
2024-02,"Transportation, Communications, & Utilities",SHASTA,R-TCU-GEN,Paid,2,2,9683.36,4841.68,38159.76,19079.88,2,0,0,0
2024-03,Agriculture And Water Pumping,ALAMEDA,R-AGR-PUMP,Exception,2,2,0.0,,30445.63,15222.81,0,0,0,2
2024-03,Agriculture And Water Pumping,ALAMEDA,R-AGR-PUMP,Generated,2,2,6172.17,3086.09,26452.49,13226.24,0,2,0,0
2024-03,Agriculture And Water Pumping,ALAMEDA,R-AGR-PUMP,Paid,10,10,31803.97,3180.4,135262.02,13526.2,10,0,0,0
2024-03,Agriculture And Water Pumping,AMADOR,R-AGR-PUMP,Paid,1,1,2033.84,2033.84,9329.02,9329.02,1,0,0,0
2024-03,Agriculture And Water Pumping,BUTTE,R-AGR-PUMP,Paid,1,1,1664.96,1664.96,7949.78,7949.78,1,0,0,0
2024-03,Agriculture And Water Pumping,CONTRA COSTA,R-AGR-PUMP,Exception,1,1,0.0,,12845.16,12845.16,0,0,0,1
2024-03,Agriculture And Water Pumping,CONTRA COSTA,R-AGR-PUMP,Generated,4,4,7923.45,1980.86,36531.28,9132.82,0,4,0,0
2024-03,Agriculture And Water Pumping,CONTRA COSTA,R-AGR-PUMP,Paid,8,8,20488.96,2561.12,89487.98,11186.0,8,0,0,0
2024-03,Agriculture And Water Pumping,CONTRA COSTA,R-AGR-PUMP,Past Due,1,1,2827.32,2827.32,12267.86,12267.86,0,0,1,0
2024-03,Agriculture And Water Pumping,EL DORADO,R-AGR-PUMP,Paid,1,1,1478.99,1478.99,7019.97,7019.97,1,0,0,0
2024-03,Agriculture And Water Pumping,EL DORADO,R-AGR-PUMP,Past Due,1,1,1792.72,1792.72,8435.99,8435.99,0,0,1,0
2024-03,Agriculture And Water Pumping,FRESNO,R-AGR-PUMP,Exception,1,1,0.0,,0.0,,0,0,0,1
2024-03,Agriculture And Water Pumping,FRESNO,R-AGR-PUMP,Generated,3,3,7509.45,2503.15,33143.61,11047.87,0,3,0,0
2024-03,Agriculture And Water Pumping,FRESNO,R-AGR-PUMP,Paid,5,5,10650.55,2130.11,47985.9,9597.18,5,0,0,0
2024-03,Agriculture And Water Pumping,FRESNO,R-AGR-PUMP,Past Due,1,1,1704.53,1704.53,8109.37,8109.37,0,0,1,0
2024-03,Agriculture And Water Pumping,KERN,R-AGR-PUMP,Exception,2,2,0.0,,21109.98,10554.99,0,0,0,2
2024-03,Agriculture And Water Pumping,KERN,R-AGR-PUMP,Generated,3,3,11810.57,3936.86,49131.71,16377.24,0,3,0,0
2024-03,Agriculture And Water Pumping,KERN,R-AGR-PUMP,Paid,6,6,14868.7,2478.12,65513.2,10918.87,6,0,0,0
2024-03,Agriculture And Water Pumping,KERN,R-AGR-PUMP,Past Due,3,3,7066.2,2355.4,31560.0,10520.0,0,0,3,0
2024-03,Agriculture And Water Pumping,KINGS,R-AGR-PUMP,Exception,1,1,0.0,,19689.7,19689.7,0,0,0,1
2024-03,Agriculture And Water Pumping,KINGS,R-AGR-PUMP,Paid,1,1,1106.59,1106.59,5157.94,5157.94,1,0,0,0
2024-03,Agriculture And Water Pumping,MERCED,R-AGR-PUMP,Generated,2,2,3956.7,1978.35,18247.03,9123.51,0,2,0,0
2024-03,Agriculture And Water Pumping,MERCED,R-AGR-PUMP,Paid,3,3,4322.24,1440.75,20486.21,6828.74,3,0,0,0
2024-03,Agriculture And Water Pumping,MONTEREY,R-AGR-PUMP,Generated,1,1,2476.37,2476.37,10968.02,10968.02,0,1,0,0
2024-03,Agriculture And Water Pumping,MONTEREY,R-AGR-PUMP,Paid,2,2,7152.43,3576.22,30083.08,15041.54,2,0,0,0
2024-03,Agriculture And Water Pumping,MONTEREY,R-AGR-PUMP,Past Due,1,1,1787.6,1787.6,8417.04,8417.04,0,0,1,0
2024-03,Agriculture And Water Pumping,NEVADA,R-AGR-PUMP,Paid,1,1,4075.31,4075.31,16890.03,16890.03,1,0,0,0
2024-03,Agriculture And Water Pumping,PLACER,R-AGR-PUMP,Paid,3,3,6097.33,2032.44,27202.04,9067.35,3,0,0,0
2024-03,Agriculture And Water Pumping,PLACER,R-AGR-PUMP,Past Due,2,2,5956.26,2978.13,25652.81,12826.41,0,0,2,0
2024-03,Agriculture And Water Pumping,SAN FRANCISCO,R-AGR-PUMP,Paid,10,10,32989.21,3298.92,140145.24,14014.52,10,0,0,0
2024-03,Agriculture And Water Pumping,SAN FRANCISCO,R-AGR-PUMP,Past Due,1,1,1601.11,1601.11,7630.57,7630.57,0,0,1,0
2024-03,Agriculture And Water Pumping,SAN JOAQUIN,R-AGR-PUMP,Paid,10,10,29305.74,2930.57,126354.84,12635.48,10,0,0,0
2024-03,Agriculture And Water Pumping,SAN LUIS OBISPO,R-AGR-PUMP,Exception,1,1,0.0,,0.0,,0,0,0,1
2024-03,Agriculture And Water Pumping,SAN MATEO,R-AGR-PUMP,Generated,1,1,2411.66,2411.66,10728.38,10728.38,0,1,0,0
2024-03,Agriculture And Water Pumping,SAN MATEO,R-AGR-PUMP,Paid,5,5,12782.76,2556.55,56325.07,11265.01,5,0,0,0
2024-03,Agriculture And Water Pumping,SANTA BARBARA,R-AGR-PUMP,Paid,2,2,6560.75,3280.38,27011.42,13505.71,2,0,0,0
2024-03,Agriculture And Water Pumping,SANTA CLARA,R-AGR-PUMP,Exception,1,1,0.0,,0.0,,0,0,0,1
2024-03,Agriculture And Water Pumping,SANTA CLARA,R-AGR-PUMP,Generated,8,8,19758.43,2469.8,87010.84,10876.35,0,8,0,0
2024-03,Agriculture And Water Pumping,SANTA CLARA,R-AGR-PUMP,Paid,10,10,22884.02,2288.4,101876.12,10187.61,10,0,0,0
2024-03,Agriculture And Water Pumping,SANTA CLARA,R-AGR-PUMP,Past Due,2,2,7212.06,3606.03,30303.94,15151.97,0,0,2,0
2024-03,Agriculture And Water Pumping,SANTA CRUZ,R-AGR-PUMP,Paid,2,2,5320.28,2660.14,23297.34,11648.67,2,0,0,0
2024-03,Agriculture And Water Pumping,SHASTA,R-AGR-PUMP,Past Due,1,1,2352.99,2352.99,10511.07,10511.07,0,0,1,0
2024-03,Agriculture And Water Pumping,SOLANO,R-AGR-PUMP,Paid,4,4,9934.37,2483.59,43979.15,10994.79,4,0,0,0
2024-03,Agriculture And Water Pumping,SUTTER,R-AGR-PUMP,Paid,1,1,2147.65,2147.65,9750.55,9750.55,1,0,0,0
2024-03,Agriculture And Water Pumping,TUOLUMNE,R-AGR-PUMP,Paid,2,2,5750.71,2875.36,24891.51,12445.76,2,0,0,0
2024-03,Agriculture And Water Pumping,YOLO,R-AGR-PUMP,Generated,1,1,4019.67,4019.67,16683.96,16683.96,0,1,0,0
2024-03,Agriculture And Water Pumping,YOLO,R-AGR-PUMP,Paid,2,2,4290.54,2145.27,19483.48,9741.74,2,0,0,0
2024-03,Commercial,ALAMEDA,R-COM-GEN,Exception,5,5,0.0,,23593.73,4718.75,0,0,0,5
2024-03,Commercial,ALAMEDA,R-COM-GEN,Generated,10,10,12246.1,1224.61,45148.73,4514.87,0,10,0,0
2024-03,Commercial,ALAMEDA,R-COM-GEN,Paid,47,47,59640.17,1268.94,217588.62,4629.55,47,0,0,0
2024-03,Commercial,ALAMEDA,R-COM-GEN,Past Due,6,6,8057.77,1342.96,29323.95,4887.32,0,0,6,0
2024-03,Commercial,AMADOR,R-COM-GEN,Paid,3,3,3502.7,1167.57,12829.91,4276.64,3,0,0,0
2024-03,Commercial,BUTTE,R-COM-GEN,Generated,4,4,3582.31,895.58,13449.69,3362.42,0,4,0,0
2024-03,Commercial,BUTTE,R-COM-GEN,Paid,8,8,12337.4,1542.17,44314.2,5539.27,8,0,0,0
2024-03,Commercial,CALAVERAS,R-COM-GEN,Paid,3,3,2454.96,818.32,9394.43,3131.48,3,0,0,0
2024-03,Commercial,COLUSA,R-COM-GEN,Paid,1,1,1566.67,1566.67,5618.28,5618.28,1,0,0,0
2024-03,Commercial,CONTRA COSTA,R-COM-GEN,Exception,3,3,0.0,,8943.14,4471.57,0,0,0,3
2024-03,Commercial,CONTRA COSTA,R-COM-GEN,Generated,5,5,6129.76,1225.95,22555.69,4511.14,0,5,0,0
2024-03,Commercial,CONTRA COSTA,R-COM-GEN,Paid,37,37,41505.34,1121.77,154111.03,4165.16,37,0,0,0
2024-03,Commercial,CONTRA COSTA,R-COM-GEN,Past Due,3,3,2680.47,893.49,10340.24,3446.75,0,0,3,0
2024-03,Commercial,EL DORADO,R-COM-GEN,Generated,1,1,1222.92,1222.92,4509.43,4509.43,0,1,0,0
2024-03,Commercial,EL DORADO,R-COM-GEN,Paid,6,6,7936.11,1322.69,28987.45,4831.24,6,0,0,0
2024-03,Commercial,FRESNO,R-COM-GEN,Exception,2,2,0.0,,0.0,,0,0,0,2
2024-03,Commercial,FRESNO,R-COM-GEN,Generated,12,12,11611.5,967.63,43989.34,3665.78,0,12,0,0
2024-03,Commercial,FRESNO,R-COM-GEN,Paid,30,30,32581.85,1086.06,120336.31,4011.21,30,0,0,0
2024-03,Commercial,FRESNO,R-COM-GEN,Past Due,1,1,1200.44,1200.44,4436.9,4436.9,0,0,1,0
2024-03,Commercial,GLENN,R-COM-GEN,Exception,1,1,0.0,,4953.32,4953.32,0,0,0,1
2024-03,Commercial,GLENN,R-COM-GEN,Generated,1,1,1358.66,1358.66,4947.29,4947.29,0,1,0,0
2024-03,Commercial,GLENN,R-COM-GEN,Paid,2,2,1654.38,827.19,6464.65,3232.32,2,0,0,0
2024-03,Commercial,HUMBOLDT,R-COM-GEN,Exception,1,1,0.0,,6253.62,6253.62,0,0,0,1
2024-03,Commercial,HUMBOLDT,R-COM-GEN,Generated,2,2,1658.55,829.28,6340.29,3170.14,0,2,0,0
2024-03,Commercial,HUMBOLDT,R-COM-GEN,Paid,2,2,2317.2,1158.6,8603.88,4301.94,2,0,0,0
2024-03,Commercial,KERN,R-COM-GEN,Exception,5,5,0.0,,9570.07,4785.03,0,0,0,5
2024-03,Commercial,KERN,R-COM-GEN,Generated,10,10,10811.85,1081.18,40218.37,4021.84,0,10,0,0
2024-03,Commercial,KERN,R-COM-GEN,Paid,64,64,70355.62,1099.31,261086.48,4079.48,64,0,0,0
2024-03,Commercial,KERN,R-COM-GEN,Past Due,4,4,4277.13,1069.28,15916.97,3979.24,0,0,4,0
2024-03,Commercial,KINGS,R-COM-GEN,Generated,1,1,1511.5,1511.5,5440.31,5440.31,0,1,0,0
2024-03,Commercial,KINGS,R-COM-GEN,Paid,6,6,6934.36,1155.73,25745.66,4290.94,6,0,0,0
2024-03,Commercial,LAKE,R-COM-GEN,Paid,1,1,490.55,490.55,1898.13,1898.13,1,0,0,0
2024-03,Commercial,MADERA,R-COM-GEN,Exception,2,2,0.0,,5119.81,2559.9,0,0,0,2
2024-03,Commercial,MADERA,R-COM-GEN,Generated,1,1,533.77,533.77,2078.21,2078.21,0,1,0,0
2024-03,Commercial,MADERA,R-COM-GEN,Paid,6,6,5427.66,904.61,20834.27,3472.38,6,0,0,0
2024-03,Commercial,MARIN,R-COM-GEN,Generated,2,2,1538.55,769.27,5980.61,2990.31,0,2,0,0
2024-03,Commercial,MARIN,R-COM-GEN,Paid,3,3,3469.68,1156.56,12629.6,4209.87,3,0,0,0
2024-03,Commercial,MARIPOSA,R-COM-GEN,Past Due,1,1,700.31,700.31,2772.13,2772.13,0,0,1,0
2024-03,Commercial,MENDOCINO,R-COM-GEN,Generated,1,1,1196.64,1196.64,4424.64,4424.64,0,1,0,0
2024-03,Commercial,MENDOCINO,R-COM-GEN,Paid,2,2,1827.01,913.5,7022.63,3511.32,2,0,0,0
2024-03,Commercial,MENDOCINO,R-COM-GEN,Past Due,1,1,777.86,777.86,3073.73,3073.73,0,0,1,0
2024-03,Commercial,MERCED,R-COM-GEN,Exception,1,1,0.0,,2421.07,2421.07,0,0,0,1
2024-03,Commercial,MERCED,R-COM-GEN,Generated,5,5,4371.04,874.21,16655.4,3331.08,0,5,0,0
2024-03,Commercial,MERCED,R-COM-GEN,Paid,11,11,11542.34,1049.3,43203.81,3927.62,11,0,0,0
2024-03,Commercial,MERCED,R-COM-GEN,Past Due,1,1,1208.3,1208.3,4462.27,4462.27,0,0,1,0
2024-03,Commercial,MONTEREY,R-COM-GEN,Generated,2,2,1399.57,699.78,5524.06,2762.03,0,2,0,0
2024-03,Commercial,MONTEREY,R-COM-GEN,Paid,14,14,14606.31,1043.31,54417.21,3886.94,14,0,0,0
2024-03,Commercial,NAPA,R-COM-GEN,Exception,1,1,0.0,,0.0,,0,0,0,1
2024-03,Commercial,NAPA,R-COM-GEN,Paid,4,4,5069.26,1267.32,18585.26,4646.32,4,0,0,0
2024-03,Commercial,NEVADA,R-COM-GEN,Exception,1,1,0.0,,6983.55,6983.55,0,0,0,1
2024-03,Commercial,NEVADA,R-COM-GEN,Generated,1,1,514.94,514.94,1999.76,1999.76,0,1,0,0
2024-03,Commercial,NEVADA,R-COM-GEN,Paid,5,5,5541.33,1108.27,20603.23,4120.65,5,0,0,0
2024-03,Commercial,PLACER,R-COM-GEN,Exception,2,2,0.0,,5899.11,2949.56,0,0,0,2
2024-03,Commercial,PLACER,R-COM-GEN,Generated,5,5,6860.14,1372.03,24880.8,4976.16,0,5,0,0
2024-03,Commercial,PLACER,R-COM-GEN,Paid,11,11,10659.45,969.04,39909.18,3628.11,11,0,0,0
2024-03,Commercial,PLACER,R-COM-GEN,Past Due,3,3,4867.35,1622.45,17394.65,5798.22,0,0,3,0
2024-03,Commercial,PLUMAS,R-COM-GEN,Generated,2,2,2309.2,1154.6,8578.07,4289.03,0,2,0,0
2024-03,Commercial,PLUMAS,R-COM-GEN,Paid,2,2,2720.92,1360.46,9906.19,4953.09,2,0,0,0
2024-03,Commercial,SAN FRANCISCO,R-COM-GEN,Exception,1,1,0.0,,0.0,,0,0,0,1
2024-03,Commercial,SAN FRANCISCO,R-COM-GEN,Generated,6,6,8552.34,1425.39,30652.28,5108.71,0,6,0,0
2024-03,Commercial,SAN FRANCISCO,R-COM-GEN,Paid,23,23,23911.45,1039.63,88991.8,3869.21,23,0,0,0
2024-03,Commercial,SAN FRANCISCO,R-COM-GEN,Past Due,4,4,3887.37,971.84,14610.44,3652.61,0,0,4,0
2024-03,Commercial,SAN JOAQUIN,R-COM-GEN,Exception,2,2,0.0,,0.0,,0,0,0,2
2024-03,Commercial,SAN JOAQUIN,R-COM-GEN,Generated,8,8,9264.73,1158.09,34247.97,4281.0,0,8,0,0
2024-03,Commercial,SAN JOAQUIN,R-COM-GEN,Paid,25,25,28389.14,1135.57,105404.35,4216.17,25,0,0,0
2024-03,Commercial,SAN LUIS OBISPO,R-COM-GEN,Paid,12,12,12320.41,1026.7,46009.3,3834.11,12,0,0,0
2024-03,Commercial,SAN MATEO,R-COM-GEN,Generated,3,3,3427.85,1142.62,12751.13,4250.38,0,3,0,0
2024-03,Commercial,SAN MATEO,R-COM-GEN,Paid,21,21,23961.34,1141.02,88417.75,4210.37,21,0,0,0
2024-03,Commercial,SANTA BARBARA,R-COM-GEN,Exception,2,2,0.0,,2552.96,2552.96,0,0,0,2
2024-03,Commercial,SANTA BARBARA,R-COM-GEN,Paid,9,9,8781.8,975.76,32956.95,3661.88,9,0,0,0
2024-03,Commercial,SANTA BARBARA,R-COM-GEN,Past Due,2,2,1559.67,779.84,6121.75,3060.88,0,0,2,0
2024-03,Commercial,SANTA CLARA,R-COM-GEN,Exception,8,8,0.0,,18111.67,3018.61,0,0,0,8
2024-03,Commercial,SANTA CLARA,R-COM-GEN,Generated,9,9,10305.35,1145.04,38233.11,4248.12,0,9,0,0
2024-03,Commercial,SANTA CLARA,R-COM-GEN,Paid,68,68,71689.43,1054.26,268098.24,3942.62,68,0,0,0
2024-03,Commercial,SANTA CLARA,R-COM-GEN,Past Due,8,8,8955.6,1119.45,33153.67,4144.21,0,0,8,0
2024-03,Commercial,SANTA CRUZ,R-COM-GEN,Generated,1,1,605.24,605.24,2376.02,2376.02,0,1,0,0
2024-03,Commercial,SANTA CRUZ,R-COM-GEN,Paid,2,2,3099.73,1549.87,11128.16,5564.08,2,0,0,0
2024-03,Commercial,SANTA CRUZ,R-COM-GEN,Past Due,1,1,839.04,839.04,3271.09,3271.09,0,0,1,0
2024-03,Commercial,SHASTA,R-COM-GEN,Generated,1,1,548.47,548.47,2139.45,2139.45,0,1,0,0
2024-03,Commercial,SHASTA,R-COM-GEN,Paid,8,8,8943.89,1117.99,33209.97,4151.25,8,0,0,0
2024-03,Commercial,SOLANO,R-COM-GEN,Exception,1,1,0.0,,4854.73,4854.73,0,0,0,1
2024-03,Commercial,SOLANO,R-COM-GEN,Generated,1,1,646.51,646.51,2547.94,2547.94,0,1,0,0
2024-03,Commercial,SOLANO,R-COM-GEN,Paid,9,9,11236.14,1248.46,41112.61,4568.07,9,0,0,0
2024-03,Commercial,SONOMA,R-COM-GEN,Generated,4,4,4012.65,1003.16,14974.63,3743.66,0,4,0,0
2024-03,Commercial,SONOMA,R-COM-GEN,Paid,6,6,6274.43,1045.74,23408.78,3901.46,6,0,0,0
2024-03,Commercial,SONOMA,R-COM-GEN,Past Due,3,3,3476.4,1158.8,12805.08,4268.36,0,0,3,0
2024-03,Commercial,SUTTER,R-COM-GEN,Exception,1,1,0.0,,0.0,,0,0,0,1
2024-03,Commercial,SUTTER,R-COM-GEN,Generated,1,1,638.01,638.01,2512.54,2512.54,0,1,0,0
2024-03,Commercial,SUTTER,R-COM-GEN,Paid,4,4,3762.04,940.51,14133.66,3533.41,4,0,0,0
2024-03,Commercial,TUOLUMNE,R-COM-GEN,Exception,1,1,0.0,,6782.17,6782.17,0,0,0,1
2024-03,Commercial,TUOLUMNE,R-COM-GEN,Generated,1,1,1067.13,1067.13,4006.87,4006.87,0,1,0,0
2024-03,Commercial,TUOLUMNE,R-COM-GEN,Paid,4,4,5429.37,1357.34,19772.18,4943.05,4,0,0,0
2024-03,Commercial,YOLO,R-COM-GEN,Generated,2,2,2545.49,1272.74,9340.29,4670.15,0,2,0,0
2024-03,Commercial,YOLO,R-COM-GEN,Paid,6,6,8205.44,1367.57,29751.75,4958.63,6,0,0,0
2024-03,Commercial,YOLO,R-COM-GEN,Past Due,1,1,1113.6,1113.6,4156.76,4156.76,0,0,1,0
2024-03,Commercial,YUBA,R-COM-GEN,Exception,1,1,0.0,,3115.09,3115.09,0,0,0,1
2024-03,Commercial,YUBA,R-COM-GEN,Paid,2,2,1934.17,967.09,7149.76,3574.88,2,0,0,0
2024-03,Industrial,ALAMEDA,R-IND-GEN,Exception,1,1,0.0,,46588.34,46588.34,0,0,0,1
2024-03,Industrial,ALAMEDA,R-IND-GEN,Generated,3,3,43915.68,14638.56,202357.02,67452.34,0,3,0,0
2024-03,Industrial,ALAMEDA,R-IND-GEN,Paid,9,9,82858.02,9206.45,402794.45,44754.94,9,0,0,0
2024-03,Industrial,ALAMEDA,R-IND-GEN,Past Due,1,1,8848.24,8848.24,43325.98,43325.98,0,0,1,0
2024-03,Industrial,BUTTE,R-IND-GEN,Generated,1,1,14780.91,14780.91,68045.45,68045.45,0,1,0,0
2024-03,Industrial,CALAVERAS,R-IND-GEN,Exception,1,1,0.0,,28400.52,28400.52,0,0,0,1
2024-03,Industrial,CONTRA COSTA,R-IND-GEN,Generated,2,2,11838.59,5919.3,61525.02,30762.51,0,2,0,0
2024-03,Industrial,CONTRA COSTA,R-IND-GEN,Paid,4,4,31819.52,7954.88,158414.69,39603.67,4,0,0,0
2024-03,Industrial,EL DORADO,R-IND-GEN,Paid,1,1,6124.13,6124.13,31975.53,31975.53,1,0,0,0
2024-03,Industrial,FRESNO,R-IND-GEN,Exception,2,2,0.0,,91788.65,45894.32,0,0,0,2
2024-03,Industrial,FRESNO,R-IND-GEN,Generated,2,2,17739.32,8869.66,85431.36,42715.68,0,2,0,0
2024-03,Industrial,FRESNO,R-IND-GEN,Paid,4,4,35353.59,8838.4,173139.96,43284.99,4,0,0,0
2024-03,Industrial,FRESNO,R-IND-GEN,Past Due,1,1,5660.23,5660.23,30042.61,30042.61,0,0,1,0
2024-03,Industrial,HUMBOLDT,R-IND-GEN,Exception,1,1,0.0,,26186.41,26186.41,0,0,0,1
2024-03,Industrial,HUMBOLDT,R-IND-GEN,Paid,1,1,9821.35,9821.35,47380.63,47380.63,1,0,0,0
2024-03,Industrial,KERN,R-IND-GEN,Exception,3,3,0.0,,126118.05,42039.35,0,0,0,3
2024-03,Industrial,KERN,R-IND-GEN,Generated,4,4,32833.31,8208.33,161002.41,40250.6,0,4,0,0
2024-03,Industrial,KERN,R-IND-GEN,Paid,14,14,106802.29,7628.73,525891.56,37563.68,14,0,0,0
2024-03,Industrial,KINGS,R-IND-GEN,Generated,1,1,3664.44,3664.44,18969.13,18969.13,0,1,0,0
2024-03,Industrial,KINGS,R-IND-GEN,Paid,2,2,11294.88,5647.44,58407.27,29203.64,2,0,0,0
2024-03,Industrial,LAKE,R-IND-GEN,Generated,1,1,8986.59,8986.59,43902.44,43902.44,0,1,0,0
2024-03,Industrial,MADERA,R-IND-GEN,Paid,1,1,6897.24,6897.24,35196.84,35196.84,1,0,0,0
2024-03,Industrial,MARIN,R-IND-GEN,Paid,2,2,24140.87,12070.44,113503.64,56751.82,2,0,0,0
2024-03,Industrial,MERCED,R-IND-GEN,Paid,1,1,7651.39,7651.39,38339.12,38339.12,1,0,0,0
2024-03,Industrial,MONTEREY,R-IND-GEN,Paid,1,1,7131.58,7131.58,36173.25,36173.25,1,0,0,0
2024-03,Industrial,NEVADA,R-IND-GEN,Paid,1,1,5846.73,5846.73,30819.7,30819.7,1,0,0,0
2024-03,Industrial,PLACER,R-IND-GEN,Generated,1,1,7329.97,7329.97,36999.87,36999.87,0,1,0,0
2024-03,Industrial,PLACER,R-IND-GEN,Paid,3,3,26743.45,8914.48,130806.06,43602.02,3,0,0,0
2024-03,Industrial,PLACER,R-IND-GEN,Past Due,1,1,6326.99,6326.99,32820.8,32820.8,0,0,1,0
2024-03,Industrial,PLUMAS,R-IND-GEN,Past Due,1,1,6801.76,6801.76,34799.0,34799.0,0,0,1,0
2024-03,Industrial,SAN FRANCISCO,R-IND-GEN,Exception,1,1,0.0,,60449.57,60449.57,0,0,0,1
2024-03,Industrial,SAN FRANCISCO,R-IND-GEN,Paid,1,1,7386.49,7386.49,37235.37,37235.37,1,0,0,0
