billing_cycle_id,customer_segment,county,request_type,priority,request_status,service_request_count,affected_accounts,open_requests,in_progress_requests,closed_requests,cancelled_requests,critical_requests,high_priority_requests,medium_priority_requests,low_priority_requests
2024-03,Residential,SUTTER,Meter Data Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-03,Residential,TUOLUMNE,Missing Read Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-03,Residential,YOLO,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-03,Streetlighting,FRESNO,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-03,"Transportation, Communications, & Utilities",SAN MATEO,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-03,"Transportation, Communications, & Utilities",SANTA CLARA,High Bill Inquiry,High,Cancelled,1,1,0,0,0,1,0,1,0,0
2024-03,"Transportation, Communications, & Utilities",SANTA CLARA,Rate Plan Change,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-04,Agriculture And Water Pumping,ALAMEDA,Account Status Review,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-04,Agriculture And Water Pumping,CONTRA COSTA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Agriculture And Water Pumping,FRESNO,Outage Follow Up,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Agriculture And Water Pumping,KERN,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Agriculture And Water Pumping,KINGS,Missing Read Investigation,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Agriculture And Water Pumping,MERCED,Outage Follow Up,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Agriculture And Water Pumping,TUOLUMNE,High Bill Inquiry,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Commercial,ALAMEDA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,ALAMEDA,High Bill Inquiry,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Commercial,BUTTE,Outage Follow Up,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,CONTRA COSTA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,CONTRA COSTA,Meter Data Investigation,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Commercial,CONTRA COSTA,Missing Read Investigation,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-04,Commercial,CONTRA COSTA,Missing Read Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Commercial,FRESNO,Meter Issue,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Commercial,FRESNO,Missing Read Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,GLENN,Account Status Review,Medium,Cancelled,1,1,0,0,0,1,0,0,1,0
2024-04,Commercial,KERN,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,MADERA,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Commercial,MADERA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,MENDOCINO,Missing Read Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,MERCED,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Commercial,MERCED,Meter Data Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Commercial,MONTEREY,High Bill Inquiry,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Commercial,PLACER,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Commercial,PLACER,Missing Read Investigation,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Commercial,SAN JOAQUIN,Missing Read Investigation,Critical,Closed,1,1,0,0,1,0,1,0,0,0
2024-04,Commercial,SAN JOAQUIN,Missing Read Investigation,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Commercial,SAN JOAQUIN,Missing Read Investigation,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Commercial,SAN MATEO,Meter Data Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Commercial,SAN MATEO,Missing Read Investigation,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Commercial,SANTA CLARA,Account Status Review,Critical,Open,1,1,1,0,0,0,1,0,0,0
2024-04,Commercial,SANTA CLARA,Account Status Review,Low,Cancelled,1,1,0,0,0,1,0,0,0,1
2024-04,Commercial,SANTA CLARA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,SANTA CLARA,Meter Data Investigation,Critical,Open,1,1,1,0,0,0,1,0,0,0
2024-04,Commercial,SANTA CLARA,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Commercial,SOLANO,Meter Issue,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Industrial,ALAMEDA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Industrial,ALAMEDA,Outage Follow Up,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Industrial,FRESNO,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Industrial,FRESNO,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Industrial,KERN,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Industrial,KERN,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Industrial,SAN FRANCISCO,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Industrial,SANTA CLARA,High Bill Inquiry,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Industrial,SHASTA,Missing Read Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Industrial,SOLANO,Account Status Review,High,Cancelled,1,1,0,0,0,1,0,1,0,0
2024-04,Mining,FRESNO,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Mining,SANTA CLARA,Account Status Review,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,ALAMEDA,Account Status Review,Critical,Closed,2,2,0,0,2,0,2,0,0,0
2024-04,Residential,ALAMEDA,Account Status Review,High,Cancelled,1,1,0,0,0,1,0,1,0,0
2024-04,Residential,ALAMEDA,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,ALAMEDA,Account Status Review,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,ALAMEDA,Account Status Review,Low,Cancelled,2,2,0,0,0,2,0,0,0,2
2024-04,Residential,ALAMEDA,Account Status Review,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-04,Residential,ALAMEDA,Account Status Review,Medium,In Progress,2,2,0,2,0,0,0,0,2,0
2024-04,Residential,ALAMEDA,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,ALAMEDA,High Bill Inquiry,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,ALAMEDA,High Bill Inquiry,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,ALAMEDA,Meter Data Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,ALAMEDA,Meter Issue,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-04,Residential,ALAMEDA,Missing Read Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,ALAMEDA,Missing Read Investigation,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,ALAMEDA,Missing Read Investigation,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Residential,ALAMEDA,Missing Read Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,ALAMEDA,Outage Follow Up,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Residential,BUTTE,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Residential,BUTTE,High Bill Inquiry,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,COLUSA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,CONTRA COSTA,Account Status Review,Critical,Cancelled,1,1,0,0,0,1,1,0,0,0
2024-04,Residential,CONTRA COSTA,Account Status Review,High,Closed,2,2,0,0,2,0,0,2,0,0
2024-04,Residential,CONTRA COSTA,Account Status Review,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-04,Residential,CONTRA COSTA,Account Status Review,Low,Closed,3,3,0,0,3,0,0,0,0,3
2024-04,Residential,CONTRA COSTA,Account Status Review,Medium,Closed,4,4,0,0,4,0,0,0,4,0
2024-04,Residential,CONTRA COSTA,Account Status Review,Medium,In Progress,2,2,0,2,0,0,0,0,2,0
2024-04,Residential,CONTRA COSTA,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,CONTRA COSTA,Missing Read Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,CONTRA COSTA,Outage Follow Up,High,Closed,2,2,0,0,2,0,0,2,0,0
2024-04,Residential,CONTRA COSTA,Outage Follow Up,Low,Cancelled,1,1,0,0,0,1,0,0,0,1
2024-04,Residential,CONTRA COSTA,Outage Follow Up,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,EL DORADO,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,EL DORADO,High Bill Inquiry,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,EL DORADO,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,EL DORADO,Missing Read Investigation,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,EL DORADO,Missing Read Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,FRESNO,Account Status Review,High,Closed,2,2,0,0,2,0,0,2,0,0
2024-04,Residential,FRESNO,Account Status Review,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,FRESNO,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,FRESNO,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,FRESNO,Meter Data Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,FRESNO,Meter Issue,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,FRESNO,Missing Read Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,FRESNO,Missing Read Investigation,Medium,Closed,3,3,0,0,3,0,0,0,3,0
2024-04,Residential,FRESNO,Missing Read Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,FRESNO,Outage Follow Up,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,FRESNO,Outage Follow Up,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,GLENN,Account Status Review,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,KERN,Account Status Review,High,Closed,2,2,0,0,2,0,0,2,0,0
2024-04,Residential,KERN,Account Status Review,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-04,Residential,KERN,Account Status Review,High,Open,3,3,3,0,0,0,0,3,0,0
2024-04,Residential,KERN,Account Status Review,Low,Closed,2,2,0,0,2,0,0,0,0,2
2024-04,Residential,KERN,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Residential,KERN,Account Status Review,Medium,Closed,4,4,0,0,4,0,0,0,4,0
2024-04,Residential,KERN,Account Status Review,Medium,Open,4,4,4,0,0,0,0,0,4,0
2024-04,Residential,KERN,High Bill Inquiry,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,KERN,High Bill Inquiry,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,KERN,High Bill Inquiry,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,KERN,Meter Data Investigation,Critical,Closed,1,1,0,0,1,0,1,0,0,0
2024-04,Residential,KERN,Missing Read Investigation,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-04,Residential,KERN,Missing Read Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,KERN,Missing Read Investigation,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-04,Residential,KERN,Missing Read Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,KERN,Outage Follow Up,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,KINGS,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Residential,KINGS,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,LAKE,Account Status Review,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,MADERA,High Bill Inquiry,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,MADERA,Missing Read Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,MADERA,Rate Plan Change,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,MARIN,Account Status Review,Critical,In Progress,1,1,0,1,0,0,1,0,0,0
2024-04,Residential,MARIN,Outage Follow Up,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,MENDOCINO,Account Status Review,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-04,Residential,MERCED,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,MONTEREY,Account Status Review,Critical,Closed,1,1,0,0,1,0,1,0,0,0
2024-04,Residential,MONTEREY,Account Status Review,Low,Cancelled,1,1,0,0,0,1,0,0,0,1
2024-04,Residential,MONTEREY,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,MONTEREY,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,MONTEREY,Meter Data Investigation,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,MONTEREY,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,MONTEREY,Outage Follow Up,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,NAPA,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,NAPA,Missing Read Investigation,Medium,Cancelled,1,1,0,0,0,1,0,0,1,0
2024-04,Residential,NAPA,Outage Follow Up,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,NEVADA,Missing Read Investigation,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,PLACER,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,PLACER,Account Status Review,Low,Closed,2,2,0,0,2,0,0,0,0,2
2024-04,Residential,PLACER,Account Status Review,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-04,Residential,PLACER,High Bill Inquiry,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,PLACER,Missing Read Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,PLACER,Rate Plan Change,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SAN FRANCISCO,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,SAN FRANCISCO,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Residential,SAN FRANCISCO,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,SAN FRANCISCO,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SAN FRANCISCO,Meter Data Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,SAN FRANCISCO,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,SAN FRANCISCO,Missing Read Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SAN FRANCISCO,Outage Follow Up,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,SAN FRANCISCO,Rate Plan Change,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SAN JOAQUIN,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,SAN JOAQUIN,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,SAN JOAQUIN,Account Status Review,Medium,Closed,3,3,0,0,3,0,0,0,3,0
2024-04,Residential,SAN JOAQUIN,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SAN JOAQUIN,Missing Read Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,SAN JOAQUIN,Rate Plan Change,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,SAN LUIS OBISPO,Account Status Review,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,SAN LUIS OBISPO,High Bill Inquiry,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Residential,SAN MATEO,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,SAN MATEO,Account Status Review,Low,Closed,2,2,0,0,2,0,0,0,0,2
2024-04,Residential,SAN MATEO,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Residential,SAN MATEO,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Residential,SAN MATEO,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,SAN MATEO,Missing Read Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,SAN MATEO,Missing Read Investigation,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-04,Residential,SAN MATEO,Missing Read Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,SAN MATEO,Missing Read Investigation,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,SAN MATEO,Outage Follow Up,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,SANTA BARBARA,Account Status Review,Critical,Cancelled,1,1,0,0,0,1,1,0,0,0
2024-04,Residential,SANTA BARBARA,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SANTA CLARA,Account Status Review,High,Cancelled,1,1,0,0,0,1,0,1,0,0
2024-04,Residential,SANTA CLARA,Account Status Review,High,Closed,2,2,0,0,2,0,0,2,0,0
2024-04,Residential,SANTA CLARA,Account Status Review,Low,Closed,4,4,0,0,4,0,0,0,0,4
2024-04,Residential,SANTA CLARA,Account Status Review,Low,Open,3,3,3,0,0,0,0,0,0,3
2024-04,Residential,SANTA CLARA,Account Status Review,Medium,Closed,7,7,0,0,7,0,0,0,7,0
2024-04,Residential,SANTA CLARA,Account Status Review,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,SANTA CLARA,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SANTA CLARA,High Bill Inquiry,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-04,Residential,SANTA CLARA,High Bill Inquiry,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-04,Residential,SANTA CLARA,Meter Data Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,SANTA CLARA,Meter Data Investigation,Medium,Cancelled,1,1,0,0,0,1,0,0,1,0
2024-04,Residential,SANTA CLARA,Meter Data Investigation,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-04,Residential,SANTA CLARA,Meter Data Investigation,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,SANTA CLARA,Meter Issue,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,SANTA CLARA,Missing Read Investigation,High,Open,1,1,1,0,0,0,0,1,0,0
2024-04,Residential,SANTA CLARA,Missing Read Investigation,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Residential,SANTA CLARA,Missing Read Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,SANTA CLARA,Missing Read Investigation,Medium,Open,2,2,2,0,0,0,0,0,2,0
2024-04,Residential,SANTA CLARA,Outage Follow Up,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,SANTA CLARA,Outage Follow Up,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,SANTA CLARA,Outage Follow Up,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-04,Residential,SANTA CLARA,Rate Plan Change,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,SANTA CLARA,Rate Plan Change,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-04,Residential,SANTA CLARA,Rate Plan Change,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-04,Residential,SANTA CLARA,Rate Plan Change,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SHASTA,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-04,Residential,SOLANO,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-04,Residential,SOLANO,Meter Data Investigation,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-04,Residential,SONOMA,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,YOLO,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,Residential,YOLO,Missing Read Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-04,"Transportation, Communications, & Utilities",SAN MATEO,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Agriculture And Water Pumping,ALAMEDA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Agriculture And Water Pumping,ALAMEDA,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-05,Agriculture And Water Pumping,CONTRA COSTA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Agriculture And Water Pumping,CONTRA COSTA,High Bill Inquiry,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-05,Agriculture And Water Pumping,CONTRA COSTA,Meter Data Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-05,Agriculture And Water Pumping,KERN,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-05,Agriculture And Water Pumping,KERN,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Agriculture And Water Pumping,SAN JOAQUIN,Rate Plan Change,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-05,Commercial,ALAMEDA,Account Status Review,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-05,Commercial,ALAMEDA,Missing Read Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-05,Commercial,ALAMEDA,Missing Read Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-05,Commercial,CALAVERAS,Outage Follow Up,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Commercial,CONTRA COSTA,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-05,Commercial,EL DORADO,Missing Read Investigation,Medium,Cancelled,1,1,0,0,0,1,0,0,1,0
2024-05,Commercial,HUMBOLDT,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Commercial,KERN,Meter Data Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-05,Commercial,KERN,Meter Issue,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Commercial,MERCED,Rate Plan Change,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-05,Commercial,MONTEREY,Missing Read Investigation,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-05,Commercial,MONTEREY,Missing Read Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Commercial,NEVADA,Account Status Review,Medium,In Progress,1,1,0,1,0,0,0,0,1,0
2024-05,Commercial,PLACER,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Commercial,SAN JOAQUIN,Meter Data Investigation,High,Open,1,1,1,0,0,0,0,1,0,0
2024-05,Commercial,SAN MATEO,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Commercial,SANTA BARBARA,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Commercial,SANTA CLARA,Account Status Review,Low,In Progress,1,1,0,1,0,0,0,0,0,1
2024-05,Commercial,SANTA CLARA,Meter Data Investigation,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Commercial,SANTA CLARA,Meter Data Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-05,Commercial,SOLANO,Account Status Review,Critical,Closed,1,1,0,0,1,0,1,0,0,0
2024-05,Commercial,TUOLUMNE,Account Status Review,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-05,Industrial,CALAVERAS,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Industrial,FRESNO,Account Status Review,Low,Cancelled,1,1,0,0,0,1,0,0,0,1
2024-05,Industrial,FRESNO,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-05,Industrial,HUMBOLDT,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-05,Industrial,KERN,Rate Plan Change,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Industrial,SAN FRANCISCO,Account Status Review,Medium,Cancelled,1,1,0,0,0,1,0,0,1,0
2024-05,Industrial,SAN MATEO,Meter Data Investigation,High,Closed,1,1,0,0,1,0,0,1,0,0
2024-05,Mining,KERN,Missing Read Investigation,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-05,Residential,ALAMEDA,Account Status Review,High,Cancelled,1,1,0,0,0,1,0,1,0,0
2024-05,Residential,ALAMEDA,Account Status Review,High,Closed,2,2,0,0,2,0,0,2,0,0
2024-05,Residential,ALAMEDA,Account Status Review,High,Open,2,2,2,0,0,0,0,2,0,0
2024-05,Residential,ALAMEDA,Account Status Review,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-05,Residential,ALAMEDA,Account Status Review,Low,Open,2,2,2,0,0,0,0,0,0,2
2024-05,Residential,ALAMEDA,Account Status Review,Medium,Closed,5,5,0,0,5,0,0,0,5,0
2024-05,Residential,ALAMEDA,Account Status Review,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-05,Residential,ALAMEDA,Meter Data Investigation,Low,Closed,1,1,0,0,1,0,0,0,0,1
2024-05,Residential,ALAMEDA,Missing Read Investigation,Low,Closed,2,2,0,0,2,0,0,0,0,2
2024-05,Residential,ALAMEDA,Missing Read Investigation,Medium,Closed,2,2,0,0,2,0,0,0,2,0
2024-05,Residential,ALAMEDA,Missing Read Investigation,Medium,Open,1,1,1,0,0,0,0,0,1,0
2024-05,Residential,AMADOR,Account Status Review,Low,Open,1,1,1,0,0,0,0,0,0,1
2024-05,Residential,AMADOR,Meter Issue,Medium,Closed,1,1,0,0,1,0,0,0,1,0
2024-05,Residential,AMADOR,Missing Read Investigation,High,In Progress,1,1,0,1,0,0,0,1,0,0
2024-05,Residential,BUTTE,Account Status Review,Medium,Closed,1,1,0,0,1,0,0,0,1,0
