billing_cycle_id,customer_segment,county,exception_type,severity,resolution_status,exception_count,affected_accounts,open_exceptions,in_review_exceptions,resolved_exceptions,high_severity_exceptions,medium_severity_exceptions
2024-02,Residential,NAPA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-02,Residential,NEVADA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-02,Residential,PLACER,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-02,Residential,PLACER,Inactive Account,High,Open,4,4,4,0,0,4,0
2024-02,Residential,PLACER,Inactive Account,High,Resolved,10,10,0,0,10,10,0
2024-02,Residential,PLACER,Missing Meter Read,Medium,Open,2,2,2,0,0,0,2
2024-02,Residential,PLACER,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-02,Residential,SAN FRANCISCO,Inactive Account,High,In Review,3,3,0,3,0,3,0
2024-02,Residential,SAN FRANCISCO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-02,Residential,SAN FRANCISCO,Inactive Account,High,Resolved,5,5,0,0,5,5,0
2024-02,Residential,SAN FRANCISCO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-02,Residential,SAN FRANCISCO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-02,Residential,SAN JOAQUIN,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-02,Residential,SAN JOAQUIN,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-02,Residential,SAN JOAQUIN,Inactive Account,High,Resolved,9,9,0,0,9,9,0
2024-02,Residential,SAN JOAQUIN,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-02,Residential,SAN JOAQUIN,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-02,Residential,SAN LUIS OBISPO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-02,Residential,SAN LUIS OBISPO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-02,Residential,SAN LUIS OBISPO,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-02,Residential,SAN MATEO,Inactive Account,High,In Review,4,4,0,4,0,4,0
2024-02,Residential,SAN MATEO,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-02,Residential,SAN MATEO,Inactive Account,High,Resolved,6,6,0,0,6,6,0
2024-02,Residential,SAN MATEO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-02,Residential,SAN MATEO,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-02,Residential,SAN MATEO,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-02,Residential,SANTA BARBARA,Inactive Account,High,Resolved,5,5,0,0,5,5,0
2024-02,Residential,SANTA BARBARA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-02,Residential,SANTA BARBARA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-02,Residential,SANTA CLARA,Inactive Account,High,In Review,5,5,0,5,0,5,0
2024-02,Residential,SANTA CLARA,Inactive Account,High,Open,14,14,14,0,0,14,0
2024-02,Residential,SANTA CLARA,Inactive Account,High,Resolved,17,17,0,0,17,17,0
2024-02,Residential,SANTA CLARA,Invalid Meter Read,High,In Review,3,3,0,3,0,3,0
2024-02,Residential,SANTA CLARA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-02,Residential,SANTA CLARA,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-02,Residential,SANTA CLARA,Missing Meter Read,Medium,In Review,2,2,0,2,0,0,2
2024-02,Residential,SANTA CLARA,Missing Meter Read,Medium,Open,3,3,3,0,0,0,3
2024-02,Residential,SANTA CLARA,Missing Meter Read,Medium,Resolved,3,3,0,0,3,0,3
2024-02,Residential,SANTA CRUZ,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-02,Residential,SANTA CRUZ,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-02,Residential,SHASTA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-02,Residential,SHASTA,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-02,Residential,SOLANO,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-02,Residential,SOLANO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-02,Residential,SOLANO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-02,Residential,SOLANO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-02,Residential,SONOMA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-02,Residential,SONOMA,Inactive Account,High,Resolved,4,4,0,0,4,4,0
2024-02,Residential,SONOMA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-02,Residential,SONOMA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-02,Residential,SONOMA,Missing Meter Read,Medium,Open,2,2,2,0,0,0,2
2024-02,Residential,SONOMA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-02,Residential,SUTTER,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-02,Residential,SUTTER,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-02,Residential,TUOLUMNE,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-02,Residential,TUOLUMNE,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-02,Residential,YOLO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-02,Residential,YOLO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-02,Residential,YOLO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-02,Residential,YOLO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-02,Residential,YOLO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-02,Residential,YUBA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-02,Residential,YUBA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-02,Streetlighting,CONTRA COSTA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-02,Streetlighting,FRESNO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-02,Streetlighting,SAN JOAQUIN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-02,"Transportation, Communications, & Utilities",KERN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-02,"Transportation, Communications, & Utilities",SAN MATEO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-02,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-02,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Agriculture And Water Pumping,ALAMEDA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Agriculture And Water Pumping,ALAMEDA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Agriculture And Water Pumping,CONTRA COSTA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Agriculture And Water Pumping,FRESNO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Agriculture And Water Pumping,KERN,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Agriculture And Water Pumping,KERN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Agriculture And Water Pumping,KINGS,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Agriculture And Water Pumping,SAN LUIS OBISPO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Agriculture And Water Pumping,SANTA CLARA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Commercial,ALAMEDA,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-03,Commercial,ALAMEDA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-03,Commercial,ALAMEDA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Commercial,CONTRA COSTA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Commercial,CONTRA COSTA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Commercial,FRESNO,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-03,Commercial,GLENN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Commercial,HUMBOLDT,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Commercial,KERN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Commercial,KERN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Commercial,KERN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Commercial,KERN,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Commercial,KERN,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Commercial,MADERA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Commercial,MADERA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Commercial,MERCED,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Commercial,NAPA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Commercial,NEVADA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Commercial,PLACER,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Commercial,SAN FRANCISCO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Commercial,SAN JOAQUIN,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-03,Commercial,SAN JOAQUIN,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Commercial,SANTA BARBARA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Commercial,SANTA BARBARA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-03,Commercial,SANTA CLARA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Commercial,SANTA CLARA,Inactive Account,High,Open,4,4,4,0,0,4,0
2024-03,Commercial,SANTA CLARA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Commercial,SANTA CLARA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Commercial,SOLANO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Commercial,SUTTER,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Commercial,TUOLUMNE,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Commercial,YUBA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Industrial,ALAMEDA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Industrial,CALAVERAS,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Industrial,FRESNO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Industrial,HUMBOLDT,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Industrial,KERN,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-03,Industrial,KERN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Industrial,SAN FRANCISCO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Industrial,SAN JOAQUIN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Industrial,SANTA CLARA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Industrial,SOLANO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Mining,FRESNO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Mining,SAN JOAQUIN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Mining,SANTA CLARA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Mining,SONOMA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,ALAMEDA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Residential,ALAMEDA,Inactive Account,High,Open,11,11,11,0,0,11,0
2024-03,Residential,ALAMEDA,Inactive Account,High,Resolved,16,16,0,0,16,16,0
2024-03,Residential,ALAMEDA,Invalid Meter Read,High,In Review,2,2,0,2,0,2,0
2024-03,Residential,ALAMEDA,Invalid Meter Read,High,Open,2,2,2,0,0,2,0
2024-03,Residential,ALAMEDA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,ALAMEDA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-03,Residential,ALAMEDA,Missing Meter Read,Medium,Open,4,4,4,0,0,0,4
2024-03,Residential,ALAMEDA,Missing Meter Read,Medium,Resolved,6,6,0,0,6,0,6
2024-03,Residential,AMADOR,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,BUTTE,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Residential,BUTTE,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,BUTTE,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,BUTTE,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-03,Residential,CALAVERAS,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,COLUSA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,CONTRA COSTA,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-03,Residential,CONTRA COSTA,Inactive Account,High,Open,9,9,9,0,0,9,0
2024-03,Residential,CONTRA COSTA,Inactive Account,High,Resolved,17,17,0,0,17,17,0
2024-03,Residential,CONTRA COSTA,Invalid Meter Read,High,Open,3,3,3,0,0,3,0
2024-03,Residential,CONTRA COSTA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,CONTRA COSTA,Missing Meter Read,Medium,In Review,2,2,0,2,0,0,2
2024-03,Residential,CONTRA COSTA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Residential,CONTRA COSTA,Missing Meter Read,Medium,Resolved,5,5,0,0,5,0,5
2024-03,Residential,EL DORADO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Residential,EL DORADO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,EL DORADO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,EL DORADO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,FRESNO,Inactive Account,High,Open,4,4,4,0,0,4,0
2024-03,Residential,FRESNO,Inactive Account,High,Resolved,8,8,0,0,8,8,0
2024-03,Residential,FRESNO,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-03,Residential,FRESNO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-03,Residential,FRESNO,Missing Meter Read,Medium,Open,3,3,3,0,0,0,3
2024-03,Residential,FRESNO,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-03,Residential,GLENN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,KERN,Inactive Account,High,In Review,10,10,0,10,0,10,0
2024-03,Residential,KERN,Inactive Account,High,Open,11,11,11,0,0,11,0
2024-03,Residential,KERN,Inactive Account,High,Resolved,14,14,0,0,14,14,0
2024-03,Residential,KERN,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-03,Residential,KERN,Invalid Meter Read,High,Resolved,2,2,0,0,2,2,0
2024-03,Residential,KERN,Missing Meter Read,Medium,In Review,3,3,0,3,0,0,3
2024-03,Residential,KERN,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Residential,KERN,Missing Meter Read,Medium,Resolved,4,4,0,0,4,0,4
2024-03,Residential,KINGS,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-03,Residential,KINGS,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-03,Residential,KINGS,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-03,Residential,LAKE,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,LAKE,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,LAKE,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-03,Residential,MADERA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,MADERA,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-03,Residential,MARIN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,MARIN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,MARIN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,MENDOCINO,Inactive Account,High,Resolved,3,3,0,0,3,3,0
2024-03,Residential,MENDOCINO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,MERCED,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,MERCED,Inactive Account,High,Resolved,6,6,0,0,6,6,0
2024-03,Residential,MERCED,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,MONTEREY,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Residential,MONTEREY,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-03,Residential,MONTEREY,Inactive Account,High,Resolved,4,4,0,0,4,4,0
2024-03,Residential,NAPA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Residential,NAPA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-03,Residential,NAPA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,NEVADA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Residential,PLACER,Inactive Account,High,In Review,5,5,0,5,0,5,0
2024-03,Residential,PLACER,Inactive Account,High,Open,5,5,5,0,0,5,0
2024-03,Residential,PLACER,Inactive Account,High,Resolved,5,5,0,0,5,5,0
2024-03,Residential,PLACER,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,PLUMAS,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,SAN FRANCISCO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Residential,SAN FRANCISCO,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-03,Residential,SAN FRANCISCO,Inactive Account,High,Resolved,6,6,0,0,6,6,0
2024-03,Residential,SAN FRANCISCO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,SAN FRANCISCO,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-03,Residential,SAN JOAQUIN,Inactive Account,High,In Review,3,3,0,3,0,3,0
2024-03,Residential,SAN JOAQUIN,Inactive Account,High,Open,4,4,4,0,0,4,0
2024-03,Residential,SAN JOAQUIN,Inactive Account,High,Resolved,6,6,0,0,6,6,0
2024-03,Residential,SAN JOAQUIN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,SAN JOAQUIN,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Residential,SAN JOAQUIN,Missing Meter Read,Medium,Resolved,3,3,0,0,3,0,3
2024-03,Residential,SAN LUIS OBISPO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,SAN LUIS OBISPO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Residential,SAN LUIS OBISPO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,SAN MATEO,Inactive Account,High,Open,6,6,6,0,0,6,0
2024-03,Residential,SAN MATEO,Inactive Account,High,Resolved,7,7,0,0,7,7,0
2024-03,Residential,SAN MATEO,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-03,Residential,SAN MATEO,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Residential,SAN MATEO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,SANTA BARBARA,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-03,Residential,SANTA BARBARA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,SANTA BARBARA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Residential,SANTA BARBARA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-03,Residential,SANTA BARBARA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,SANTA CLARA,Inactive Account,High,In Review,5,5,0,5,0,5,0
2024-03,Residential,SANTA CLARA,Inactive Account,High,Open,12,12,12,0,0,12,0
2024-03,Residential,SANTA CLARA,Inactive Account,High,Resolved,19,19,0,0,19,19,0
2024-03,Residential,SANTA CLARA,Invalid Meter Read,High,In Review,3,3,0,3,0,3,0
2024-03,Residential,SANTA CLARA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-03,Residential,SANTA CLARA,Invalid Meter Read,High,Resolved,5,5,0,0,5,5,0
2024-03,Residential,SANTA CLARA,Missing Meter Read,Medium,Open,4,4,4,0,0,0,4
2024-03,Residential,SANTA CLARA,Missing Meter Read,Medium,Resolved,6,6,0,0,6,0,6
2024-03,Residential,SANTA CRUZ,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,Residential,SANTA CRUZ,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,SANTA CRUZ,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-03,Residential,SANTA CRUZ,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Residential,SHASTA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,SHASTA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,SOLANO,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,SOLANO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Residential,SOLANO,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,SOLANO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-03,Residential,SOLANO,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,Residential,SOLANO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,SONOMA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-03,Residential,SONOMA,Inactive Account,High,Resolved,4,4,0,0,4,4,0
2024-03,Residential,SONOMA,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,SONOMA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-03,Residential,SONOMA,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-03,Residential,SUTTER,Inactive Account,High,In Review,2,2,0,2,0,2,0
2024-03,Residential,SUTTER,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,SUTTER,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-03,Residential,SUTTER,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,TUOLUMNE,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,TUOLUMNE,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Residential,YOLO,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-03,Residential,YOLO,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-03,Residential,YUBA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-03,Residential,YUBA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-03,Streetlighting,FRESNO,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-03,Streetlighting,SAN FRANCISCO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-03,Streetlighting,SAN JOAQUIN,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,"Transportation, Communications, & Utilities",CONTRA COSTA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-03,"Transportation, Communications, & Utilities",SAN MATEO,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-03,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-04,Agriculture And Water Pumping,ALAMEDA,Inactive Account,High,Open,2,2,2,0,0,2,0
2024-04,Agriculture And Water Pumping,CONTRA COSTA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Agriculture And Water Pumping,CONTRA COSTA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Agriculture And Water Pumping,KERN,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-04,Agriculture And Water Pumping,KERN,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Agriculture And Water Pumping,KINGS,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Agriculture And Water Pumping,KINGS,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Agriculture And Water Pumping,PLACER,Invalid Meter Read,High,In Review,1,1,0,1,0,1,0
2024-04,Agriculture And Water Pumping,SAN JOAQUIN,Invalid Meter Read,High,Resolved,1,1,0,0,1,1,0
2024-04,Agriculture And Water Pumping,SANTA CLARA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Agriculture And Water Pumping,SOLANO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Commercial,ALAMEDA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Commercial,ALAMEDA,Inactive Account,High,Open,3,3,3,0,0,3,0
2024-04,Commercial,ALAMEDA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Commercial,ALAMEDA,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Commercial,ALAMEDA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Commercial,ALAMEDA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Commercial,CONTRA COSTA,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Commercial,CONTRA COSTA,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Commercial,CONTRA COSTA,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,CONTRA COSTA,Missing Meter Read,Medium,Open,1,1,1,0,0,0,1
2024-04,Commercial,CONTRA COSTA,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Commercial,FRESNO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Commercial,GLENN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,HUMBOLDT,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Commercial,KERN,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,KERN,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Commercial,KERN,Missing Meter Read,Medium,Resolved,2,2,0,0,2,0,2
2024-04,Commercial,MADERA,Inactive Account,High,Resolved,2,2,0,0,2,2,0
2024-04,Commercial,MENDOCINO,Missing Meter Read,Medium,In Review,1,1,0,1,0,0,1
2024-04,Commercial,MENDOCINO,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Commercial,MERCED,Inactive Account,High,Resolved,1,1,0,0,1,1,0
2024-04,Commercial,MERCED,Invalid Meter Read,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,NEVADA,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,PLACER,Inactive Account,High,In Review,1,1,0,1,0,1,0
2024-04,Commercial,PLACER,Inactive Account,High,Open,1,1,1,0,0,1,0
2024-04,Commercial,PLACER,Missing Meter Read,Medium,Resolved,1,1,0,0,1,0,1
2024-04,Commercial,SAN JOAQUIN,Missing Meter Read,Medium,In Review,3,3,0,3,0,0,3
