account_id,customer_id,premise_id,customer_segment,county,account_status,rate_plan_id,meter_id,meter_type,meter_status,total_meter_reads,missing_meter_reads,invalid_meter_reads,total_bills,exception_bills,past_due_bills,total_billing_exceptions,open_billing_exceptions,in_review_billing_exceptions,total_service_requests,open_service_requests,in_progress_service_requests,readiness_flag,readiness_status
ACCT001014,CUST001014,PREM001014,Residential,KERN,Active,R-RES-TOU,MTR001014,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001015,CUST001015,PREM001015,Residential,KERN,Active,R-RES-TOU,MTR001015,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT001016,CUST001016,PREM001016,Industrial,MADERA,Active,R-IND-GEN,MTR001016,Smart Meter,Active,12,1,0,12,1,0,1,0,1,0,0,0,0,Missing Meter Reads
ACCT001017,CUST001017,PREM001017,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001017,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001018,CUST001018,PREM001018,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR001018,Smart Meter,Active,12,1,0,12,1,1,1,1,0,1,0,0,0,Missing Meter Reads
ACCT001019,CUST001019,PREM001019,Commercial,SAN FRANCISCO,Active,R-COM-GEN,MTR001019,Smart Meter,Active,12,1,0,12,1,0,1,0,0,0,0,0,0,Missing Meter Reads
ACCT001020,CUST001020,PREM001020,Residential,SANTA CLARA,Inactive,R-RES-TOU,MTR001020,Smart Meter,Inactive,12,0,0,12,12,0,12,6,0,6,1,1,0,Inactive Account
ACCT001021,CUST001021,PREM001021,Residential,KERN,Active,R-RES-TOU,MTR001021,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001022,CUST001022,PREM001022,Residential,BUTTE,Active,R-RES-TOU,MTR001022,Legacy Meter,Active,12,1,0,12,1,1,1,0,0,0,0,0,0,Missing Meter Reads
ACCT001023,CUST001023,PREM001023,Commercial,BUTTE,Active,R-COM-GEN,MTR001023,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001024,CUST001024,PREM001024,Agriculture And Water Pumping,SANTA CLARA,Active,R-AGR-PUMP,MTR001024,Legacy Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001025,CUST001025,PREM001025,Industrial,SANTA CLARA,Active,R-IND-GEN,MTR001025,Smart Meter,Active,12,2,0,12,2,3,2,2,0,1,1,0,0,Missing Meter Reads
ACCT001026,CUST001026,PREM001026,Residential,ALAMEDA,Active,R-RES-TOU,MTR001026,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001027,CUST001027,PREM001027,Commercial,MONTEREY,Active,R-COM-GEN,MTR001027,Smart Meter,Active,12,0,1,12,1,2,1,1,0,0,0,0,0,Invalid Meter Reads
ACCT001028,CUST001028,PREM001028,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR001028,Smart Meter,Active,12,0,1,12,1,1,1,0,1,0,0,0,0,Invalid Meter Reads
ACCT001029,CUST001029,PREM001029,Residential,FRESNO,Active,R-RES-TOU,MTR001029,Smart Meter,Active,12,1,0,12,1,1,1,0,1,0,0,0,0,Missing Meter Reads
ACCT001030,CUST001030,PREM001030,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR001030,Smart Meter,Active,12,1,0,12,1,0,1,0,0,0,0,0,0,Missing Meter Reads
ACCT001031,CUST001031,PREM001031,Residential,SANTA CRUZ,Active,R-RES-TOU,MTR001031,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001032,CUST001032,PREM001032,Residential,SAN MATEO,Active,R-RES-TOU,MTR001032,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001033,CUST001033,PREM001033,Residential,MERCED,Active,R-RES-TOU,MTR001033,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001034,CUST001034,PREM001034,Residential,ALAMEDA,Active,R-RES-TOU,MTR001034,Smart Meter,Active,12,0,0,12,0,1,0,0,0,1,0,0,1,Ready
ACCT001035,CUST001035,PREM001035,Residential,SANTA BARBARA,Active,R-RES-TOU,MTR001035,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001036,CUST001036,PREM001036,Residential,ALAMEDA,Inactive,R-RES-TOU,MTR001036,Smart Meter,Removed,12,0,0,12,12,0,12,4,3,5,1,1,0,Inactive Account
ACCT001037,CUST001037,PREM001037,Residential,FRESNO,Active,R-RES-TOU,MTR001037,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001038,CUST001038,PREM001038,Residential,MONTEREY,Active,R-RES-TOU,MTR001038,Smart Meter,Active,12,0,1,12,1,2,1,0,0,1,1,0,0,Invalid Meter Reads
ACCT001039,CUST001039,PREM001039,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001039,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001040,CUST001040,PREM001040,Residential,MONTEREY,Active,R-RES-TOU,MTR001040,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001041,CUST001041,PREM001041,Residential,SAN LUIS OBISPO,Active,R-RES-TOU,MTR001041,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT001042,CUST001042,PREM001042,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001042,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001043,CUST001043,PREM001043,Residential,KERN,Active,R-RES-TOU,MTR001043,Smart Meter,Active,12,1,1,12,2,0,2,0,0,1,0,0,0,Missing Meter Reads
ACCT001044,CUST001044,PREM001044,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001044,Smart Meter,Active,12,1,0,12,1,1,1,0,1,0,0,0,0,Missing Meter Reads
ACCT001045,CUST001045,PREM001045,Commercial,FRESNO,Active,R-COM-GEN,MTR001045,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001046,CUST001046,PREM001046,Residential,MADERA,Active,R-RES-TOU,MTR001046,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001047,CUST001047,PREM001047,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001047,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT001048,CUST001048,PREM001048,Residential,KERN,Active,R-RES-TOU,MTR001048,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001049,CUST001049,PREM001049,Commercial,SAN JOAQUIN,Active,R-COM-GEN,MTR001049,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001050,CUST001050,PREM001050,Residential,AMADOR,Active,R-RES-TOU,MTR001050,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001051,CUST001051,PREM001051,Commercial,KERN,Active,R-COM-GEN,MTR001051,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001052,CUST001052,PREM001052,Residential,NAPA,Active,R-RES-TOU,MTR001052,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT001053,CUST001053,PREM001053,Industrial,PLACER,Active,R-IND-GEN,MTR001053,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001054,CUST001054,PREM001054,Commercial,KERN,Active,R-COM-GEN,MTR001054,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001055,CUST001055,PREM001055,Streetlighting,SAN JOAQUIN,Pending Close,R-STLIGHT,MTR001055,Smart Meter,Inactive,12,0,0,12,12,0,12,3,2,3,0,0,0,Inactive Account
ACCT001056,CUST001056,PREM001056,Residential,KERN,Active,R-RES-TOU,MTR001056,Smart Meter,Active,12,1,0,12,1,1,1,1,0,1,1,0,0,Missing Meter Reads
ACCT001057,CUST001057,PREM001057,Residential,KERN,Active,R-RES-TOU,MTR001057,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001058,CUST001058,PREM001058,Residential,KERN,Active,R-RES-TOU,MTR001058,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001059,CUST001059,PREM001059,Residential,SAN JOAQUIN,Active,R-RES-TOU,MTR001059,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001060,CUST001060,PREM001060,Residential,SAN JOAQUIN,Active,R-RES-TOU,MTR001060,Smart Meter,Active,12,0,1,12,1,1,1,0,0,0,0,0,0,Invalid Meter Reads
ACCT001061,CUST001061,PREM001061,Commercial,KERN,Active,R-COM-GEN,MTR001061,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001062,CUST001062,PREM001062,"Transportation, Communications, & Utilities",SAN MATEO,Active,R-TCU-GEN,MTR001062,Legacy Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001063,CUST001063,PREM001063,Residential,KERN,Active,R-RES-TOU,MTR001063,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001064,CUST001064,PREM001064,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR001064,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001065,CUST001065,PREM001065,Residential,ALAMEDA,Active,R-RES-TOU,MTR001065,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001066,CUST001066,PREM001066,Residential,MERCED,Active,R-RES-TOU,MTR001066,Legacy Meter,Active,12,1,0,12,1,0,1,0,1,1,0,0,0,Missing Meter Reads
ACCT001067,CUST001067,PREM001067,Residential,KERN,Active,R-RES-TOU,MTR001067,Smart Meter,Active,12,1,0,12,1,1,1,0,0,1,0,0,0,Missing Meter Reads
ACCT001068,CUST001068,PREM001068,Residential,SAN MATEO,Active,R-RES-TOU,MTR001068,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT001069,CUST001069,PREM001069,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001069,Smart Meter,Active,12,0,1,12,1,1,1,0,0,1,1,0,0,Invalid Meter Reads
ACCT001070,CUST001070,PREM001070,Residential,ALAMEDA,Active,R-RES-TOU,MTR001070,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001071,CUST001071,PREM001071,Residential,NAPA,Active,R-RES-TOU,MTR001071,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001072,CUST001072,PREM001072,Residential,ALAMEDA,Active,R-RES-TOU,MTR001072,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001073,CUST001073,PREM001073,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001073,Smart Meter,Active,12,1,0,12,1,1,1,1,0,1,0,1,0,Missing Meter Reads
ACCT001074,CUST001074,PREM001074,Residential,KERN,Active,R-RES-TOU,MTR001074,Smart Meter,Active,12,1,1,12,2,2,2,1,0,2,0,1,0,Missing Meter Reads
ACCT001075,CUST001075,PREM001075,"Transportation, Communications, & Utilities",ALAMEDA,Active,R-TCU-GEN,MTR001075,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001076,CUST001076,PREM001076,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR001076,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001077,CUST001077,PREM001077,Residential,ALAMEDA,Active,R-RES-TOU,MTR001077,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001078,CUST001078,PREM001078,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR001078,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001079,CUST001079,PREM001079,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR001079,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001080,CUST001080,PREM001080,Industrial,SAN MATEO,Active,R-IND-GEN,MTR001080,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001081,CUST001081,PREM001081,Residential,KERN,Pending Close,R-RES-TOU,MTR001081,Smart Meter,Inactive,12,1,0,12,12,0,12,2,2,5,2,0,0,Inactive Account
ACCT001082,CUST001082,PREM001082,Residential,KINGS,Active,R-RES-TOU,MTR001082,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001083,CUST001083,PREM001083,Residential,MARIN,Active,R-RES-TOU,MTR001083,Smart Meter,Active,12,1,0,12,1,0,1,0,0,1,0,0,0,Missing Meter Reads
ACCT001084,CUST001084,PREM001084,Commercial,ALAMEDA,Active,R-COM-GEN,MTR001084,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001085,CUST001085,PREM001085,Industrial,ALAMEDA,Active,R-IND-GEN,MTR001085,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001086,CUST001086,PREM001086,Residential,KERN,Active,R-RES-TOU,MTR001086,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001087,CUST001087,PREM001087,Residential,MADERA,Active,R-RES-TOU,MTR001087,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001088,CUST001088,PREM001088,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001088,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,1,0,0,Open Service Requests
ACCT001089,CUST001089,PREM001089,Mining,FRESNO,Active,R-MIN-GEN,MTR001089,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001090,CUST001090,PREM001090,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR001090,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001091,CUST001091,PREM001091,Industrial,KERN,Inactive,R-IND-GEN,MTR001091,Smart Meter,Inactive,12,0,0,12,12,0,12,2,2,7,1,1,0,Inactive Account
ACCT001092,CUST001092,PREM001092,Residential,MERCED,Active,R-RES-TOU,MTR001092,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001093,CUST001093,PREM001093,Residential,SAN MATEO,Active,R-RES-TOU,MTR001093,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001094,CUST001094,PREM001094,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR001094,Smart Meter,Active,12,0,0,12,0,2,0,0,0,1,0,0,1,Ready
ACCT001095,CUST001095,PREM001095,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001095,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001096,CUST001096,PREM001096,Residential,SOLANO,Active,R-RES-TOU,MTR001096,Smart Meter,Active,12,0,0,12,0,4,0,0,0,0,0,0,1,Ready
ACCT001097,CUST001097,PREM001097,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR001097,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001098,CUST001098,PREM001098,Residential,BUTTE,Active,R-RES-TOU,MTR001098,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001099,CUST001099,PREM001099,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001099,Smart Meter,Active,12,1,0,12,1,0,1,0,0,1,0,1,0,Missing Meter Reads
ACCT001100,CUST001100,PREM001100,Residential,MONTEREY,Pending Close,R-RES-TOU,MTR001100,Smart Meter,Inactive,12,0,0,12,12,0,12,5,0,5,0,0,0,Inactive Account
ACCT001101,CUST001101,PREM001101,Residential,SAN MATEO,Active,R-RES-TOU,MTR001101,Smart Meter,Active,12,0,2,12,2,0,2,1,1,1,0,1,0,Invalid Meter Reads
ACCT001102,CUST001102,PREM001102,Agriculture And Water Pumping,FRESNO,Active,R-AGR-PUMP,MTR001102,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,0,0,1,Ready
ACCT001103,CUST001103,PREM001103,Commercial,ALAMEDA,Active,R-COM-GEN,MTR001103,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001104,CUST001104,PREM001104,Industrial,SONOMA,Active,R-IND-GEN,MTR001104,Smart Meter,Active,12,0,1,12,1,2,1,0,1,0,0,0,0,Invalid Meter Reads
ACCT001105,CUST001105,PREM001105,Mining,SANTA CLARA,Active,R-MIN-GEN,MTR001105,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001106,CUST001106,PREM001106,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001106,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001107,CUST001107,PREM001107,Residential,KERN,Active,R-RES-TOU,MTR001107,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001108,CUST001108,PREM001108,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001108,Smart Meter,Active,12,1,0,12,1,0,1,1,0,0,0,0,0,Missing Meter Reads
ACCT001109,CUST001109,PREM001109,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001109,Legacy Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001110,CUST001110,PREM001110,Residential,SUTTER,Active,R-RES-TOU,MTR001110,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001111,CUST001111,PREM001111,Commercial,HUMBOLDT,Active,R-COM-GEN,MTR001111,Smart Meter,Active,12,0,1,12,1,1,1,0,0,1,0,0,0,Invalid Meter Reads
ACCT001112,CUST001112,PREM001112,Residential,MARIN,Active,R-RES-TOU,MTR001112,Smart Meter,Active,12,0,1,12,1,0,1,1,0,0,0,0,0,Invalid Meter Reads
ACCT001113,CUST001113,PREM001113,Residential,YOLO,Active,R-RES-TOU,MTR001113,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001114,CUST001114,PREM001114,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR001114,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001115,CUST001115,PREM001115,Residential,ALAMEDA,Active,R-RES-TOU,MTR001115,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001116,CUST001116,PREM001116,Residential,FRESNO,Active,R-RES-TOU,MTR001116,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001117,CUST001117,PREM001117,Residential,FRESNO,Active,R-RES-TOU,MTR001117,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,0,0,1,Ready
ACCT001118,CUST001118,PREM001118,Commercial,SHASTA,Active,R-COM-GEN,MTR001118,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001119,CUST001119,PREM001119,Residential,ALAMEDA,Active,R-RES-TOU,MTR001119,Smart Meter,Active,12,0,1,12,1,0,1,0,0,0,0,0,0,Invalid Meter Reads
ACCT001120,CUST001120,PREM001120,Residential,FRESNO,Active,R-RES-TOU,MTR001120,Smart Meter,Active,12,1,1,12,2,0,2,1,1,1,0,0,0,Missing Meter Reads
ACCT001121,CUST001121,PREM001121,Commercial,CONTRA COSTA,Active,R-COM-GEN,MTR001121,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001122,CUST001122,PREM001122,Agriculture And Water Pumping,SANTA CLARA,Active,R-AGR-PUMP,MTR001122,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001123,CUST001123,PREM001123,Commercial,CONTRA COSTA,Active,R-COM-GEN,MTR001123,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001124,CUST001124,PREM001124,Commercial,YUBA,Active,R-COM-GEN,MTR001124,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001125,CUST001125,PREM001125,Residential,SAN JOAQUIN,Active,R-RES-TOU,MTR001125,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001126,CUST001126,PREM001126,Residential,MERCED,Active,R-RES-TOU,MTR001126,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001127,CUST001127,PREM001127,Residential,KERN,Active,R-RES-TOU,MTR001127,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001128,CUST001128,PREM001128,Residential,ALAMEDA,Active,R-RES-TOU,MTR001128,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001129,CUST001129,PREM001129,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001129,Smart Meter,Active,12,1,0,12,1,0,1,0,0,1,0,0,0,Missing Meter Reads
ACCT001130,CUST001130,PREM001130,Residential,ALAMEDA,Active,R-RES-TOU,MTR001130,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001131,CUST001131,PREM001131,Residential,MARIN,Active,R-RES-TOU,MTR001131,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001132,CUST001132,PREM001132,Residential,MADERA,Active,R-RES-TOU,MTR001132,Smart Meter,Active,12,1,0,12,1,1,1,0,0,1,0,0,0,Missing Meter Reads
ACCT001133,CUST001133,PREM001133,Residential,PLACER,Active,R-RES-TOU,MTR001133,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001134,CUST001134,PREM001134,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001134,Smart Meter,Active,12,0,1,12,1,1,1,0,0,1,0,0,0,Invalid Meter Reads
ACCT001135,CUST001135,PREM001135,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR001135,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001136,CUST001136,PREM001136,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001136,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001137,CUST001137,PREM001137,Commercial,KERN,Active,R-COM-GEN,MTR001137,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001138,CUST001138,PREM001138,Residential,TUOLUMNE,Active,R-RES-TOU,MTR001138,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001139,CUST001139,PREM001139,Residential,SANTA BARBARA,Active,R-RES-TOU,MTR001139,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001140,CUST001140,PREM001140,Residential,SAN JOAQUIN,Pending Close,R-RES-TOU,MTR001140,Smart Meter,Removed,12,1,1,12,12,0,12,3,4,3,1,1,0,Inactive Account
ACCT001141,CUST001141,PREM001141,Commercial,KERN,Active,R-COM-GEN,MTR001141,Smart Meter,Active,12,0,0,12,0,3,0,0,0,0,0,0,1,Ready
ACCT001142,CUST001142,PREM001142,Residential,SAN MATEO,Inactive,R-RES-TOU,MTR001142,Smart Meter,Inactive,12,0,0,12,12,0,12,3,0,8,2,1,0,Inactive Account
ACCT001143,CUST001143,PREM001143,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001143,Smart Meter,Active,12,0,1,12,1,0,1,0,1,1,1,0,0,Invalid Meter Reads
ACCT001144,CUST001144,PREM001144,Residential,MONTEREY,Active,R-RES-TOU,MTR001144,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001145,CUST001145,PREM001145,Residential,MERCED,Active,R-RES-TOU,MTR001145,Smart Meter,Active,12,0,1,12,1,1,1,0,0,1,0,1,0,Invalid Meter Reads
ACCT001146,CUST001146,PREM001146,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR001146,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001147,CUST001147,PREM001147,Commercial,KERN,Active,R-COM-GEN,MTR001147,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001148,CUST001148,PREM001148,Residential,KERN,Active,R-RES-TOU,MTR001148,Legacy Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
ACCT001149,CUST001149,PREM001149,Commercial,SANTA CRUZ,Active,R-COM-GEN,MTR001149,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001150,CUST001150,PREM001150,Commercial,NAPA,Active,R-COM-GEN,MTR001150,Smart Meter,Active,12,1,0,12,1,3,1,0,1,1,1,0,0,Missing Meter Reads
ACCT001151,CUST001151,PREM001151,Residential,SAN FRANCISCO,Active,R-RES-TOU,MTR001151,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001152,CUST001152,PREM001152,Commercial,PLACER,Active,R-COM-GEN,MTR001152,Smart Meter,Active,12,0,0,12,0,3,0,0,0,1,0,0,1,Ready
ACCT001153,CUST001153,PREM001153,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR001153,Smart Meter,Active,12,1,0,12,1,3,1,0,0,1,1,0,0,Missing Meter Reads
ACCT001154,CUST001154,PREM001154,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR001154,Smart Meter,Active,12,0,0,12,0,1,0,0,0,0,0,0,1,Ready
ACCT001155,CUST001155,PREM001155,Residential,SANTA CLARA,Active,R-RES-TOU,MTR001155,Smart Meter,Active,12,0,1,12,1,0,1,0,1,1,0,0,0,Invalid Meter Reads
ACCT001156,CUST001156,PREM001156,Residential,CONTRA COSTA,Active,R-RES-TOU,MTR001156,Smart Meter,Active,12,1,0,12,1,1,1,0,0,0,0,0,0,Missing Meter Reads
ACCT001157,CUST001157,PREM001157,Residential,SOLANO,Inactive,R-RES-TOU,MTR001157,Smart Meter,Inactive,12,0,1,12,12,0,12,3,0,8,2,1,0,Inactive Account
ACCT001158,CUST001158,PREM001158,Commercial,SOLANO,Active,R-COM-GEN,MTR001158,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,0,0,1,Ready
ACCT001159,CUST001159,PREM001159,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR001159,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001160,CUST001160,PREM001160,Residential,SAN JOAQUIN,Active,R-RES-TOU,MTR001160,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001161,CUST001161,PREM001161,Commercial,SANTA CLARA,Active,R-COM-GEN,MTR001161,Smart Meter,Active,12,0,0,12,0,0,0,0,0,1,0,0,1,Ready
ACCT001162,CUST001162,PREM001162,Residential,ALAMEDA,Active,R-RES-TOU,MTR001162,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001163,CUST001163,PREM001163,Residential,ALAMEDA,Active,R-RES-TOU,MTR001163,Smart Meter,Active,12,0,0,12,0,0,0,0,0,0,0,0,1,Ready
ACCT001164,CUST001164,PREM001164,Residential,MARIN,Active,R-RES-TOU,MTR001164,Smart Meter,Active,12,0,0,12,0,2,0,0,0,0,0,0,1,Ready
