object_id,utility_company,start_datetime,estimated_restoration_datetime,cause,impacted_customers,county,outage_status,outage_type,global_id,outage_type_color,incident_id,x,y,start_date,start_year,start_month,start_hour,estimated_restoration_hours,cause_clean,cause_category
42033428,PGE,2026-06-10 17:02:53,2026-06-10 21:30:00,REPLCE SRVC,1,SONOMA,Active,Not Planned,df916fe2-e0bf-4d47-a762-c54c7010c704,#ffaa00,276125,-13641132.7,4622396.442,2026-06-10,2026.0,6.0,17.0,4.451944444444444,REPLCE SRVC,Repairs / Replacement
42033429,PGE,2026-06-10 16:03:00,2026-06-11 00:00:00,PLNND SHUTDOWN,11,SAN MATEO,Active,Planned,8234e9f5-3541-41f6-9cc3-9139cc68c97b,#a8a800,276126,-13615230.88,4509616.524,2026-06-10,2026.0,6.0,16.0,7.95,PLNND SHUTDOWN,Planned Work
42033430,PGE,2026-06-10 17:07:48,2026-06-10 23:45:00,BRKN UG EQUIPMNT,21,SANTA CLARA,Active,Not Planned,5f15543b-19bf-45d6-8e58-0ee3499a0de4,#ffaa00,276130,-13561513.66,4477035.041,2026-06-10,2026.0,6.0,17.0,6.62,BRKN UG EQUIPMNT,Equipment / Underground
42033431,PGE,2026-06-10 17:11:39,2026-06-10 23:45:00,,1,SAN JOAQUIN,Active,Not Planned,bf654a88-e296-4094-951c-4cb28d3c65c5,#ffaa00,276134,-13506898.1,4578958.231,2026-06-10,2026.0,6.0,17.0,6.555833333333333,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033432,PGE,2026-06-10 17:12:06,2026-06-11 00:00:00,PLNND SHUTDOWN,24,CONTRA COSTA,Active,Planned,c65a6a50-c22f-4145-a080-0025238d625b,#a8a800,276136,-13617466.18,4569244.091,2026-06-10,2026.0,6.0,17.0,6.798333333333333,PLNND SHUTDOWN,Planned Work
42033433,PGE,2026-06-10 17:14:00,2026-06-10 23:00:00,PLNND SHUTDOWN,32,SANTA CLARA,Active,Planned,e12a7aec-63ed-4806-8dac-6bbdb92f6975,#a8a800,276138,-13568187.27,4480795.913,2026-06-10,2026.0,6.0,17.0,5.766666666666667,PLNND SHUTDOWN,Planned Work
42033434,PGE,2026-06-10 17:18:20,2026-06-10 21:00:00,,21,CONTRA COSTA,Active,Not Planned,3641fd65-a28e-4e24-80e2-5a1ac747d958,#ffaa00,276142,-13615708.44,4568259.065,2026-06-10,2026.0,6.0,17.0,3.6944444444444446,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033435,PGE,2026-06-10 16:45:00,2026-06-10 23:00:00,PLNND SHUTDOWN,4,SANTA CLARA,Active,Planned,d49edd3e-4b75-45ce-9e1c-bbaf7b2e728a,#a8a800,276152,-13571277.5,4491845.652,2026-06-10,2026.0,6.0,16.0,6.25,PLNND SHUTDOWN,Planned Work
42033436,PGE,2026-06-10 17:27:43,2026-06-10 22:00:00,PLNND SHUTDOWN,8,NEVADA,Active,Planned,89688264-d15b-4be2-a83e-6ce2c8af9a9f,#a8a800,276159,-13475888.94,4741651.966,2026-06-10,2026.0,6.0,17.0,4.538055555555555,PLNND SHUTDOWN,Planned Work
42033437,PGE,2026-06-10 17:44:00,2026-06-11 00:00:00,PLNND SHUTDOWN,1,SANTA CLARA,Active,Planned,9eb1ede9-8873-415e-be8d-0c919e4f24b5,#a8a800,276170,-13574201.86,4456942.443,2026-06-10,2026.0,6.0,17.0,6.266666666666667,PLNND SHUTDOWN,Planned Work
42033438,PGE,2026-06-10 17:52:36,2026-06-10 21:15:00,,59,ALAMEDA,Active,Not Planned,56458f58-3a86-4aec-8b1d-e24e3f1cbf3b,#ffaa00,276176,-13607665.61,4549233.109,2026-06-10,2026.0,6.0,17.0,3.3733333333333335,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033439,PGE,2026-06-10 18:00:13,2026-06-11 01:00:00,PLNND SHUTDOWN,3,EL DORADO,Active,Planned,baee812d-ced5-43a6-9ef4-f4bb8124e32d,#a8a800,276191,-13422143.89,4687647.22,2026-06-10,2026.0,6.0,18.0,6.996388888888889,PLNND SHUTDOWN,Planned Work
42033440,PGE,2026-06-10 17:58:00,2026-06-10 23:00:00,PLNND SHUTDOWN,23,SAN MATEO,Active,Planned,cad87dad-6c22-4326-a981-931ecf03d479,#a8a800,276195,-13607368.39,4502761.182,2026-06-10,2026.0,6.0,17.0,5.033333333333333,PLNND SHUTDOWN,Planned Work
42033441,PGE,2026-06-10 18:11:28,2026-06-11 02:45:00,PATROLLING,1,SAN MATEO,Active,Not Planned,9bbaff05-41ea-4328-9b9d-a01ffe131911,#ffaa00,276196,-13633437.19,4510253.609,2026-06-10,2026.0,6.0,18.0,8.55888888888889,PATROLLING,Inspection / Patrol
42033442,PGE,2026-06-10 18:15:37,2026-06-10 21:45:00,PATROLLING,1,SAN MATEO,Active,Not Planned,1a8a6c24-d1fc-43d9-b9bd-9ed78dcece44,#ffaa00,276198,-13635189.36,4523534.586,2026-06-10,2026.0,6.0,18.0,3.4897222222222224,PATROLLING,Inspection / Patrol
42033443,PGE,2026-06-10 18:14:48,2026-06-11 02:45:00,TREE CONTACT,21,SANTA CLARA,Active,Not Planned,77efab6d-5a96-4171-8e6c-7b6b4b80d4ca,#ffaa00,276199,-13581221.67,4486396.338,2026-06-10,2026.0,6.0,18.0,8.503333333333334,TREE CONTACT,External / Environmental
42033444,PGE,2026-06-10 18:17:07,2026-06-11 00:45:00,PATROLLING,1,SAN LUIS OBISPO,Active,Not Planned,9f2db173-0b01-44b3-aa34-44d2857c297e,#ffaa00,276201,-13457792.84,4223967.124,2026-06-10,2026.0,6.0,18.0,6.464722222222222,PATROLLING,Inspection / Patrol
42033445,PGE,2026-06-10 18:29:22,2026-06-10 23:45:00,,1,FRESNO,Active,Not Planned,09368390-b999-4417-b848-e9c834d61536,#ffaa00,276210,-13331736.88,4406934.857,2026-06-10,2026.0,6.0,18.0,5.260555555555555,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033446,PGE,2026-06-10 18:31:50,2026-06-11 01:45:00,PATROLLING,1,FRESNO,Active,Not Planned,cebad861-cda3-4b6d-89af-665ee756995e,#ffaa00,276212,-13335391.5,4410996.21,2026-06-10,2026.0,6.0,18.0,7.219444444444444,PATROLLING,Inspection / Patrol
42033447,PGE,2026-06-10 18:34:25,2026-06-11 03:30:00,,9,SANTA CLARA,Active,Not Planned,acfc5632-d17d-4b95-9ea7-8d01596245f2,#ffaa00,276216,-13581223.89,4486602.159,2026-06-10,2026.0,6.0,18.0,8.926388888888889,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033448,PGE,2026-06-10 18:06:00,2026-06-12 00:00:00,PLNND SHUTDOWN,3,SANTA CLARA,Active,Planned,7b6fbecd-529f-47d6-91f7-74c1c739658e,#a8a800,276227,-13569559.84,4495540.356,2026-06-10,2026.0,6.0,18.0,29.9,PLNND SHUTDOWN,Planned Work
42033449,PGE,2026-06-10 18:44:53,2026-06-11 03:30:00,PATROLLING,1,SANTA CLARA,Active,Not Planned,5762e035-4be1-4540-9bce-e151a8481b72,#ffaa00,276231,-13581573.44,4477395.96,2026-06-10,2026.0,6.0,18.0,8.751944444444444,PATROLLING,Inspection / Patrol
42033450,PGE,2026-06-10 18:46:00,2026-06-11 00:30:00,PATROLLING,199,PLACER,Active,Not Planned,47f3bedd-329f-4d56-b744-3287674d0699,#ffaa00,276237,-13443706.47,4758435.312,2026-06-10,2026.0,6.0,18.0,5.733333333333333,PATROLLING,Inspection / Patrol
42033451,PGE,2026-06-10 19:03:00,2026-06-10 23:00:00,PLNND SHUTDOWN,2,AMADOR,Active,Planned,3647c9df-da33-44c7-b4ee-2e1bda89dd86,#a8a800,276244,-13441482.31,4651799.751,2026-06-10,2026.0,6.0,19.0,3.95,PLNND SHUTDOWN,Planned Work
42033452,PGE,2026-06-10 19:05:09,2026-06-11 01:00:00,PATROLLING,1,SAN JOAQUIN,Active,Not Planned,1fa93b55-55fe-48af-8867-97a4e2315082,#ffaa00,276247,-13494511.58,4595808.729,2026-06-10,2026.0,6.0,19.0,5.914166666666667,PATROLLING,Inspection / Patrol
42033453,PGE,2026-06-10 19:00:50,2026-06-11 01:30:00,PLNND SHUTDOWN,4,EL DORADO,Active,Planned,88f70cc2-c1e4-44d0-9d90-d7164310c35a,#a8a800,276248,-13421975.8,4687574.411,2026-06-10,2026.0,6.0,19.0,6.486111111111111,PLNND SHUTDOWN,Planned Work
42033454,PGE,2026-06-10 19:00:12,2026-06-10 23:00:00,PLNND SHUTDOWN,1,MARIPOSA,Active,Planned,b4b521b5-8ea1-4579-8713-e10ecea6043d,#a8a800,276250,-13351067.51,4517976.093,2026-06-10,2026.0,6.0,19.0,3.9966666666666666,PLNND SHUTDOWN,Planned Work
42033455,PGE,2026-06-10 19:09:00,2026-06-10 23:45:00,PATROLLING,1,KINGS,Active,Not Planned,7d528fda-f542-4389-83a2-c749e73d431f,#ffaa00,276251,-13337723.64,4354591.179,2026-06-10,2026.0,6.0,19.0,4.6,PATROLLING,Inspection / Patrol
42033456,PGE,2026-06-10 19:11:55,2026-06-10 22:45:00,,1,SAN FRANCISCO,Active,Not Planned,5846d34e-8c09-4bfd-9c95-f0451beb8b47,#ffaa00,276255,-13628985.52,4538502.568,2026-06-10,2026.0,6.0,19.0,3.551388888888889,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033457,PGE,2026-06-10 19:16:32,2026-06-11 05:30:00,,1,MARIN,Active,Not Planned,f40dc2ea-4d77-4fc8-a1ed-bf5c0536def7,#ffaa00,276259,-13671136.65,4588503.335,2026-06-10,2026.0,6.0,19.0,10.224444444444444,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033458,PGE,2026-06-10 19:17:30,2026-06-10 22:45:00,Awaiting Investigation,19,BUTTE,Active,Not Planned,c0b60ada-2080-4fd0-b172-f8839d336f96,#ffaa00,276260,-13529615.06,4786317.991,2026-06-10,2026.0,6.0,19.0,3.4583333333333335,AWAITING INVESTIGATION,Under Investigation
42033459,PGE,2026-06-10 19:22:12,2026-06-11 02:00:00,,1,SAN FRANCISCO,Active,Not Planned,9ee22184-aed0-4cf0-bc1f-979490629f8d,#ffaa00,276263,-13626742.43,4541645.126,2026-06-10,2026.0,6.0,19.0,6.63,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033460,PGE,2026-06-10 19:22:27,2026-06-11 02:15:00,EMERG REPAIRS,9,SANTA CLARA,Active,Not Planned,012a71b4-a455-468a-a709-7a24ca3bc474,#ffaa00,276264,-13587252.96,4486078.514,2026-06-10,2026.0,6.0,19.0,6.8758333333333335,EMERG REPAIRS,Repairs / Replacement
42033461,PGE,2026-06-10 19:23:38,2026-06-11 02:45:00,,1,SAN FRANCISCO,Active,Not Planned,4215bf4b-c0d5-4fea-9216-c9d7465adf64,#ffaa00,276266,-13630385.92,4549586.664,2026-06-10,2026.0,6.0,19.0,7.356111111111111,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033462,PGE,2026-06-10 19:24:45,2026-06-10 23:30:00,,1,SOLANO,Active,Not Planned,e39d4246-d8f5-49ac-883d-8b0fae10ed50,#ffaa00,276267,-13580048.36,4630571.993,2026-06-10,2026.0,6.0,19.0,4.0875,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033463,PGE,2026-06-10 19:25:06,2026-06-10 23:45:00,PATROLLING,1,ALAMEDA,Active,Not Planned,2c53d971-c4fa-4f18-9cdc-4a9f27f45fbb,#ffaa00,276269,-13600611.3,4543173.824,2026-06-10,2026.0,6.0,19.0,4.331666666666667,PATROLLING,Inspection / Patrol
42033464,PGE,2026-06-10 19:27:06,2026-06-10 23:00:00,PATROLLING,1,CALAVERAS,Active,Not Planned,b2ca1454-81b7-4fd2-97c1-f5e29dcfa3f3,#ffaa00,276271,-13420419.55,4591521.046,2026-06-10,2026.0,6.0,19.0,3.5483333333333333,PATROLLING,Inspection / Patrol
42033465,PGE,2026-06-10 19:29:23,2026-06-10 23:00:00,,1,KERN,Active,Not Planned,289e8b87-c4c2-43bd-a567-655d51bd7dd6,#ffaa00,276272,-13248468.78,4216446.497,2026-06-10,2026.0,6.0,19.0,3.5102777777777776,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033466,PGE,2026-06-10 19:29:33,2026-06-11 04:00:00,PATROLLING,1,ALAMEDA,Active,Not Planned,82ef15cf-5018-4d30-bf5a-f56cfe638233,#ffaa00,276273,-13594957.38,4537776.523,2026-06-10,2026.0,6.0,19.0,8.5075,PATROLLING,Inspection / Patrol
42033467,PGE,2026-06-10 19:31:08,2026-06-10 23:00:00,,1,ALAMEDA,Active,Not Planned,3af5f6d9-049a-4335-b355-65d2d61c2451,#ffaa00,276280,-13613208.21,4558423.817,2026-06-10,2026.0,6.0,19.0,3.4811111111111113,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033468,PGE,2026-06-10 19:27:00,2026-06-10 22:15:00,PATROLLING,761,SANTA CLARA,Active,Not Planned,b26ad85a-6b31-4d74-9fdf-17f57ef5ca78,#ffaa00,276284,-13570472.66,4495435.255,2026-06-10,2026.0,6.0,19.0,2.8,PATROLLING,Inspection / Patrol
42033469,PGE,2026-06-10 19:34:12,2026-06-11 01:45:00,,1,NAPA,Active,Not Planned,6db78fd4-a005-4d6a-8ed6-746567a4bf68,#ffaa00,276290,-13627350.24,4635188.424,2026-06-10,2026.0,6.0,19.0,6.18,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033470,PGE,2026-06-10 19:34:31,2026-06-11 00:00:00,,1,PLUMAS,Active,Not Planned,78197fb9-871b-4c12-a0f3-156556ed41bc,#ffaa00,276291,-13476407.69,4857742.507,2026-06-10,2026.0,6.0,19.0,4.424722222222222,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033471,PGE,2026-06-10 19:36:14,2026-06-10 23:30:00,,3,CALAVERAS,Active,Not Planned,b64d1d4e-7072-4d7c-8604-b624073b48df,#ffaa00,276292,-13395223.5,4615213.961,2026-06-10,2026.0,6.0,19.0,3.8961111111111113,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033472,PGE,2026-06-10 19:36:39,2026-06-10 23:15:00,,7,ALAMEDA,Active,Not Planned,1b461704-7db7-4be8-b0ec-7c04cf91c5df,#ffaa00,276294,-13577690.61,4515809.404,2026-06-10,2026.0,6.0,19.0,3.6391666666666667,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033473,PGE,2026-06-10 19:45:50,2026-06-11 04:15:00,,1,SAN JOAQUIN,Active,Not Planned,ebf76859-3033-4bfe-9079-a93709104c4e,#ffaa00,276299,-13493953.86,4601277.362,2026-06-10,2026.0,6.0,19.0,8.48611111111111,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033474,PGE,2026-06-10 19:45:53,2026-06-10 23:15:00,,1,SUTTER,Active,Not Planned,c48a4825-0f7b-432f-bf4f-cfcbd8a9a683,#ffaa00,276300,-13538098.72,4741719.423,2026-06-10,2026.0,6.0,19.0,3.4852777777777777,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033475,PGE,2026-06-10 19:48:26,2026-06-10 23:15:00,,1,SUTTER,Active,Not Planned,1a35edf2-3152-418b-88f4-b46e9d335ef4,#ffaa00,276301,-13538944.75,4741369.227,2026-06-10,2026.0,6.0,19.0,3.4427777777777777,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033476,PGE,2026-06-10 19:49:19,2026-06-11 03:45:00,,1,ALAMEDA,Active,Not Planned,7fbbc7b9-ade5-47f2-940b-94b862bcc111,#ffaa00,276308,-13578088.02,4515010.525,2026-06-10,2026.0,6.0,19.0,7.928055555555556,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033477,PGE,2026-06-10 19:49:32,2026-06-11 02:00:00,,1,SAN JOAQUIN,Active,Not Planned,64c01df5-db7b-4401-b8d5-79fb319dfc3f,#ffaa00,276311,-13499520.95,4570006.209,2026-06-10,2026.0,6.0,19.0,6.174444444444444,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033478,PGE,2026-06-10 18:34:12,2026-06-11 02:00:00,,4062,CONTRA COSTA,Active,Not Planned,e94243df-aa69-40b5-84e7-c293f8002e10,#ffaa00,276313,-13570341.3,4582185.114,2026-06-10,2026.0,6.0,18.0,7.43,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033479,PGE,2026-06-10 19:50:17,2026-06-11 03:15:00,,1,SOLANO,Active,Not Planned,189b918f-39f6-4d47-b639-e780129f42d9,#ffaa00,276328,-13606015.86,4594606.131,2026-06-10,2026.0,6.0,19.0,7.411944444444444,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033480,PGE,2026-06-10 19:51:25,2026-06-11 00:15:00,,1,SAN FRANCISCO,Active,Not Planned,90236498-6d94-4b23-829a-929b0f11ca73,#ffaa00,276329,-13632750.35,4542966.888,2026-06-10,2026.0,6.0,19.0,4.393055555555556,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033481,PGE,2026-06-10 19:51:52,2026-06-10 23:15:00,,1,SUTTER,Active,Not Planned,d11a28ab-8c64-49ba-8cf9-55c774d3e981,#ffaa00,276331,-13539174.07,4741805.539,2026-06-10,2026.0,6.0,19.0,3.3855555555555554,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033482,PGE,2026-06-10 19:52:41,2026-06-11 04:45:00,,1,LAKE,Active,Not Planned,54720b59-2758-4559-a0bb-672c65716d74,#ffaa00,276332,-13651293.95,4684762.397,2026-06-10,2026.0,6.0,19.0,8.871944444444445,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033483,PGE,2026-06-10 19:52:42,2026-06-11 03:15:00,,1,TUOLUMNE,Active,Not Planned,42446d31-8a49-4342-b556-f8bd638c9439,#ffaa00,276333,-13402012.87,4586143.799,2026-06-10,2026.0,6.0,19.0,7.371666666666667,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033484,PGE,2026-06-10 19:53:38,2026-06-11 02:45:00,,1,SANTA CLARA,Active,Not Planned,b65e9dc0-513a-4527-89cb-f59cc3d77273,#ffaa00,276334,-13570181.0,4495512.329,2026-06-10,2026.0,6.0,19.0,6.856111111111111,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033485,PGE,2026-06-10 19:53:56,2026-06-11 04:30:00,PATROLLING,1,SANTA CLARA,Active,Not Planned,b01ba130-7a36-4105-a0dc-7a3e85c05e71,#ffaa00,276335,-13569255.93,4487625.723,2026-06-10,2026.0,6.0,19.0,8.601111111111111,PATROLLING,Inspection / Patrol
42033486,PGE,2026-06-10 19:54:15,2026-06-11 04:30:00,PATROLLING,1,SONOMA,Active,Not Planned,71a55388-b741-46be-b238-43812fc8fd12,#ffaa00,276336,-13679987.66,4637195.535,2026-06-10,2026.0,6.0,19.0,8.595833333333333,PATROLLING,Inspection / Patrol
42033487,PGE,2026-06-10 19:51:44,2026-06-11 00:15:00,,4,MADERA,Active,Not Planned,a4385d64-4d57-4205-a344-999c4857f448,#ffaa00,276337,-13360504.06,4437232.196,2026-06-10,2026.0,6.0,19.0,4.387777777777778,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033488,PGE,2026-06-10 19:55:34,2026-06-10 23:30:00,,1,SANTA CLARA,Active,Not Planned,f435c2b6-f326-460e-a32c-9af54dd14598,#ffaa00,276338,-13571884.19,4500350.884,2026-06-10,2026.0,6.0,19.0,3.573888888888889,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033489,PGE,2026-06-10 19:57:19,2026-06-11 00:30:00,,12,SANTA CRUZ,Active,Not Planned,91658989-c4c3-4897-ba63-61852906f8f7,#ffaa00,276340,-13581894.04,4437852.378,2026-06-10,2026.0,6.0,19.0,4.544722222222222,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033490,PGE,2026-06-10 20:01:31,2026-06-11 05:30:00,,1,SAN FRANCISCO,Active,Not Planned,a10659aa-26ff-4019-b5e0-9d73a52b2476,#ffaa00,276342,-13625573.58,4542130.738,2026-06-10,2026.0,6.0,20.0,9.474722222222223,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033491,PGE,2026-06-10 20:04:18,2026-06-10 23:45:00,,1,SANTA CLARA,Active,Not Planned,ba8026c2-bae7-428b-803e-82292776e40c,#ffaa00,276343,-13579925.91,4496451.272,2026-06-10,2026.0,6.0,20.0,3.6783333333333332,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033492,PGE,2026-06-10 20:03:00,2026-06-11 02:00:00,,18,MONTEREY,Active,Not Planned,f79afee6-328e-4635-a80a-14f9641f5517,#ffaa00,276344,-13505494.36,4348640.92,2026-06-10,2026.0,6.0,20.0,5.95,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033493,PGE,2026-06-10 20:06:17,,,1,SAN JOAQUIN,Active,Not Planned,6edfaeff-d40e-4cfa-884f-90257b4c96a3,#ffaa00,276345,-13508170.48,4575296.005,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033494,PGE,2026-06-10 20:01:01,2026-06-10 23:00:00,PLNND SHUTDOWN,8,EL DORADO,Active,Planned,6e841ae1-4cc3-40ba-8800-e58718858a74,#a8a800,276346,-13441746.14,4683349.545,2026-06-10,2026.0,6.0,20.0,2.9830555555555556,PLNND SHUTDOWN,Planned Work
42033495,PGE,2026-06-10 20:06:50,,,1,SANTA CLARA,Active,Not Planned,54f69ec6-9ca5-4057-82fd-b53bdb95da10,#ffaa00,276347,-13568306.38,4493299.84,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033496,PGE,2026-06-10 20:02:51,2026-06-11 00:00:00,PLNND SHUTDOWN,2,SANTA CRUZ,Active,Planned,3e7328b8-4af5-463b-b76e-27dd9152802b,#a8a800,276348,-13582800.18,4437802.204,2026-06-10,2026.0,6.0,20.0,3.9525,PLNND SHUTDOWN,Planned Work
42033497,PGE,2026-06-10 20:09:05,,,1,HUMBOLDT,Active,Not Planned,f4c98df8-4106-46a9-8466-63948a739fbf,#ffaa00,276349,-13766256.92,5016220.207,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033498,PGE,2026-06-10 20:10:00,,PUBLIC SAFETY,157,GLENN,Active,Not Planned,fbf6da2e-9414-4e5e-9acd-f04ab37ee850,#ffaa00,276350,-13608740.96,4832191.587,2026-06-10,2026.0,6.0,20.0,,PUBLIC SAFETY,Public Safety
42033499,PGE,2026-06-10 20:13:16,,,1,SAN MATEO,Active,Not Planned,e1531f2b-fc0f-4e97-910a-43c6fd4f365e,#ffaa00,276351,-13631408.95,4531917.949,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033500,PGE,2026-06-10 20:08:34,2026-06-10 23:30:00,PLNND SHUTDOWN,1,SAN LUIS OBISPO,Active,Planned,61b8e1b5-68e7-465d-b6f7-f459e3fec864,#a8a800,276352,-13420788.02,4250549.079,2026-06-10,2026.0,6.0,20.0,3.357222222222222,PLNND SHUTDOWN,Planned Work
42033501,PGE,2026-06-10 20:14:02,,,203,KERN,Active,Not Planned,c8af23fc-8660-4168-be88-018342b4d22a,#ffaa00,276353,-13250972.36,4220044.993,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033502,PGE,2026-06-10 20:13:57,,,1,MONTEREY,Active,Not Planned,12feae1c-6af0-4a9a-9032-3bc0b1a089b6,#ffaa00,276354,-13540916.22,4397358.86,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033503,PGE,2026-06-10 20:08:47,,,4,EL DORADO,Active,Not Planned,b7b77336-9daf-4f19-ad0f-e8c733dd4278,#ffaa00,276355,-13422072.64,4687628.661,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033504,PGE,2026-06-10 20:14:00,,PUBLIC SAFETY,319,GLENN,Active,Not Planned,8bd32514-5d2b-46a6-a6a9-b8b0c7cc43fb,#ffaa00,276356,-13641443.28,4806981.891,2026-06-10,2026.0,6.0,20.0,,PUBLIC SAFETY,Public Safety
42033505,PGE,2026-06-10 20:16:50,,,15,KERN,Active,Not Planned,2ef7c79c-0da5-40aa-8ade-8b5f83934514,#ffaa00,276357,-13251274.04,4219616.116,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033506,PGE,2026-06-10 20:15:00,,PUBLIC SAFETY,409,GLENN,Active,Not Planned,6d6fd52f-d6e0-48fb-b52a-56e1e20f38b3,#ffaa00,276358,-13610888.31,4799123.463,2026-06-10,2026.0,6.0,20.0,,PUBLIC SAFETY,Public Safety
42033507,PGE,2026-06-10 20:16:00,,PUBLIC SAFETY,566,GLENN,Active,Not Planned,790dc2aa-d3d3-4d9b-9a34-79e1fa6cda7c,#ffaa00,276359,-13641067.02,4806542.742,2026-06-10,2026.0,6.0,20.0,,PUBLIC SAFETY,Public Safety
42033508,PGE,2026-06-10 20:19:22,,,1,MARIN,Active,Not Planned,c0db70d7-769c-4b75-a392-c0acaf3a172d,#ffaa00,276361,-13643423.66,4580488.191,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033509,PGE,2026-06-10 20:18:00,,PUBLIC SAFETY,7,GLENN,Active,Not Planned,46c706cc-9288-483b-9e0c-1dff1b0c58d3,#ffaa00,276362,-13641281.87,4807026.673,2026-06-10,2026.0,6.0,20.0,,PUBLIC SAFETY,Public Safety
42033510,PGE,2026-06-10 20:19:48,,,1,MONTEREY,Active,Not Planned,80c0f49b-f036-4827-b654-89f1b9706bf7,#ffaa00,276363,-13543009.02,4355871.8,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033511,PGE,2026-06-10 20:19:46,,PUBLIC SAFETY,49,COLUSA,Active,Not Planned,d2648718-2a7e-47e9-b422-668d2dfe8e26,#ffaa00,276364,-13611400.38,4761290.858,2026-06-10,2026.0,6.0,20.0,,PUBLIC SAFETY,Public Safety
42033512,PGE,2026-06-10 20:20:28,,,1,SANTA CLARA,Active,Not Planned,32c6b670-971f-4c80-aab9-3c45ed330f6c,#ffaa00,276365,-13564040.62,4487764.353,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
42033513,PGE,2026-06-10 20:21:01,,,1,FRESNO,Active,Not Planned,d61ccd47-7f99-47f3-893d-363774cdb482,#ffaa00,276366,-13325174.59,4403066.753,2026-06-10,2026.0,6.0,20.0,,UNKNOWN / NOT PROVIDED,Unknown / Not Provided
