exception_id,bill_id,account_id,customer_id,billing_cycle_id,customer_segment,county,exception_type,severity,created_date,resolved_date,resolution_status
EXC00001628,BILL00019687,ACCT001641,CUST001641,2024-07,Residential,MADERA,Inactive Account,High,2024-08-03,,Open
EXC00001629,BILL00019688,ACCT001641,CUST001641,2024-08,Residential,MADERA,Inactive Account,High,2024-09-03,2024-09-14,Resolved
EXC00001630,BILL00019689,ACCT001641,CUST001641,2024-09,Residential,MADERA,Inactive Account,High,2024-10-03,2024-10-04,Resolved
EXC00001631,BILL00019690,ACCT001641,CUST001641,2024-10,Residential,MADERA,Inactive Account,High,2024-11-03,2024-11-13,Resolved
EXC00001632,BILL00019691,ACCT001641,CUST001641,2024-11,Residential,MADERA,Inactive Account,High,2024-12-03,,Open
EXC00001633,BILL00019692,ACCT001641,CUST001641,2024-12,Residential,MADERA,Inactive Account,High,2025-01-03,2025-01-08,Resolved
EXC00001634,BILL00019703,ACCT001642,CUST001642,2024-11,Commercial,MERCED,Invalid Meter Read,High,2024-12-03,,Open
EXC00001635,BILL00019718,ACCT001644,CUST001644,2024-02,Residential,SONOMA,Invalid Meter Read,High,2024-03-03,,Open
EXC00001636,BILL00019736,ACCT001645,CUST001645,2024-08,Residential,ALAMEDA,Missing Meter Read,Medium,2024-09-03,,In Review
EXC00001637,BILL00019769,ACCT001648,CUST001648,2024-05,Commercial,SONOMA,Missing Meter Read,Medium,2024-06-03,,Open
EXC00001638,BILL00019780,ACCT001649,CUST001649,2024-04,Residential,FRESNO,Missing Meter Read,Medium,2024-05-03,2024-05-14,Resolved
EXC00001639,BILL00019786,ACCT001649,CUST001649,2024-10,Residential,FRESNO,Missing Meter Read,Medium,2024-11-03,2024-11-12,Resolved
EXC00001640,BILL00019804,ACCT001651,CUST001651,2024-04,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-05-03,2024-05-13,Resolved
EXC00001641,BILL00019822,ACCT001652,CUST001652,2024-10,Residential,MONTEREY,Missing Meter Read,Medium,2024-11-03,,Open
EXC00001642,BILL00019840,ACCT001654,CUST001654,2024-04,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-05-03,2024-05-04,Resolved
EXC00001643,BILL00019869,ACCT001656,CUST001656,2024-09,Industrial,KERN,Missing Meter Read,Medium,2024-10-03,,Open
EXC00001644,BILL00019873,ACCT001657,CUST001657,2024-01,Residential,ALAMEDA,Inactive Account,High,2024-02-03,2024-02-05,Resolved
EXC00001645,BILL00019874,ACCT001657,CUST001657,2024-02,Residential,ALAMEDA,Inactive Account,High,2024-03-03,2024-03-12,Resolved
EXC00001646,BILL00019875,ACCT001657,CUST001657,2024-03,Residential,ALAMEDA,Inactive Account,High,2024-04-03,2024-04-17,Resolved
EXC00001647,BILL00019876,ACCT001657,CUST001657,2024-04,Residential,ALAMEDA,Inactive Account,High,2024-05-03,,In Review
EXC00001648,BILL00019877,ACCT001657,CUST001657,2024-05,Residential,ALAMEDA,Inactive Account,High,2024-06-03,2024-06-11,Resolved
EXC00001649,BILL00019878,ACCT001657,CUST001657,2024-06,Residential,ALAMEDA,Inactive Account,High,2024-07-03,2024-07-07,Resolved
EXC00001650,BILL00019879,ACCT001657,CUST001657,2024-07,Residential,ALAMEDA,Inactive Account,High,2024-08-03,,Open
EXC00001651,BILL00019880,ACCT001657,CUST001657,2024-08,Residential,ALAMEDA,Inactive Account,High,2024-09-03,,Open
EXC00001652,BILL00019881,ACCT001657,CUST001657,2024-09,Residential,ALAMEDA,Inactive Account,High,2024-10-03,2024-10-09,Resolved
EXC00001653,BILL00019882,ACCT001657,CUST001657,2024-10,Residential,ALAMEDA,Inactive Account,High,2024-11-03,2024-11-05,Resolved
EXC00001654,BILL00019883,ACCT001657,CUST001657,2024-11,Residential,ALAMEDA,Inactive Account,High,2024-12-03,2024-12-08,Resolved
EXC00001655,BILL00019884,ACCT001657,CUST001657,2024-12,Residential,ALAMEDA,Inactive Account,High,2025-01-03,,In Review
EXC00001656,BILL00019885,ACCT001658,CUST001658,2024-01,Residential,ALAMEDA,Inactive Account,High,2024-02-03,,Open
EXC00001657,BILL00019886,ACCT001658,CUST001658,2024-02,Residential,ALAMEDA,Inactive Account,High,2024-03-03,2024-03-15,Resolved
EXC00001658,BILL00019887,ACCT001658,CUST001658,2024-03,Residential,ALAMEDA,Inactive Account,High,2024-04-03,,Open
EXC00001659,BILL00019888,ACCT001658,CUST001658,2024-04,Residential,ALAMEDA,Inactive Account,High,2024-05-03,2024-05-17,Resolved
EXC00001660,BILL00019889,ACCT001658,CUST001658,2024-05,Residential,ALAMEDA,Inactive Account,High,2024-06-03,2024-06-09,Resolved
EXC00001661,BILL00019890,ACCT001658,CUST001658,2024-06,Residential,ALAMEDA,Inactive Account,High,2024-07-03,,In Review
EXC00001662,BILL00019891,ACCT001658,CUST001658,2024-07,Residential,ALAMEDA,Inactive Account,High,2024-08-03,2024-08-12,Resolved
EXC00001663,BILL00019892,ACCT001658,CUST001658,2024-08,Residential,ALAMEDA,Inactive Account,High,2024-09-03,2024-09-11,Resolved
EXC00001664,BILL00019893,ACCT001658,CUST001658,2024-09,Residential,ALAMEDA,Inactive Account,High,2024-10-03,,Open
EXC00001665,BILL00019894,ACCT001658,CUST001658,2024-10,Residential,ALAMEDA,Inactive Account,High,2024-11-03,,In Review
EXC00001666,BILL00019895,ACCT001658,CUST001658,2024-11,Residential,ALAMEDA,Inactive Account,High,2024-12-03,2024-12-10,Resolved
EXC00001667,BILL00019896,ACCT001658,CUST001658,2024-12,Residential,ALAMEDA,Inactive Account,High,2025-01-03,,Open
EXC00001668,BILL00019933,ACCT001662,CUST001662,2024-01,Residential,KERN,Inactive Account,High,2024-02-03,2024-02-08,Resolved
EXC00001669,BILL00019934,ACCT001662,CUST001662,2024-02,Residential,KERN,Inactive Account,High,2024-03-03,2024-03-07,Resolved
EXC00001670,BILL00019935,ACCT001662,CUST001662,2024-03,Residential,KERN,Inactive Account,High,2024-04-03,,In Review
EXC00001671,BILL00019936,ACCT001662,CUST001662,2024-04,Residential,KERN,Inactive Account,High,2024-05-03,,In Review
EXC00001672,BILL00019937,ACCT001662,CUST001662,2024-05,Residential,KERN,Inactive Account,High,2024-06-03,2024-06-09,Resolved
EXC00001673,BILL00019938,ACCT001662,CUST001662,2024-06,Residential,KERN,Inactive Account,High,2024-07-03,2024-07-09,Resolved
EXC00001674,BILL00019939,ACCT001662,CUST001662,2024-07,Residential,KERN,Inactive Account,High,2024-08-03,,In Review
EXC00001675,BILL00019940,ACCT001662,CUST001662,2024-08,Residential,KERN,Inactive Account,High,2024-09-03,,Open
EXC00001676,BILL00019941,ACCT001662,CUST001662,2024-09,Residential,KERN,Inactive Account,High,2024-10-03,,Open
EXC00001677,BILL00019942,ACCT001662,CUST001662,2024-10,Residential,KERN,Inactive Account,High,2024-11-03,,Open
EXC00001678,BILL00019943,ACCT001662,CUST001662,2024-11,Residential,KERN,Inactive Account,High,2024-12-03,2024-12-16,Resolved
EXC00001679,BILL00019944,ACCT001662,CUST001662,2024-12,Residential,KERN,Inactive Account,High,2025-01-03,,In Review
EXC00001680,BILL00019971,ACCT001665,CUST001665,2024-03,Mining,SONOMA,Missing Meter Read,Medium,2024-04-03,2024-04-13,Resolved
EXC00001681,BILL00019996,ACCT001667,CUST001667,2024-04,Residential,ALAMEDA,Missing Meter Read,Medium,2024-05-03,,Open
EXC00001682,BILL00020004,ACCT001667,CUST001667,2024-12,Residential,ALAMEDA,Invalid Meter Read,High,2025-01-03,2025-01-09,Resolved
EXC00001683,BILL00020041,ACCT001671,CUST001671,2024-01,Residential,SAN MATEO,Missing Meter Read,Medium,2024-02-03,,Open
EXC00001684,BILL00020043,ACCT001671,CUST001671,2024-03,Residential,SAN MATEO,Missing Meter Read,Medium,2024-04-03,2024-04-07,Resolved
EXC00001685,BILL00020048,ACCT001671,CUST001671,2024-08,Residential,SAN MATEO,Missing Meter Read,Medium,2024-09-03,,Open
EXC00001686,BILL00020065,ACCT001673,CUST001673,2024-01,Commercial,ALAMEDA,Missing Meter Read,Medium,2024-02-03,2024-02-05,Resolved
EXC00001687,BILL00020118,ACCT001677,CUST001677,2024-06,Residential,SANTA BARBARA,Invalid Meter Read,High,2024-07-03,,Open
EXC00001688,BILL00020124,ACCT001677,CUST001677,2024-12,Residential,SANTA BARBARA,Invalid Meter Read,High,2025-01-03,,Open
EXC00001689,BILL00020142,ACCT001679,CUST001679,2024-06,Residential,SAN FRANCISCO,Missing Meter Read,Medium,2024-07-03,2024-07-04,Resolved
EXC00001690,BILL00020153,ACCT001680,CUST001680,2024-05,Residential,PLACER,Missing Meter Read,Medium,2024-06-03,2024-06-09,Resolved
EXC00001691,BILL00020154,ACCT001680,CUST001680,2024-06,Residential,PLACER,Missing Meter Read,Medium,2024-07-03,2024-07-06,Resolved
EXC00001692,BILL00020172,ACCT001681,CUST001681,2024-12,Residential,FRESNO,Invalid Meter Read,High,2025-01-03,,Open
EXC00001693,BILL00020190,ACCT001683,CUST001683,2024-06,Residential,MONTEREY,Missing Meter Read,Medium,2024-07-03,2024-07-14,Resolved
EXC00001694,BILL00020209,ACCT001685,CUST001685,2024-01,Residential,FRESNO,Inactive Account,High,2024-02-03,,In Review
EXC00001695,BILL00020210,ACCT001685,CUST001685,2024-02,Residential,FRESNO,Inactive Account,High,2024-03-03,,In Review
EXC00001696,BILL00020211,ACCT001685,CUST001685,2024-03,Residential,FRESNO,Inactive Account,High,2024-04-03,2024-04-17,Resolved
EXC00001697,BILL00020212,ACCT001685,CUST001685,2024-04,Residential,FRESNO,Inactive Account,High,2024-05-03,2024-05-12,Resolved
EXC00001698,BILL00020213,ACCT001685,CUST001685,2024-05,Residential,FRESNO,Inactive Account,High,2024-06-03,2024-06-14,Resolved
EXC00001699,BILL00020214,ACCT001685,CUST001685,2024-06,Residential,FRESNO,Inactive Account,High,2024-07-03,,Open
EXC00001700,BILL00020215,ACCT001685,CUST001685,2024-07,Residential,FRESNO,Inactive Account,High,2024-08-03,2024-08-05,Resolved
EXC00001701,BILL00020216,ACCT001685,CUST001685,2024-08,Residential,FRESNO,Inactive Account,High,2024-09-03,,In Review
EXC00001702,BILL00020217,ACCT001685,CUST001685,2024-09,Residential,FRESNO,Inactive Account,High,2024-10-03,,Open
EXC00001703,BILL00020218,ACCT001685,CUST001685,2024-10,Residential,FRESNO,Inactive Account,High,2024-11-03,2024-11-07,Resolved
EXC00001704,BILL00020219,ACCT001685,CUST001685,2024-11,Residential,FRESNO,Inactive Account,High,2024-12-03,2024-12-16,Resolved
EXC00001705,BILL00020220,ACCT001685,CUST001685,2024-12,Residential,FRESNO,Inactive Account,High,2025-01-03,2025-01-09,Resolved
EXC00001706,BILL00020224,ACCT001686,CUST001686,2024-04,Commercial,CONTRA COSTA,Invalid Meter Read,High,2024-05-03,,Open
EXC00001707,BILL00020276,ACCT001690,CUST001690,2024-08,Residential,CONTRA COSTA,Missing Meter Read,Medium,2024-09-03,2024-09-14,Resolved
EXC00001708,BILL00020282,ACCT001691,CUST001691,2024-02,Residential,MERCED,Missing Meter Read,Medium,2024-03-03,2024-03-13,Resolved
EXC00001709,BILL00020297,ACCT001692,CUST001692,2024-05,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-06-03,,Open
EXC00001710,BILL00020343,ACCT001696,CUST001696,2024-03,Residential,SOLANO,Invalid Meter Read,High,2024-04-03,2024-04-12,Resolved
EXC00001711,BILL00020374,ACCT001698,CUST001698,2024-10,Residential,SAN MATEO,Invalid Meter Read,High,2024-11-03,,In Review
EXC00001712,BILL00020437,ACCT001704,CUST001704,2024-01,Residential,ALAMEDA,Missing Meter Read,Medium,2024-02-03,2024-02-15,Resolved
EXC00001713,BILL00020473,ACCT001707,CUST001707,2024-01,Residential,MENDOCINO,Inactive Account,High,2024-02-03,,In Review
EXC00001714,BILL00020474,ACCT001707,CUST001707,2024-02,Residential,MENDOCINO,Inactive Account,High,2024-03-03,,Open
EXC00001715,BILL00020475,ACCT001707,CUST001707,2024-03,Residential,MENDOCINO,Inactive Account,High,2024-04-03,2024-04-14,Resolved
EXC00001716,BILL00020476,ACCT001707,CUST001707,2024-04,Residential,MENDOCINO,Inactive Account,High,2024-05-03,2024-05-16,Resolved
EXC00001717,BILL00020477,ACCT001707,CUST001707,2024-05,Residential,MENDOCINO,Inactive Account,High,2024-06-03,2024-06-16,Resolved
EXC00001718,BILL00020478,ACCT001707,CUST001707,2024-06,Residential,MENDOCINO,Inactive Account,High,2024-07-03,2024-07-13,Resolved
EXC00001719,BILL00020479,ACCT001707,CUST001707,2024-07,Residential,MENDOCINO,Inactive Account,High,2024-08-03,,Open
EXC00001720,BILL00020480,ACCT001707,CUST001707,2024-08,Residential,MENDOCINO,Inactive Account,High,2024-09-03,,In Review
EXC00001721,BILL00020481,ACCT001707,CUST001707,2024-09,Residential,MENDOCINO,Inactive Account,High,2024-10-03,,Open
EXC00001722,BILL00020482,ACCT001707,CUST001707,2024-10,Residential,MENDOCINO,Inactive Account,High,2024-11-03,,In Review
EXC00001723,BILL00020483,ACCT001707,CUST001707,2024-11,Residential,MENDOCINO,Inactive Account,High,2024-12-03,,Open
EXC00001724,BILL00020484,ACCT001707,CUST001707,2024-12,Residential,MENDOCINO,Inactive Account,High,2025-01-03,2025-01-08,Resolved
EXC00001725,BILL00020485,ACCT001708,CUST001708,2024-01,Residential,SAN FRANCISCO,Inactive Account,High,2024-02-03,2024-02-10,Resolved
EXC00001726,BILL00020486,ACCT001708,CUST001708,2024-02,Residential,SAN FRANCISCO,Inactive Account,High,2024-03-03,,In Review
EXC00001727,BILL00020487,ACCT001708,CUST001708,2024-03,Residential,SAN FRANCISCO,Inactive Account,High,2024-04-03,,In Review
EXC00001728,BILL00020488,ACCT001708,CUST001708,2024-04,Residential,SAN FRANCISCO,Inactive Account,High,2024-05-03,,Open
EXC00001729,BILL00020489,ACCT001708,CUST001708,2024-05,Residential,SAN FRANCISCO,Inactive Account,High,2024-06-03,2024-06-10,Resolved
EXC00001730,BILL00020490,ACCT001708,CUST001708,2024-06,Residential,SAN FRANCISCO,Inactive Account,High,2024-07-03,2024-07-08,Resolved
EXC00001731,BILL00020491,ACCT001708,CUST001708,2024-07,Residential,SAN FRANCISCO,Inactive Account,High,2024-08-03,,Open
EXC00001732,BILL00020492,ACCT001708,CUST001708,2024-08,Residential,SAN FRANCISCO,Inactive Account,High,2024-09-03,2024-09-16,Resolved
EXC00001733,BILL00020493,ACCT001708,CUST001708,2024-09,Residential,SAN FRANCISCO,Inactive Account,High,2024-10-03,2024-10-10,Resolved
EXC00001734,BILL00020494,ACCT001708,CUST001708,2024-10,Residential,SAN FRANCISCO,Inactive Account,High,2024-11-03,2024-11-06,Resolved
EXC00001735,BILL00020495,ACCT001708,CUST001708,2024-11,Residential,SAN FRANCISCO,Inactive Account,High,2024-12-03,2024-12-17,Resolved
EXC00001736,BILL00020496,ACCT001708,CUST001708,2024-12,Residential,SAN FRANCISCO,Inactive Account,High,2025-01-03,,Open
EXC00001737,BILL00020520,ACCT001710,CUST001710,2024-12,Residential,SONOMA,Invalid Meter Read,High,2025-01-03,2025-01-11,Resolved
EXC00001738,BILL00020528,ACCT001711,CUST001711,2024-08,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-09-03,,In Review
EXC00001739,BILL00020567,ACCT001714,CUST001714,2024-11,Residential,SAN JOAQUIN,Invalid Meter Read,High,2024-12-03,,Open
EXC00001740,BILL00020585,ACCT001716,CUST001716,2024-05,Mining,KERN,Missing Meter Read,Medium,2024-06-03,2024-06-05,Resolved
EXC00001741,BILL00020614,ACCT001718,CUST001718,2024-10,Residential,KERN,Missing Meter Read,Medium,2024-11-03,,Open
EXC00001742,BILL00020628,ACCT001719,CUST001719,2024-12,"Transportation, Communications, & Utilities",SANTA CLARA,Missing Meter Read,Medium,2025-01-03,2025-01-07,Resolved
EXC00001743,BILL00020760,ACCT001730,CUST001730,2024-12,Residential,SAN JOAQUIN,Missing Meter Read,Medium,2025-01-03,2025-01-05,Resolved
EXC00001744,BILL00020861,ACCT001739,CUST001739,2024-05,Residential,ALAMEDA,Missing Meter Read,Medium,2024-06-03,2024-06-09,Resolved
EXC00001745,BILL00020863,ACCT001739,CUST001739,2024-07,Residential,ALAMEDA,Missing Meter Read,Medium,2024-08-03,2024-08-17,Resolved
EXC00001746,BILL00020885,ACCT001741,CUST001741,2024-05,Commercial,SANTA CLARA,Invalid Meter Read,High,2024-06-03,2024-06-07,Resolved
EXC00001747,BILL00020914,ACCT001743,CUST001743,2024-10,Residential,SAN FRANCISCO,Invalid Meter Read,High,2024-11-03,2024-11-16,Resolved
EXC00001748,BILL00020917,ACCT001744,CUST001744,2024-01,Residential,BUTTE,Inactive Account,High,2024-02-03,,Open
EXC00001749,BILL00020918,ACCT001744,CUST001744,2024-02,Residential,BUTTE,Inactive Account,High,2024-03-03,2024-03-14,Resolved
EXC00001750,BILL00020919,ACCT001744,CUST001744,2024-03,Residential,BUTTE,Inactive Account,High,2024-04-03,,In Review
EXC00001751,BILL00020920,ACCT001744,CUST001744,2024-04,Residential,BUTTE,Inactive Account,High,2024-05-03,,Open
EXC00001752,BILL00020921,ACCT001744,CUST001744,2024-05,Residential,BUTTE,Inactive Account,High,2024-06-03,,Open
EXC00001753,BILL00020922,ACCT001744,CUST001744,2024-06,Residential,BUTTE,Inactive Account,High,2024-07-03,2024-07-08,Resolved
EXC00001754,BILL00020923,ACCT001744,CUST001744,2024-07,Residential,BUTTE,Inactive Account,High,2024-08-03,,Open
EXC00001755,BILL00020924,ACCT001744,CUST001744,2024-08,Residential,BUTTE,Inactive Account,High,2024-09-03,2024-09-09,Resolved
EXC00001756,BILL00020925,ACCT001744,CUST001744,2024-09,Residential,BUTTE,Inactive Account,High,2024-10-03,,Open
EXC00001757,BILL00020926,ACCT001744,CUST001744,2024-10,Residential,BUTTE,Inactive Account,High,2024-11-03,2024-11-04,Resolved
EXC00001758,BILL00020927,ACCT001744,CUST001744,2024-11,Residential,BUTTE,Inactive Account,High,2024-12-03,2024-12-04,Resolved
EXC00001759,BILL00020928,ACCT001744,CUST001744,2024-12,Residential,BUTTE,Inactive Account,High,2025-01-03,,In Review
EXC00001760,BILL00020990,ACCT001750,CUST001750,2024-02,Residential,KERN,Missing Meter Read,Medium,2024-03-03,,Open
EXC00001761,BILL00021003,ACCT001751,CUST001751,2024-03,Residential,ALAMEDA,Missing Meter Read,Medium,2024-04-03,,Open
EXC00001762,BILL00021021,ACCT001752,CUST001752,2024-09,Residential,SAN FRANCISCO,Missing Meter Read,Medium,2024-10-03,,In Review
EXC00001763,BILL00021159,ACCT001764,CUST001764,2024-03,Residential,ALAMEDA,Invalid Meter Read,High,2024-04-03,,Open
EXC00001764,BILL00021173,ACCT001765,CUST001765,2024-05,Residential,MERCED,Missing Meter Read,Medium,2024-06-03,2024-06-09,Resolved
EXC00001765,BILL00021216,ACCT001768,CUST001768,2024-12,Residential,ALAMEDA,Missing Meter Read,Medium,2025-01-03,,Open
EXC00001766,BILL00021247,ACCT001771,CUST001771,2024-07,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-08-03,2024-08-05,Resolved
EXC00001767,BILL00021257,ACCT001772,CUST001772,2024-05,Residential,MONTEREY,Missing Meter Read,Medium,2024-06-03,,Open
EXC00001768,BILL00021258,ACCT001772,CUST001772,2024-06,Residential,MONTEREY,Missing Meter Read,Medium,2024-07-03,,Open
EXC00001769,BILL00021289,ACCT001775,CUST001775,2024-01,Residential,KERN,Inactive Account,High,2024-02-03,2024-02-14,Resolved
EXC00001770,BILL00021290,ACCT001775,CUST001775,2024-02,Residential,KERN,Inactive Account,High,2024-03-03,2024-03-08,Resolved
EXC00001771,BILL00021291,ACCT001775,CUST001775,2024-03,Residential,KERN,Inactive Account,High,2024-04-03,2024-04-04,Resolved
EXC00001772,BILL00021292,ACCT001775,CUST001775,2024-04,Residential,KERN,Inactive Account,High,2024-05-03,,Open
EXC00001773,BILL00021293,ACCT001775,CUST001775,2024-05,Residential,KERN,Inactive Account,High,2024-06-03,,In Review
EXC00001774,BILL00021294,ACCT001775,CUST001775,2024-06,Residential,KERN,Inactive Account,High,2024-07-03,,Open
EXC00001775,BILL00021295,ACCT001775,CUST001775,2024-07,Residential,KERN,Inactive Account,High,2024-08-03,2024-08-15,Resolved
EXC00001776,BILL00021296,ACCT001775,CUST001775,2024-08,Residential,KERN,Inactive Account,High,2024-09-03,,In Review
EXC00001777,BILL00021297,ACCT001775,CUST001775,2024-09,Residential,KERN,Inactive Account,High,2024-10-03,,Open
EXC00001778,BILL00021298,ACCT001775,CUST001775,2024-10,Residential,KERN,Inactive Account,High,2024-11-03,,Open
EXC00001779,BILL00021299,ACCT001775,CUST001775,2024-11,Residential,KERN,Inactive Account,High,2024-12-03,2024-12-11,Resolved
EXC00001780,BILL00021300,ACCT001775,CUST001775,2024-12,Residential,KERN,Inactive Account,High,2025-01-03,,Open
EXC00001781,BILL00021308,ACCT001776,CUST001776,2024-08,Residential,ALAMEDA,Invalid Meter Read,High,2024-09-03,2024-09-16,Resolved
EXC00001782,BILL00021366,ACCT001781,CUST001781,2024-06,Residential,SAN MATEO,Invalid Meter Read,High,2024-07-03,2024-07-16,Resolved
EXC00001783,BILL00021404,ACCT001784,CUST001784,2024-08,Residential,ALAMEDA,Missing Meter Read,Medium,2024-09-03,2024-09-09,Resolved
EXC00001784,BILL00021407,ACCT001784,CUST001784,2024-11,Residential,ALAMEDA,Invalid Meter Read,High,2024-12-03,2024-12-08,Resolved
EXC00001785,BILL00021446,ACCT001788,CUST001788,2024-02,Residential,SAN JOAQUIN,Invalid Meter Read,High,2024-03-03,,In Review
EXC00001786,BILL00021454,ACCT001788,CUST001788,2024-10,Residential,SAN JOAQUIN,Missing Meter Read,Medium,2024-11-03,,Open
EXC00001787,BILL00021489,ACCT001791,CUST001791,2024-09,Residential,SAN JOAQUIN,Missing Meter Read,Medium,2024-10-03,2024-10-17,Resolved
EXC00001788,BILL00021505,ACCT001793,CUST001793,2024-01,Residential,KERN,Inactive Account,High,2024-02-03,,Open
EXC00001789,BILL00021506,ACCT001793,CUST001793,2024-02,Residential,KERN,Inactive Account,High,2024-03-03,,In Review
EXC00001790,BILL00021507,ACCT001793,CUST001793,2024-03,Residential,KERN,Inactive Account,High,2024-04-03,,In Review
EXC00001791,BILL00021508,ACCT001793,CUST001793,2024-04,Residential,KERN,Inactive Account,High,2024-05-03,,Open
EXC00001792,BILL00021509,ACCT001793,CUST001793,2024-05,Residential,KERN,Inactive Account,High,2024-06-03,2024-06-05,Resolved
EXC00001793,BILL00021510,ACCT001793,CUST001793,2024-06,Residential,KERN,Inactive Account,High,2024-07-03,2024-07-12,Resolved
EXC00001794,BILL00021511,ACCT001793,CUST001793,2024-07,Residential,KERN,Inactive Account,High,2024-08-03,,Open
EXC00001795,BILL00021512,ACCT001793,CUST001793,2024-08,Residential,KERN,Inactive Account,High,2024-09-03,2024-09-13,Resolved
EXC00001796,BILL00021513,ACCT001793,CUST001793,2024-09,Residential,KERN,Inactive Account,High,2024-10-03,2024-10-05,Resolved
EXC00001797,BILL00021514,ACCT001793,CUST001793,2024-10,Residential,KERN,Inactive Account,High,2024-11-03,,Open
EXC00001798,BILL00021515,ACCT001793,CUST001793,2024-11,Residential,KERN,Inactive Account,High,2024-12-03,2024-12-06,Resolved
EXC00001799,BILL00021516,ACCT001793,CUST001793,2024-12,Residential,KERN,Inactive Account,High,2025-01-03,,Open
EXC00001800,BILL00021550,ACCT001796,CUST001796,2024-10,Residential,ALAMEDA,Invalid Meter Read,High,2024-11-03,,In Review
EXC00001801,BILL00021587,ACCT001799,CUST001799,2024-11,Residential,SANTA CLARA,Missing Meter Read,Medium,2024-12-03,2024-12-04,Resolved
EXC00001802,BILL00021637,ACCT001804,CUST001804,2024-01,Residential,KERN,Inactive Account,High,2024-02-03,2024-02-15,Resolved
EXC00001803,BILL00021638,ACCT001804,CUST001804,2024-02,Residential,KERN,Inactive Account,High,2024-03-03,,Open
EXC00001804,BILL00021639,ACCT001804,CUST001804,2024-03,Residential,KERN,Inactive Account,High,2024-04-03,2024-04-14,Resolved
EXC00001805,BILL00021640,ACCT001804,CUST001804,2024-04,Residential,KERN,Inactive Account,High,2024-05-03,,Open
EXC00001806,BILL00021641,ACCT001804,CUST001804,2024-05,Residential,KERN,Inactive Account,High,2024-06-03,2024-06-14,Resolved
EXC00001807,BILL00021642,ACCT001804,CUST001804,2024-06,Residential,KERN,Inactive Account,High,2024-07-03,2024-07-12,Resolved
EXC00001808,BILL00021643,ACCT001804,CUST001804,2024-07,Residential,KERN,Inactive Account,High,2024-08-03,2024-08-06,Resolved
EXC00001809,BILL00021644,ACCT001804,CUST001804,2024-08,Residential,KERN,Inactive Account,High,2024-09-03,2024-09-17,Resolved
EXC00001810,BILL00021645,ACCT001804,CUST001804,2024-09,Residential,KERN,Inactive Account,High,2024-10-03,2024-10-13,Resolved
EXC00001811,BILL00021646,ACCT001804,CUST001804,2024-10,Residential,KERN,Inactive Account,High,2024-11-03,,Open
EXC00001812,BILL00021647,ACCT001804,CUST001804,2024-11,Residential,KERN,Inactive Account,High,2024-12-03,2024-12-14,Resolved
EXC00001813,BILL00021648,ACCT001804,CUST001804,2024-12,Residential,KERN,Inactive Account,High,2025-01-03,,In Review
EXC00001814,BILL00021649,ACCT001805,CUST001805,2024-01,Residential,KERN,Inactive Account,High,2024-02-03,,Open
EXC00001815,BILL00021650,ACCT001805,CUST001805,2024-02,Residential,KERN,Inactive Account,High,2024-03-03,2024-03-16,Resolved
EXC00001816,BILL00021651,ACCT001805,CUST001805,2024-03,Residential,KERN,Inactive Account,High,2024-04-03,,In Review
EXC00001817,BILL00021652,ACCT001805,CUST001805,2024-04,Residential,KERN,Inactive Account,High,2024-05-03,,Open
EXC00001818,BILL00021653,ACCT001805,CUST001805,2024-05,Residential,KERN,Inactive Account,High,2024-06-03,2024-06-13,Resolved
EXC00001819,BILL00021654,ACCT001805,CUST001805,2024-06,Residential,KERN,Inactive Account,High,2024-07-03,,In Review
EXC00001820,BILL00021655,ACCT001805,CUST001805,2024-07,Residential,KERN,Inactive Account,High,2024-08-03,2024-08-17,Resolved
EXC00001821,BILL00021656,ACCT001805,CUST001805,2024-08,Residential,KERN,Inactive Account,High,2024-09-03,,Open
EXC00001822,BILL00021657,ACCT001805,CUST001805,2024-09,Residential,KERN,Inactive Account,High,2024-10-03,,Open
EXC00001823,BILL00021658,ACCT001805,CUST001805,2024-10,Residential,KERN,Inactive Account,High,2024-11-03,,Open
EXC00001824,BILL00021659,ACCT001805,CUST001805,2024-11,Residential,KERN,Inactive Account,High,2024-12-03,2024-12-12,Resolved
EXC00001825,BILL00021660,ACCT001805,CUST001805,2024-12,Residential,KERN,Inactive Account,High,2025-01-03,2025-01-05,Resolved
EXC00001826,BILL00021721,ACCT001811,CUST001811,2024-01,Residential,MERCED,Inactive Account,High,2024-02-03,,In Review
EXC00001827,BILL00021722,ACCT001811,CUST001811,2024-02,Residential,MERCED,Inactive Account,High,2024-03-03,2024-03-17,Resolved
EXC00001828,BILL00021723,ACCT001811,CUST001811,2024-03,Residential,MERCED,Inactive Account,High,2024-04-03,2024-04-09,Resolved
EXC00001829,BILL00021724,ACCT001811,CUST001811,2024-04,Residential,MERCED,Inactive Account,High,2024-05-03,,Open
EXC00001830,BILL00021725,ACCT001811,CUST001811,2024-05,Residential,MERCED,Inactive Account,High,2024-06-03,2024-06-15,Resolved
EXC00001831,BILL00021726,ACCT001811,CUST001811,2024-06,Residential,MERCED,Inactive Account,High,2024-07-03,,Open
EXC00001832,BILL00021727,ACCT001811,CUST001811,2024-07,Residential,MERCED,Inactive Account,High,2024-08-03,,Open
