request_id,exception_id,bill_id,account_id,customer_id,billing_cycle_id,customer_segment,county,request_type,priority,request_status,opened_date,closed_date
SR00000371,EXC00003065,BILL00034944,ACCT002912,CUST002912,2024-12,Residential,KERN,Account Status Review,Medium,Open,2025-01-03,
SR00000372,EXC00001303,BILL00015771,ACCT001315,CUST001315,2024-03,Residential,ALAMEDA,Account Status Review,Low,Closed,2024-04-03,2024-04-16
SR00000373,EXC00001040,BILL00013081,ACCT001091,CUST001091,2024-01,Industrial,KERN,Account Status Review,Low,In Progress,2024-02-03,
SR00000374,EXC00000880,BILL00010707,ACCT000893,CUST000893,2024-03,Commercial,KERN,Meter Data Investigation,Low,Closed,2024-04-03,2024-04-11
SR00000375,EXC00002728,BILL00030094,ACCT002508,CUST002508,2024-10,Residential,ALAMEDA,Account Status Review,Medium,Closed,2024-11-03,2024-11-13
SR00000376,EXC00001095,BILL00013699,ACCT001142,CUST001142,2024-07,Residential,SAN MATEO,Account Status Review,Medium,In Progress,2024-08-03,
SR00000377,EXC00002693,BILL00029943,ACCT002496,CUST002496,2024-03,Residential,SANTA CLARA,Account Status Review,Low,Closed,2024-04-03,2024-05-01
SR00000378,EXC00000684,BILL00008356,ACCT000697,CUST000697,2024-04,Residential,KERN,Account Status Review,Medium,Open,2024-05-03,
SR00000379,EXC00004958,BILL00054258,ACCT004522,CUST004522,2024-06,Residential,EL DORADO,Account Status Review,High,Open,2024-07-03,
SR00000380,EXC00002433,BILL00027604,ACCT002301,CUST002301,2024-04,Commercial,SANTA CLARA,Account Status Review,Medium,Closed,2024-05-03,2024-05-07
SR00000381,EXC00002785,BILL00030659,ACCT002555,CUST002555,2024-11,Residential,COLUSA,Missing Read Investigation,Low,Closed,2024-12-03,2024-12-11
SR00000382,EXC00003675,BILL00040528,ACCT003378,CUST003378,2024-04,Residential,SANTA CLARA,Account Status Review,Medium,Open,2024-05-03,
SR00000383,EXC00004208,BILL00046232,ACCT003853,CUST003853,2024-08,Residential,CONTRA COSTA,Account Status Review,High,In Progress,2024-09-03,
SR00000384,EXC00000857,BILL00010384,ACCT000866,CUST000866,2024-04,Residential,KERN,Account Status Review,Medium,Closed,2024-05-03,2024-05-29
SR00000385,EXC00003808,BILL00042388,ACCT003533,CUST003533,2024-04,Residential,SAN FRANCISCO,Missing Read Investigation,Medium,Open,2024-05-03,
SR00000386,EXC00001187,BILL00014396,ACCT001200,CUST001200,2024-08,Residential,CONTRA COSTA,Account Status Review,Medium,Closed,2024-09-03,2024-09-30
SR00000387,EXC00001058,BILL00013194,ACCT001100,CUST001100,2024-06,Residential,MONTEREY,Account Status Review,Low,Closed,2024-07-03,2024-07-26
SR00000388,EXC00002277,BILL00026159,ACCT002180,CUST002180,2024-11,Residential,KERN,Meter Data Investigation,Low,Open,2024-12-03,
SR00000389,EXC00002861,BILL00031883,ACCT002657,CUST002657,2024-11,Commercial,FRESNO,Meter Data Investigation,Medium,Closed,2024-12-03,2024-12-19
SR00000390,EXC00003928,BILL00044095,ACCT003675,CUST003675,2024-07,Residential,CONTRA COSTA,Account Status Review,Low,In Progress,2024-08-03,
SR00000391,EXC00000813,BILL00009872,ACCT000823,CUST000823,2024-08,Residential,FRESNO,Account Status Review,Medium,Closed,2024-09-03,2024-09-09
SR00000392,EXC00000806,BILL00009865,ACCT000823,CUST000823,2024-01,Residential,FRESNO,Account Status Review,Medium,In Progress,2024-02-03,
SR00000393,EXC00001413,BILL00016729,ACCT001395,CUST001395,2024-01,Residential,SHASTA,Missing Read Investigation,Low,Closed,2024-02-03,2024-02-06
SR00000394,EXC00002460,BILL00027782,ACCT002316,CUST002316,2024-02,Residential,SHASTA,Missing Read Investigation,High,In Progress,2024-03-03,
SR00000395,EXC00003549,BILL00038934,ACCT003245,CUST003245,2024-06,Residential,SAN MATEO,Missing Read Investigation,Medium,Closed,2024-07-03,2024-07-07
SR00000396,EXC00000180,BILL00002672,ACCT000223,CUST000223,2024-08,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2024-09-03,2024-09-11
SR00000397,EXC00005178,BILL00056842,ACCT004737,CUST004737,2024-10,Residential,FRESNO,Meter Data Investigation,Medium,In Progress,2024-11-03,
SR00000398,EXC00003793,BILL00042138,ACCT003512,CUST003512,2024-06,Residential,SANTA BARBARA,Account Status Review,Medium,Closed,2024-07-03,2024-07-28
SR00000399,EXC00003940,BILL00044166,ACCT003681,CUST003681,2024-06,Residential,CONTRA COSTA,Account Status Review,High,Closed,2024-07-03,2024-07-14
SR00000400,EXC00002174,BILL00024889,ACCT002075,CUST002075,2024-01,Commercial,KERN,Missing Read Investigation,Low,Open,2024-02-03,
SR00000401,EXC00002395,BILL00027232,ACCT002270,CUST002270,2024-04,Residential,SAN MATEO,Meter Data Investigation,Medium,Closed,2024-05-03,2024-05-22
SR00000402,EXC00001730,BILL00020490,ACCT001708,CUST001708,2024-06,Residential,SAN FRANCISCO,Account Status Review,High,Open,2024-07-03,
SR00000403,EXC00003498,BILL00038360,ACCT003197,CUST003197,2024-08,Industrial,FRESNO,Account Status Review,Medium,Closed,2024-09-03,2024-09-16
SR00000404,EXC00003904,BILL00043865,ACCT003656,CUST003656,2024-05,Residential,KERN,Account Status Review,Low,Closed,2024-06-03,2024-06-14
SR00000405,EXC00004848,BILL00053273,ACCT004440,CUST004440,2024-05,Residential,FRESNO,Missing Read Investigation,Medium,In Progress,2024-06-03,
SR00000406,EXC00002437,BILL00027608,ACCT002301,CUST002301,2024-08,Commercial,SANTA CLARA,Account Status Review,Medium,Open,2024-09-03,
SR00000407,EXC00000839,BILL00010268,ACCT000856,CUST000856,2024-08,Residential,MADERA,Missing Read Investigation,High,Closed,2024-09-03,2024-09-30
SR00000408,EXC00002487,BILL00027864,ACCT002322,CUST002322,2024-12,Residential,PLACER,Account Status Review,Medium,Open,2025-01-03,
SR00000409,EXC00003013,BILL00034497,ACCT002875,CUST002875,2024-09,Residential,PLACER,Account Status Review,High,Cancelled,2024-10-03,2024-11-01
SR00000410,EXC00001887,BILL00022200,ACCT001850,CUST001850,2024-12,Residential,CONTRA COSTA,Account Status Review,High,Closed,2025-01-03,2025-01-10
SR00000411,EXC00005157,BILL00056412,ACCT004701,CUST004701,2024-12,Residential,MERCED,Account Status Review,Medium,Closed,2025-01-03,2025-01-19
SR00000412,EXC00002975,BILL00034161,ACCT002847,CUST002847,2024-09,Residential,SAN JOAQUIN,Account Status Review,Low,Closed,2024-10-03,2024-10-17
SR00000413,EXC00002134,BILL00024683,ACCT002057,CUST002057,2024-11,Residential,SAN JOAQUIN,Missing Read Investigation,Medium,Closed,2024-12-03,2024-12-05
SR00000414,EXC00004675,BILL00051941,ACCT004329,CUST004329,2024-05,Residential,SAN MATEO,Missing Read Investigation,Low,Closed,2024-06-03,2024-06-29
SR00000415,EXC00000849,BILL00010329,ACCT000861,CUST000861,2024-09,Residential,KERN,Account Status Review,Medium,Open,2024-10-03,
SR00000416,EXC00002232,BILL00025528,ACCT002128,CUST002128,2024-04,Residential,ALAMEDA,Account Status Review,Medium,Closed,2024-05-03,2024-05-29
SR00000417,EXC00005059,BILL00055104,ACCT004592,CUST004592,2024-12,Residential,SANTA CLARA,Account Status Review,Low,In Progress,2025-01-03,
SR00000418,EXC00003419,BILL00037632,ACCT003136,CUST003136,2024-12,Residential,CONTRA COSTA,Account Status Review,Medium,Open,2025-01-03,
SR00000419,EXC00000811,BILL00009870,ACCT000823,CUST000823,2024-06,Residential,FRESNO,Account Status Review,Low,In Progress,2024-07-03,
SR00000420,EXC00002701,BILL00029951,ACCT002496,CUST002496,2024-11,Residential,SANTA CLARA,Account Status Review,Low,Open,2024-12-03,
SR00000421,EXC00000706,BILL00008455,ACCT000705,CUST000705,2024-07,Residential,YOLO,Missing Read Investigation,High,Closed,2024-08-03,2024-08-30
SR00000422,EXC00002875,BILL00032475,ACCT002707,CUST002707,2024-03,Residential,SAN FRANCISCO,Missing Read Investigation,Medium,Closed,2024-04-03,2024-04-16
SR00000423,EXC00001744,BILL00020861,ACCT001739,CUST001739,2024-05,Residential,ALAMEDA,Missing Read Investigation,Low,Closed,2024-06-03,2024-06-04
SR00000424,EXC00000423,BILL00005392,ACCT000450,CUST000450,2024-04,Residential,SANTA CLARA,Account Status Review,Low,Closed,2024-05-03,2024-05-28
SR00000425,EXC00003115,BILL00035516,ACCT002960,CUST002960,2024-08,Commercial,CONTRA COSTA,Account Status Review,Medium,Closed,2024-09-03,2024-09-09
SR00000426,EXC00000472,BILL00006091,ACCT000508,CUST000508,2024-07,Commercial,ALAMEDA,Meter Data Investigation,Low,Open,2024-08-03,
SR00000427,EXC00002100,BILL00024282,ACCT002024,CUST002024,2024-06,Residential,MERCED,Account Status Review,High,Cancelled,2024-07-03,2024-07-23
SR00000428,EXC00000469,BILL00006055,ACCT000505,CUST000505,2024-07,Residential,ALAMEDA,Meter Data Investigation,Low,Closed,2024-08-03,2024-08-31
SR00000429,EXC00002101,BILL00024283,ACCT002024,CUST002024,2024-07,Residential,MERCED,Account Status Review,Low,Closed,2024-08-03,2024-08-05
SR00000430,EXC00005340,BILL00059228,ACCT004936,CUST004936,2024-08,Residential,SANTA CLARA,Account Status Review,Medium,In Progress,2024-09-03,
SR00000431,EXC00002587,BILL00028907,ACCT002409,CUST002409,2024-11,"Transportation, Communications, & Utilities",SANTA CLARA,Account Status Review,Medium,Closed,2024-12-03,2024-12-15
SR00000432,EXC00005153,BILL00056408,ACCT004701,CUST004701,2024-08,Residential,MERCED,Account Status Review,Medium,Closed,2024-09-03,2024-09-21
SR00000433,EXC00001075,BILL00013576,ACCT001132,CUST001132,2024-04,Residential,MADERA,Missing Read Investigation,High,Closed,2024-05-03,2024-05-24
SR00000434,EXC00003459,BILL00038039,ACCT003170,CUST003170,2024-11,Residential,SANTA CLARA,Meter Data Investigation,Low,Closed,2024-12-03,2025-01-01
SR00000435,EXC00004362,BILL00048198,ACCT004017,CUST004017,2024-06,Commercial,SANTA CLARA,Account Status Review,Medium,Closed,2024-07-03,2024-07-22
SR00000436,EXC00003241,BILL00036239,ACCT003020,CUST003020,2024-11,Residential,SONOMA,Account Status Review,Low,Closed,2024-12-03,2024-12-27
SR00000437,EXC00001943,BILL00022992,ACCT001916,CUST001916,2024-12,Residential,SANTA CLARA,Account Status Review,Medium,Open,2025-01-03,
SR00000438,EXC00000273,BILL00003648,ACCT000304,CUST000304,2024-12,Residential,SONOMA,Account Status Review,Low,In Progress,2025-01-03,
SR00000439,EXC00005044,BILL00055041,ACCT004587,CUST004587,2024-09,Residential,SANTA CLARA,Account Status Review,Low,Closed,2024-10-03,2024-10-12
SR00000440,EXC00004762,BILL00052349,ACCT004363,CUST004363,2024-05,Residential,KERN,Missing Read Investigation,Low,Open,2024-06-03,
SR00000441,EXC00003621,BILL00039642,ACCT003304,CUST003304,2024-06,Residential,SANTA CLARA,Missing Read Investigation,Low,Open,2024-07-03,
SR00000442,EXC00003107,BILL00035484,ACCT002957,CUST002957,2024-12,Residential,FRESNO,Account Status Review,Low,Closed,2025-01-03,2025-01-25
SR00000443,EXC00001963,BILL00023082,ACCT001924,CUST001924,2024-06,Residential,SAN FRANCISCO,Account Status Review,Medium,Closed,2024-07-03,2024-07-20
SR00000444,EXC00001372,BILL00016302,ACCT001359,CUST001359,2024-06,Residential,PLUMAS,Meter Data Investigation,High,Closed,2024-07-03,2024-07-24
SR00000445,EXC00000600,BILL00007623,ACCT000636,CUST000636,2024-03,Residential,CONTRA COSTA,Account Status Review,Low,Closed,2024-04-03,2024-04-29
SR00000446,EXC00000725,BILL00008571,ACCT000715,CUST000715,2024-03,Residential,FRESNO,Account Status Review,Low,In Progress,2024-04-03,
SR00000447,EXC00005099,BILL00055619,ACCT004635,CUST004635,2024-11,Residential,ALAMEDA,Meter Data Investigation,Medium,Closed,2024-12-03,2024-12-08
SR00000448,EXC00004047,BILL00044724,ACCT003727,CUST003727,2024-12,Residential,KERN,Account Status Review,Medium,Cancelled,2025-01-03,2025-01-17
SR00000449,EXC00001692,BILL00020172,ACCT001681,CUST001681,2024-12,Residential,FRESNO,Meter Data Investigation,Medium,Open,2025-01-03,
SR00000450,EXC00000953,BILL00012072,ACCT001006,CUST001006,2024-12,Residential,KINGS,Account Status Review,Medium,Open,2025-01-03,
SR00000451,EXC00002789,BILL00030804,ACCT002567,CUST002567,2024-12,Residential,YOLO,Missing Read Investigation,Low,Closed,2025-01-03,2025-01-27
SR00000452,EXC00000788,BILL00009649,ACCT000805,CUST000805,2024-01,Residential,MARIN,Account Status Review,Medium,Open,2024-02-03,
SR00000453,EXC00000487,BILL00006394,ACCT000533,CUST000533,2024-10,Streetlighting,FRESNO,Account Status Review,Low,Cancelled,2024-11-03,2024-11-27
SR00000454,EXC00002811,BILL00031060,ACCT002589,CUST002589,2024-04,Residential,PLACER,Account Status Review,Low,Closed,2024-05-03,2024-05-04
SR00000455,EXC00003319,BILL00036889,ACCT003075,CUST003075,2024-01,Residential,SAN JOAQUIN,Account Status Review,Medium,Closed,2024-02-03,2024-02-25
SR00000456,EXC00003619,BILL00039606,ACCT003301,CUST003301,2024-06,Residential,MERCED,Meter Data Investigation,Medium,In Progress,2024-07-03,
SR00000457,EXC00004253,BILL00047046,ACCT003921,CUST003921,2024-06,Industrial,PLACER,Missing Read Investigation,Low,Closed,2024-07-03,2024-07-26
SR00000458,EXC00004807,BILL00053005,ACCT004418,CUST004418,2024-01,Residential,ALAMEDA,Missing Read Investigation,Medium,Closed,2024-02-03,2024-02-24
SR00000459,EXC00003976,BILL00044359,ACCT003697,CUST003697,2024-07,Agriculture And Water Pumping,KINGS,Account Status Review,Medium,Closed,2024-08-03,2024-08-25
SR00000460,EXC00003389,BILL00037321,ACCT003111,CUST003111,2024-01,Residential,KERN,Meter Data Investigation,High,Cancelled,2024-02-03,2024-02-06
SR00000461,EXC00004451,BILL00049081,ACCT004091,CUST004091,2024-01,Residential,KERN,Account Status Review,Low,Closed,2024-02-03,2024-02-09
SR00000462,EXC00001861,BILL00022062,ACCT001839,CUST001839,2024-06,Industrial,SANTA CLARA,Meter Data Investigation,Critical,Closed,2024-07-03,2024-07-06
SR00000463,EXC00003821,BILL00042820,ACCT003569,CUST003569,2024-04,Residential,KERN,Account Status Review,High,Closed,2024-05-03,2024-05-14
SR00000464,EXC00001056,BILL00013192,ACCT001100,CUST001100,2024-04,Residential,MONTEREY,Account Status Review,Critical,Closed,2024-05-03,2024-05-28
SR00000465,EXC00004428,BILL00048802,ACCT004067,CUST004067,2024-10,Residential,ALAMEDA,Account Status Review,Medium,In Progress,2024-11-03,
SR00000466,EXC00000255,BILL00003548,ACCT000296,CUST000296,2024-08,Residential,SANTA CLARA,Account Status Review,High,Closed,2024-09-03,2024-09-15
SR00000467,EXC00001544,BILL00018566,ACCT001548,CUST001548,2024-02,Residential,KERN,Account Status Review,Medium,Closed,2024-03-03,2024-03-14
SR00000468,EXC00000287,BILL00003746,ACCT000313,CUST000313,2024-02,Residential,YOLO,Account Status Review,High,Closed,2024-03-03,2024-03-08
SR00000469,EXC00002781,BILL00030514,ACCT002543,CUST002543,2024-10,Commercial,NEVADA,Account Status Review,High,Closed,2024-11-03,2024-11-17
SR00000470,EXC00003683,BILL00040536,ACCT003378,CUST003378,2024-12,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2025-01-03,2025-01-16
SR00000471,EXC00004527,BILL00049949,ACCT004163,CUST004163,2024-05,Residential,MERCED,Meter Data Investigation,Critical,Closed,2024-06-03,2024-06-21
SR00000472,EXC00000502,BILL00006562,ACCT000547,CUST000547,2024-10,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2024-11-03,2024-11-16
SR00000473,EXC00003480,BILL00038271,ACCT003190,CUST003190,2024-03,Residential,SAN MATEO,Account Status Review,High,Open,2024-04-03,
SR00000474,EXC00005373,BILL00059629,ACCT004970,CUST004970,2024-01,Residential,SANTA CLARA,Meter Data Investigation,High,Closed,2024-02-03,2024-02-28
SR00000475,EXC00000394,BILL00004964,ACCT000414,CUST000414,2024-08,Residential,CONTRA COSTA,Missing Read Investigation,High,Open,2024-09-03,
SR00000476,EXC00004625,BILL00051112,ACCT004260,CUST004260,2024-04,Residential,SANTA CLARA,Missing Read Investigation,Low,Open,2024-05-03,
SR00000477,EXC00000535,BILL00006744,ACCT000562,CUST000562,2024-12,Residential,YUBA,Account Status Review,Low,Closed,2025-01-03,2025-01-30
SR00000478,EXC00004300,BILL00047452,ACCT003955,CUST003955,2024-04,Residential,SAN MATEO,Account Status Review,Low,In Progress,2024-05-03,
SR00000479,EXC00004594,BILL00050831,ACCT004236,CUST004236,2024-11,Residential,SAN MATEO,Account Status Review,Low,Open,2024-12-03,
SR00000480,EXC00000926,BILL00011673,ACCT000973,CUST000973,2024-09,Residential,SAN JOAQUIN,Meter Data Investigation,Medium,Cancelled,2024-10-03,2024-10-30
SR00000481,EXC00003751,BILL00041502,ACCT003459,CUST003459,2024-06,Residential,LAKE,Account Status Review,Medium,In Progress,2024-07-03,
SR00000482,EXC00000506,BILL00006598,ACCT000550,CUST000550,2024-10,Residential,SANTA CLARA,Meter Data Investigation,High,Closed,2024-11-03,2024-11-05
SR00000483,EXC00001865,BILL00022130,ACCT001845,CUST001845,2024-02,Industrial,CALAVERAS,Account Status Review,Medium,Closed,2024-03-03,2024-03-21
SR00000484,EXC00000200,BILL00002948,ACCT000246,CUST000246,2024-08,Industrial,SAN FRANCISCO,Account Status Review,Medium,Cancelled,2024-09-03,2024-10-01
SR00000485,EXC00001102,BILL00013735,ACCT001145,CUST001145,2024-07,Residential,MERCED,Meter Data Investigation,Medium,In Progress,2024-08-03,
SR00000486,EXC00002334,BILL00026779,ACCT002232,CUST002232,2024-07,Residential,KERN,Account Status Review,High,Closed,2024-08-03,2024-08-27
SR00000487,EXC00001420,BILL00016954,ACCT001413,CUST001413,2024-10,Residential,BUTTE,Meter Data Investigation,High,Closed,2024-11-03,2024-11-20
SR00000488,EXC00004840,BILL00053167,ACCT004431,CUST004431,2024-07,Residential,SAN JOAQUIN,Account Status Review,High,Closed,2024-08-03,2024-08-29
SR00000489,EXC00001087,BILL00013679,ACCT001140,CUST001140,2024-11,Residential,SAN JOAQUIN,Account Status Review,High,Open,2024-12-03,
SR00000490,EXC00000246,BILL00003463,ACCT000289,CUST000289,2024-07,Residential,SANTA CLARA,Missing Read Investigation,Medium,Open,2024-08-03,
SR00000491,EXC00004211,BILL00046235,ACCT003853,CUST003853,2024-11,Residential,CONTRA COSTA,Account Status Review,Low,In Progress,2024-12-03,
SR00000492,EXC00004199,BILL00046143,ACCT003846,CUST003846,2024-03,Residential,SOLANO,Missing Read Investigation,Medium,Closed,2024-04-03,2024-04-11
SR00000493,EXC00005286,BILL00058165,ACCT004848,CUST004848,2024-01,Residential,SAN MATEO,Account Status Review,Medium,In Progress,2024-02-03,
SR00000494,EXC00000743,BILL00008767,ACCT000731,CUST000731,2024-07,Residential,SAN JOAQUIN,Meter Data Investigation,Low,Closed,2024-08-03,2024-08-25
SR00000495,EXC00004405,BILL00048719,ACCT004060,CUST004060,2024-11,Mining,SANTA CLARA,Account Status Review,Medium,Closed,2024-12-03,2024-12-08
SR00000496,EXC00001783,BILL00021404,ACCT001784,CUST001784,2024-08,Residential,ALAMEDA,Missing Read Investigation,Medium,Closed,2024-09-03,2024-09-14
SR00000497,EXC00001868,BILL00022133,ACCT001845,CUST001845,2024-05,Industrial,CALAVERAS,Account Status Review,Medium,Closed,2024-06-03,2024-06-15
SR00000498,EXC00003099,BILL00035476,ACCT002957,CUST002957,2024-04,Residential,FRESNO,Account Status Review,High,Closed,2024-05-03,2024-05-07
SR00000499,EXC00003270,BILL00036516,ACCT003043,CUST003043,2024-12,Residential,CONTRA COSTA,Account Status Review,Low,Closed,2025-01-03,2025-01-13
SR00000500,EXC00001989,BILL00023408,ACCT001951,CUST001951,2024-08,Residential,MADERA,Account Status Review,Medium,Closed,2024-09-03,2024-09-07
SR00000501,EXC00003299,BILL00036715,ACCT003060,CUST003060,2024-07,Agriculture And Water Pumping,SAN FRANCISCO,Meter Data Investigation,Low,In Progress,2024-08-03,
SR00000502,EXC00003382,BILL00037303,ACCT003109,CUST003109,2024-07,Residential,SOLANO,Account Status Review,Medium,Closed,2024-08-03,2024-08-18
SR00000503,EXC00001721,BILL00020481,ACCT001707,CUST001707,2024-09,Residential,MENDOCINO,Account Status Review,Medium,Closed,2024-10-03,2024-10-19
SR00000504,EXC00004202,BILL00046226,ACCT003853,CUST003853,2024-02,Residential,CONTRA COSTA,Account Status Review,Low,In Progress,2024-03-03,
SR00000505,EXC00002417,BILL00027506,ACCT002293,CUST002293,2024-02,Residential,SANTA CLARA,Account Status Review,High,Closed,2024-03-03,2024-03-06
SR00000506,EXC00003849,BILL00043009,ACCT003585,CUST003585,2024-01,Residential,KERN,Meter Data Investigation,Medium,Closed,2024-02-03,2024-02-06
SR00000507,EXC00002253,BILL00025703,ACCT002142,CUST002142,2024-11,Residential,SANTA CLARA,Account Status Review,Medium,Closed,2024-12-03,2024-12-15
SR00000508,EXC00001481,BILL00017675,ACCT001473,CUST001473,2024-11,Commercial,SANTA BARBARA,Account Status Review,Medium,In Progress,2024-12-03,
SR00000509,EXC00001407,BILL00016665,ACCT001389,CUST001389,2024-09,Agriculture And Water Pumping,ALAMEDA,Account Status Review,Low,Open,2024-10-03,
SR00000510,EXC00003128,BILL00035693,ACCT002975,CUST002975,2024-05,Residential,PLACER,Account Status Review,Medium,Closed,2024-06-03,2024-06-15
SR00000511,EXC00002415,BILL00027475,ACCT002290,CUST002290,2024-07,Residential,SAN JOAQUIN,Missing Read Investigation,High,In Progress,2024-08-03,
SR00000512,EXC00004467,BILL00049120,ACCT004094,CUST004094,2024-04,Industrial,FRESNO,Account Status Review,Medium,Closed,2024-05-03,2024-05-09
SR00000513,EXC00005380,BILL00059647,ACCT004971,CUST004971,2024-07,Residential,CONTRA COSTA,Account Status Review,Medium,Closed,2024-08-03,2024-08-25
SR00000514,EXC00002116,BILL00024515,ACCT002043,CUST002043,2024-11,Residential,SANTA BARBARA,Meter Data Investigation,Low,In Progress,2024-12-03,
SR00000515,EXC00000229,BILL00003167,ACCT000264,CUST000264,2024-11,Residential,CONTRA COSTA,Account Status Review,Medium,Closed,2024-12-03,2024-12-19
SR00000516,EXC00003868,BILL00043141,ACCT003596,CUST003596,2024-01,Residential,SAN FRANCISCO,Missing Read Investigation,Low,Closed,2024-02-03,2024-02-06
SR00000517,EXC00004769,BILL00052398,ACCT004367,CUST004367,2024-06,Residential,PLACER,Account Status Review,High,Cancelled,2024-07-03,2024-07-07
SR00000518,EXC00003502,BILL00038364,ACCT003197,CUST003197,2024-12,Industrial,FRESNO,Account Status Review,Medium,Closed,2025-01-03,2025-01-06
SR00000519,EXC00001565,BILL00018599,ACCT001550,CUST001550,2024-11,Residential,KERN,Account Status Review,Medium,In Progress,2024-12-03,
SR00000520,EXC00004113,BILL00045367,ACCT003781,CUST003781,2024-07,Residential,SANTA CLARA,Account Status Review,Low,Open,2024-08-03,
SR00000521,EXC00000018,BILL00000258,ACCT000022,CUST000022,2024-06,Residential,KERN,Missing Read Investigation,Low,Closed,2024-07-03,2024-07-06
SR00000522,EXC00001438,BILL00017185,ACCT001433,CUST001433,2024-01,Residential,MONTEREY,Account Status Review,Low,Cancelled,2024-02-03,2024-02-23
SR00000523,EXC00002755,BILL00030214,ACCT002518,CUST002518,2024-10,Residential,ALAMEDA,Account Status Review,High,In Progress,2024-11-03,
SR00000524,EXC00001486,BILL00017736,ACCT001478,CUST001478,2024-12,Residential,SANTA CLARA,Meter Data Investigation,High,Closed,2025-01-03,2025-01-06
SR00000525,EXC00000444,BILL00005424,ACCT000452,CUST000452,2024-12,Residential,ALAMEDA,Account Status Review,Low,Closed,2025-01-03,2025-01-19
SR00000526,EXC00000735,BILL00008606,ACCT000718,CUST000718,2024-02,Agriculture And Water Pumping,ALAMEDA,Missing Read Investigation,Medium,Cancelled,2024-03-03,2024-03-27
SR00000527,EXC00000038,BILL00000568,ACCT000048,CUST000048,2024-04,Residential,PLACER,Missing Read Investigation,High,Closed,2024-05-03,2024-05-22
SR00000528,EXC00001633,BILL00019692,ACCT001641,CUST001641,2024-12,Residential,MADERA,Account Status Review,Low,In Progress,2025-01-03,
SR00000529,EXC00002571,BILL00028856,ACCT002405,CUST002405,2024-08,Residential,SAN MATEO,Account Status Review,Medium,Cancelled,2024-09-03,2024-09-12
SR00000530,EXC00004401,BILL00048715,ACCT004060,CUST004060,2024-07,Mining,SANTA CLARA,Account Status Review,High,Closed,2024-08-03,2024-08-16
SR00000531,EXC00004287,BILL00047427,ACCT003953,CUST003953,2024-03,Agriculture And Water Pumping,CONTRA COSTA,Account Status Review,Medium,Closed,2024-04-03,2024-04-18
SR00000532,EXC00004735,BILL00052231,ACCT004353,CUST004353,2024-07,Residential,MONTEREY,Meter Data Investigation,Medium,Closed,2024-08-03,2024-08-30
SR00000533,EXC00004457,BILL00049087,ACCT004091,CUST004091,2024-07,Residential,KERN,Account Status Review,High,Closed,2024-08-03,2024-08-26
SR00000534,EXC00001974,BILL00023263,ACCT001939,CUST001939,2024-07,Residential,KERN,Meter Data Investigation,Low,In Progress,2024-08-03,
SR00000535,EXC00001401,BILL00016659,ACCT001389,CUST001389,2024-03,Agriculture And Water Pumping,ALAMEDA,Account Status Review,High,Closed,2024-04-03,2024-04-15
SR00000536,EXC00002303,BILL00026549,ACCT002213,CUST002213,2024-05,Residential,ALAMEDA,Account Status Review,Medium,Closed,2024-06-03,2024-06-14
SR00000537,EXC00005285,BILL00058163,ACCT004847,CUST004847,2024-11,Industrial,SAN JOAQUIN,Missing Read Investigation,Medium,Closed,2024-12-03,2024-12-05
SR00000538,EXC00003660,BILL00040292,ACCT003358,CUST003358,2024-08,Residential,PLACER,Account Status Review,Low,Closed,2024-09-03,2024-09-21
SR00000539,EXC00001074,BILL00013547,ACCT001129,CUST001129,2024-11,Residential,SANTA CLARA,Missing Read Investigation,High,Cancelled,2024-12-03,2024-12-26
SR00000540,EXC00002093,BILL00024209,ACCT002018,CUST002018,2024-05,Commercial,SANTA CLARA,Meter Data Investigation,Medium,Closed,2024-06-03,2024-06-17
SR00000541,EXC00000812,BILL00009871,ACCT000823,CUST000823,2024-07,Residential,FRESNO,Account Status Review,High,Closed,2024-08-03,2024-09-01
SR00000542,EXC00003668,BILL00040354,ACCT003363,CUST003363,2024-10,Residential,ALAMEDA,Meter Data Investigation,Low,Closed,2024-11-03,2024-11-20
SR00000543,EXC00000089,BILL00001094,ACCT000092,CUST000092,2024-02,Residential,CONTRA COSTA,Missing Read Investigation,Low,In Progress,2024-03-03,
SR00000544,EXC00005115,BILL00055915,ACCT004660,CUST004660,2024-07,Residential,SAN JOAQUIN,Account Status Review,Low,Closed,2024-08-03,2024-08-30
SR00000545,EXC00001537,BILL00018372,ACCT001531,CUST001531,2024-12,Residential,SAN FRANCISCO,Account Status Review,Low,Closed,2025-01-03,2025-01-20
SR00000546,EXC00000627,BILL00007777,ACCT000649,CUST000649,2024-01,Residential,SANTA CRUZ,Account Status Review,High,Open,2024-02-03,
SR00000547,EXC00003376,BILL00037297,ACCT003109,CUST003109,2024-01,Residential,SOLANO,Account Status Review,Medium,Open,2024-02-03,
SR00000548,EXC00002349,BILL00026829,ACCT002236,CUST002236,2024-09,Residential,KERN,Account Status Review,Low,Closed,2024-10-03,2024-10-31
SR00000549,EXC00000894,BILL00011379,ACCT000949,CUST000949,2024-03,Commercial,FRESNO,Missing Read Investigation,High,Closed,2024-04-03,2024-04-16
SR00000550,EXC00001033,BILL00012967,ACCT001081,CUST001081,2024-07,Residential,KERN,Account Status Review,Low,Closed,2024-08-03,2024-08-04
