customer_id,customer_segment,county,customer_status,customer_start_date
CUST001122,Agriculture And Water Pumping,SANTA CLARA,Active,2023-03-31
CUST001123,Commercial,CONTRA COSTA,Active,2018-04-23
CUST001124,Commercial,YUBA,Active,2023-07-23
CUST001125,Residential,SAN JOAQUIN,Active,2015-02-06
CUST001126,Residential,MERCED,Active,2020-01-03
CUST001127,Residential,KERN,Active,2023-05-19
CUST001128,Residential,ALAMEDA,Active,2024-02-24
CUST001129,Residential,SANTA CLARA,Active,2022-12-20
CUST001130,Residential,ALAMEDA,Active,2022-08-11
CUST001131,Residential,MARIN,Active,2024-10-19
CUST001132,Residential,MADERA,Active,2018-06-05
CUST001133,Residential,PLACER,Active,2024-07-31
CUST001134,Residential,SANTA CLARA,Active,2017-03-20
CUST001135,Residential,CONTRA COSTA,Active,2023-05-31
CUST001136,Residential,SANTA CLARA,Active,2015-01-23
CUST001137,Commercial,KERN,Active,2019-03-07
CUST001138,Residential,TUOLUMNE,Active,2024-08-20
CUST001139,Residential,SANTA BARBARA,Active,2017-03-06
CUST001140,Residential,SAN JOAQUIN,Pending Close,2016-05-10
CUST001141,Commercial,KERN,Active,2017-06-18
CUST001142,Residential,SAN MATEO,Inactive,2016-02-29
CUST001143,Residential,SANTA CLARA,Active,2022-07-10
CUST001144,Residential,MONTEREY,Active,2020-08-27
CUST001145,Residential,MERCED,Active,2020-06-05
CUST001146,Commercial,SANTA CLARA,Active,2019-01-08
CUST001147,Commercial,KERN,Active,2024-12-11
CUST001148,Residential,KERN,Active,2024-12-09
CUST001149,Commercial,SANTA CRUZ,Active,2022-04-28
CUST001150,Commercial,NAPA,Active,2023-07-08
CUST001151,Residential,SAN FRANCISCO,Active,2018-05-18
CUST001152,Commercial,PLACER,Active,2019-12-03
CUST001153,Residential,CONTRA COSTA,Active,2021-03-08
CUST001154,Residential,CONTRA COSTA,Active,2016-07-18
CUST001155,Residential,SANTA CLARA,Active,2023-04-08
CUST001156,Residential,CONTRA COSTA,Active,2018-07-28
CUST001157,Residential,SOLANO,Inactive,2020-01-31
CUST001158,Commercial,SOLANO,Active,2015-05-13
CUST001159,Commercial,SANTA CLARA,Active,2016-03-24
CUST001160,Residential,SAN JOAQUIN,Active,2021-04-30
CUST001161,Commercial,SANTA CLARA,Active,2020-01-05
CUST001162,Residential,ALAMEDA,Active,2020-11-28
CUST001163,Residential,ALAMEDA,Active,2024-12-05
CUST001164,Residential,MARIN,Active,2017-04-29
CUST001165,Residential,ALAMEDA,Active,2018-06-15
CUST001166,Commercial,KERN,Active,2019-01-20
CUST001167,Commercial,KERN,Active,2017-06-19
CUST001168,Residential,SHASTA,Active,2017-01-28
CUST001169,Residential,CONTRA COSTA,Active,2019-03-20
CUST001170,Residential,SANTA CLARA,Active,2020-03-14
CUST001171,Residential,CONTRA COSTA,Active,2022-12-18
CUST001172,"Transportation, Communications, & Utilities",SANTA CRUZ,Active,2023-01-23
CUST001173,Residential,CONTRA COSTA,Inactive,2017-05-11
CUST001174,Residential,SAN JOAQUIN,Active,2020-01-22
CUST001175,Residential,KERN,Inactive,2023-11-19
CUST001176,Residential,PLACER,Active,2021-02-18
CUST001177,Residential,SAN FRANCISCO,Active,2016-05-29
CUST001178,Residential,SANTA CLARA,Inactive,2022-10-08
CUST001179,Residential,SANTA CLARA,Active,2017-08-25
CUST001180,Residential,ALAMEDA,Active,2019-05-11
CUST001181,Agriculture And Water Pumping,SAN LUIS OBISPO,Active,2024-07-12
CUST001182,Residential,SANTA CLARA,Active,2015-03-25
CUST001183,Residential,SANTA CLARA,Active,2017-03-08
CUST001184,Industrial,KINGS,Active,2020-10-28
CUST001185,Residential,CONTRA COSTA,Active,2019-05-21
CUST001186,Industrial,SAN JOAQUIN,Pending Close,2023-12-25
CUST001187,Residential,MERCED,Active,2016-06-05
CUST001188,Residential,ALAMEDA,Active,2018-05-07
CUST001189,Residential,SANTA CLARA,Active,2019-05-14
CUST001190,Residential,SANTA CLARA,Active,2015-08-22
CUST001191,Residential,FRESNO,Active,2020-01-17
CUST001192,Residential,SANTA BARBARA,Active,2021-04-10
CUST001193,Residential,MERCED,Active,2018-11-17
CUST001194,Residential,AMADOR,Active,2019-05-09
CUST001195,Residential,FRESNO,Active,2019-01-09
CUST001196,Commercial,SANTA CLARA,Active,2022-12-06
CUST001197,Agriculture And Water Pumping,ALAMEDA,Active,2016-01-28
CUST001198,Agriculture And Water Pumping,SAN JOAQUIN,Active,2015-01-09
CUST001199,Residential,SANTA CLARA,Active,2016-09-04
CUST001200,Residential,CONTRA COSTA,Inactive,2020-04-27
CUST001201,Residential,FRESNO,Active,2022-10-25
CUST001202,Residential,KERN,Active,2016-12-15
CUST001203,Residential,YOLO,Active,2020-04-11
CUST001204,Residential,SANTA BARBARA,Active,2023-10-30
CUST001205,Residential,SANTA CLARA,Active,2015-04-20
CUST001206,Residential,NAPA,Active,2017-04-13
CUST001207,Residential,ALAMEDA,Active,2015-09-23
CUST001208,Residential,SAN MATEO,Active,2018-10-28
CUST001209,Residential,KERN,Active,2023-10-29
CUST001210,Streetlighting,CONTRA COSTA,Active,2020-07-24
CUST001211,Residential,KERN,Active,2017-09-02
CUST001212,Residential,SANTA CLARA,Active,2019-06-07
CUST001213,Residential,KERN,Active,2017-08-12
CUST001214,Residential,SAN MATEO,Active,2024-07-18
CUST001215,Residential,MERCED,Active,2023-02-02
CUST001216,Residential,SAN JOAQUIN,Active,2019-07-28
CUST001217,Residential,SANTA CLARA,Active,2018-09-11
CUST001218,Residential,SAN MATEO,Active,2022-06-12
CUST001219,Residential,MARIN,Active,2019-04-24
CUST001220,Residential,SANTA CLARA,Active,2021-02-01
CUST001221,Agriculture And Water Pumping,SAN JOAQUIN,Active,2022-01-16
CUST001222,Residential,FRESNO,Active,2024-04-09
CUST001223,Residential,SANTA CLARA,Active,2023-08-05
CUST001224,Industrial,SAN MATEO,Active,2023-03-19
CUST001225,Residential,SANTA CLARA,Active,2024-12-03
CUST001226,Residential,SANTA CRUZ,Active,2023-11-30
CUST001227,Residential,SANTA CLARA,Active,2017-11-24
CUST001228,Residential,SHASTA,Inactive,2020-05-11
CUST001229,"Transportation, Communications, & Utilities",MERCED,Active,2021-12-27
CUST001230,Residential,KERN,Active,2017-04-28
CUST001231,Commercial,SAN FRANCISCO,Active,2017-08-20
CUST001232,Residential,YOLO,Active,2019-12-31
CUST001233,Residential,SAN FRANCISCO,Active,2023-08-14
CUST001234,Residential,SANTA CLARA,Active,2021-11-24
CUST001235,Residential,MARIN,Active,2022-01-14
CUST001236,Residential,SAN JOAQUIN,Active,2023-01-06
CUST001237,Commercial,SANTA BARBARA,Active,2024-03-08
CUST001238,Residential,SANTA BARBARA,Active,2024-11-16
CUST001239,Agriculture And Water Pumping,MONTEREY,Active,2021-05-10
CUST001240,Residential,SONOMA,Active,2024-11-19
CUST001241,Commercial,YOLO,Active,2020-10-02
CUST001242,Residential,SANTA CLARA,Active,2023-07-24
CUST001243,Residential,SAN FRANCISCO,Active,2017-06-06
CUST001244,Commercial,SOLANO,Active,2017-01-14
CUST001245,Residential,MADERA,Active,2021-05-13
CUST001246,Residential,SAN LUIS OBISPO,Active,2024-08-15
CUST001247,Residential,SANTA CLARA,Active,2023-01-09
CUST001248,Residential,MERCED,Active,2018-12-12
CUST001249,Commercial,FRESNO,Active,2022-05-03
CUST001250,Residential,SANTA CLARA,Active,2018-06-02
CUST001251,Commercial,KERN,Active,2022-03-02
CUST001252,Residential,SANTA CLARA,Active,2024-02-09
CUST001253,Residential,SAN MATEO,Active,2015-06-25
CUST001254,Residential,CONTRA COSTA,Active,2016-07-19
CUST001255,Residential,KERN,Active,2023-10-23
CUST001256,Residential,SAN FRANCISCO,Inactive,2022-09-19
CUST001257,Residential,SANTA CRUZ,Active,2019-08-15
CUST001258,Residential,FRESNO,Active,2018-11-09
CUST001259,Residential,SAN JOAQUIN,Active,2015-09-19
CUST001260,Residential,SANTA CLARA,Active,2016-06-14
CUST001261,Residential,SANTA CLARA,Active,2020-02-21
CUST001262,Commercial,BUTTE,Active,2018-10-26
CUST001263,Residential,SANTA CLARA,Active,2019-09-03
CUST001264,Residential,KINGS,Active,2023-01-17
CUST001265,Residential,SAN JOAQUIN,Active,2018-05-05
CUST001266,Residential,KERN,Active,2017-08-05
CUST001267,Residential,SHASTA,Active,2016-08-07
CUST001268,Residential,SANTA CLARA,Active,2022-11-02
CUST001269,Residential,ALAMEDA,Active,2019-06-09
CUST001270,Residential,SANTA BARBARA,Active,2024-03-09
CUST001271,Residential,SAN MATEO,Active,2021-06-07
CUST001272,Commercial,MENDOCINO,Active,2018-03-01
CUST001273,Residential,CONTRA COSTA,Active,2023-09-27
CUST001274,Residential,SAN FRANCISCO,Active,2019-10-18
CUST001275,Residential,NEVADA,Active,2023-10-13
CUST001276,Residential,SANTA BARBARA,Active,2022-04-29
CUST001277,Residential,ALAMEDA,Active,2022-03-05
CUST001278,"Transportation, Communications, & Utilities",SAN MATEO,Active,2022-01-20
CUST001279,Residential,SAN JOAQUIN,Active,2020-09-12
CUST001280,Residential,SANTA CLARA,Active,2016-06-15
CUST001281,Residential,SAN JOAQUIN,Active,2018-05-16
CUST001282,Residential,SAN FRANCISCO,Active,2020-06-16
CUST001283,Residential,MADERA,Inactive,2019-08-25
CUST001284,Residential,FRESNO,Active,2024-03-24
CUST001285,Residential,SANTA CLARA,Active,2019-03-26
CUST001286,Residential,SAN FRANCISCO,Active,2023-09-01
CUST001287,Residential,MONTEREY,Inactive,2018-12-08
CUST001288,Residential,KERN,Active,2016-01-06
CUST001289,Residential,KINGS,Active,2016-02-13
CUST001290,Residential,KERN,Active,2018-11-07
CUST001291,Residential,SANTA CLARA,Active,2024-08-13
CUST001292,Residential,KERN,Active,2020-03-16
CUST001293,Residential,NAPA,Active,2019-01-10
CUST001294,Residential,ALAMEDA,Active,2016-09-08
CUST001295,Commercial,MONTEREY,Active,2015-03-12
CUST001296,Residential,MONTEREY,Active,2015-03-25
CUST001297,Residential,SAN MATEO,Active,2021-03-06
CUST001298,Residential,SANTA CLARA,Active,2015-09-16
CUST001299,Residential,SOLANO,Active,2024-01-24
CUST001300,Residential,ALAMEDA,Active,2018-08-18
CUST001301,Residential,MERCED,Active,2024-01-17
CUST001302,Industrial,KERN,Active,2017-07-20
CUST001303,Residential,KERN,Active,2021-05-18
CUST001304,Residential,MERCED,Active,2016-01-29
CUST001305,Residential,KERN,Active,2021-10-01
CUST001306,Commercial,KERN,Active,2023-12-22
CUST001307,Residential,MARIN,Inactive,2024-02-18
CUST001308,Commercial,SAN MATEO,Active,2018-08-27
CUST001309,Residential,PLACER,Active,2022-12-16
CUST001310,Commercial,SAN JOAQUIN,Active,2020-04-13
CUST001311,Residential,SAN MATEO,Active,2019-09-17
CUST001312,Commercial,PLACER,Active,2016-09-17
CUST001313,Residential,FRESNO,Active,2023-08-17
CUST001314,Commercial,ALAMEDA,Inactive,2020-03-07
CUST001315,Residential,ALAMEDA,Inactive,2024-05-06
CUST001316,Residential,TUOLUMNE,Active,2020-01-11
CUST001317,Residential,SOLANO,Active,2016-07-15
CUST001318,Residential,SAN FRANCISCO,Active,2022-11-19
CUST001319,Residential,SANTA BARBARA,Active,2023-09-02
CUST001320,Residential,CONTRA COSTA,Inactive,2019-11-29
CUST001321,Residential,EL DORADO,Active,2017-07-29
CUST001322,Residential,KERN,Active,2024-05-15
CUST001323,Commercial,SAN FRANCISCO,Active,2020-10-10
CUST001324,Residential,SAN MATEO,Active,2018-03-11
CUST001325,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive,2020-02-09
CUST001326,Residential,SANTA CLARA,Active,2022-08-13
CUST001327,Residential,NAPA,Active,2020-03-06
CUST001328,Residential,KERN,Active,2023-09-18
CUST001329,Residential,KERN,Active,2019-06-28
CUST001330,Residential,CONTRA COSTA,Active,2019-03-31
CUST001331,Residential,CONTRA COSTA,Active,2017-02-20
CUST001332,Residential,FRESNO,Active,2019-08-22
CUST001333,Residential,PLACER,Active,2023-11-03
CUST001334,Streetlighting,KERN,Active,2022-01-30
CUST001335,Agriculture And Water Pumping,ALAMEDA,Active,2016-08-19
CUST001336,Residential,SOLANO,Active,2020-08-18
CUST001337,Residential,SANTA CLARA,Active,2021-05-12
CUST001338,Residential,SANTA CLARA,Active,2021-03-24
CUST001339,Residential,KERN,Active,2021-02-11
CUST001340,Residential,ALAMEDA,Active,2022-03-23
CUST001341,Residential,ALAMEDA,Active,2024-01-01
CUST001342,Residential,SANTA BARBARA,Active,2021-10-16
CUST001343,Commercial,SANTA BARBARA,Active,2022-03-01
CUST001344,Residential,SAN JOAQUIN,Active,2022-05-27
CUST001345,Residential,KERN,Active,2015-12-22
CUST001346,Residential,CONTRA COSTA,Inactive,2022-11-30
CUST001347,Residential,ALAMEDA,Inactive,2020-08-02
CUST001348,Residential,HUMBOLDT,Active,2016-01-27
CUST001349,"Transportation, Communications, & Utilities",SAN LUIS OBISPO,Active,2016-08-01
CUST001350,Residential,FRESNO,Active,2024-02-29
CUST001351,Commercial,CONTRA COSTA,Active,2024-10-05
CUST001352,Residential,PLACER,Active,2019-06-29
CUST001353,Residential,CONTRA COSTA,Active,2024-08-23
CUST001354,Residential,SAN FRANCISCO,Active,2021-10-03
CUST001355,Residential,YOLO,Active,2020-07-01
CUST001356,Commercial,KINGS,Active,2019-09-20
CUST001357,Commercial,PLACER,Active,2015-06-13
CUST001358,Residential,KERN,Active,2022-09-27
CUST001359,Residential,PLUMAS,Active,2024-12-13
CUST001360,Residential,FRESNO,Active,2016-09-29
CUST001361,Commercial,CONTRA COSTA,Active,2023-11-29
CUST001362,Residential,KERN,Active,2024-04-04
CUST001363,Residential,ALAMEDA,Active,2020-08-26
CUST001364,Residential,KERN,Active,2021-10-29
CUST001365,Residential,KERN,Active,2015-06-19
CUST001366,Residential,SAN FRANCISCO,Active,2024-03-05
CUST001367,Residential,SAN MATEO,Active,2015-12-06
CUST001368,Commercial,SANTA CLARA,Pending Close,2016-12-26
CUST001369,Residential,KERN,Active,2024-10-30
CUST001370,Residential,SAN JOAQUIN,Active,2020-04-17
CUST001371,Agriculture And Water Pumping,FRESNO,Active,2017-10-31
CUST001372,Residential,SAN MATEO,Active,2024-11-04
CUST001373,Commercial,TUOLUMNE,Active,2019-07-04
CUST001374,Residential,YOLO,Active,2015-05-13
CUST001375,Residential,SANTA CLARA,Active,2023-01-27
CUST001376,Commercial,CONTRA COSTA,Active,2022-05-11
CUST001377,Residential,SOLANO,Active,2023-10-25
CUST001378,Residential,SAN JOAQUIN,Active,2024-12-16
CUST001379,Residential,KINGS,Active,2017-04-02
CUST001380,Residential,SONOMA,Active,2017-08-11
CUST001381,Residential,SAN LUIS OBISPO,Active,2020-10-27
CUST001382,Residential,PLACER,Active,2015-12-12
CUST001383,Agriculture And Water Pumping,CONTRA COSTA,Active,2016-08-31
CUST001384,Residential,ALAMEDA,Active,2024-02-03
CUST001385,Residential,KERN,Active,2016-09-30
CUST001386,Residential,SANTA CRUZ,Active,2024-11-22
CUST001387,Residential,SAN FRANCISCO,Active,2017-11-13
CUST001388,Residential,SOLANO,Active,2019-02-03
CUST001389,Agriculture And Water Pumping,ALAMEDA,Pending Close,2018-05-09
CUST001390,Residential,SAN FRANCISCO,Active,2020-12-18
CUST001391,Residential,SANTA CLARA,Active,2021-07-31
CUST001392,Residential,KERN,Active,2023-03-11
CUST001393,Residential,SOLANO,Active,2015-05-30
CUST001394,Residential,FRESNO,Active,2019-03-30
CUST001395,Residential,SHASTA,Active,2018-08-20
CUST001396,Commercial,ALAMEDA,Active,2019-04-14
CUST001397,Residential,KERN,Active,2015-02-19
CUST001398,Residential,ALAMEDA,Active,2021-11-16
CUST001399,Residential,KERN,Active,2024-01-25
CUST001400,Residential,BUTTE,Active,2019-02-14
CUST001401,Residential,FRESNO,Active,2021-11-07
CUST001402,Residential,MONTEREY,Active,2024-03-08
CUST001403,Residential,SANTA CLARA,Active,2015-12-01
CUST001404,Residential,MONTEREY,Active,2018-10-07
CUST001405,Residential,CONTRA COSTA,Active,2016-10-29
CUST001406,Residential,SONOMA,Active,2019-07-31
CUST001407,Commercial,ALAMEDA,Active,2021-07-02
CUST001408,Commercial,ALAMEDA,Active,2017-10-12
CUST001409,Residential,KERN,Active,2015-12-02
CUST001410,Commercial,SUTTER,Active,2016-10-27
CUST001411,Residential,CONTRA COSTA,Active,2023-05-01
CUST001412,Residential,SAN MATEO,Active,2015-03-22
CUST001413,Residential,BUTTE,Active,2020-11-04
CUST001414,Residential,KERN,Active,2019-12-05
CUST001415,Residential,SANTA CLARA,Active,2015-09-15
CUST001416,Industrial,KERN,Active,2017-09-17
CUST001417,Residential,KERN,Active,2015-07-04
CUST001418,Residential,YOLO,Active,2019-09-12
CUST001419,Residential,MADERA,Active,2022-07-08
CUST001420,Industrial,KERN,Active,2015-05-03
CUST001421,Residential,SHASTA,Active,2023-09-03
CUST001422,Residential,KERN,Active,2016-08-27
CUST001423,Residential,CONTRA COSTA,Inactive,2022-01-06
CUST001424,Residential,ALAMEDA,Active,2017-06-22
CUST001425,"Transportation, Communications, & Utilities",KERN,Active,2024-08-15
CUST001426,Agriculture And Water Pumping,SANTA CLARA,Active,2019-03-18
CUST001427,Residential,NAPA,Active,2020-06-04
CUST001428,Agriculture And Water Pumping,MERCED,Active,2018-10-26
CUST001429,Residential,ALAMEDA,Active,2021-06-10
CUST001430,Commercial,NEVADA,Active,2024-05-21
CUST001431,Residential,FRESNO,Active,2023-10-25
CUST001432,Residential,SUTTER,Active,2018-08-01
CUST001433,Residential,MONTEREY,Inactive,2022-05-28
CUST001434,Residential,PLACER,Active,2020-02-09
CUST001435,Residential,MERCED,Active,2020-04-25
CUST001436,Residential,SAN FRANCISCO,Active,2021-04-28
CUST001437,Residential,SAN FRANCISCO,Active,2019-05-17
CUST001438,Residential,SANTA CLARA,Active,2016-05-05
CUST001439,Residential,SANTA CLARA,Active,2022-08-17
CUST001440,Residential,PLACER,Active,2017-11-20
CUST001441,Agriculture And Water Pumping,ALAMEDA,Active,2016-12-02
CUST001442,Residential,CONTRA COSTA,Active,2023-01-13
CUST001443,Residential,FRESNO,Active,2018-07-15
CUST001444,Residential,CONTRA COSTA,Active,2020-08-21
CUST001445,Commercial,SAN LUIS OBISPO,Active,2018-04-29
CUST001446,Residential,PLACER,Active,2018-11-24
CUST001447,Residential,KINGS,Active,2019-04-10
CUST001448,Commercial,KERN,Active,2020-04-25
CUST001449,Industrial,CONTRA COSTA,Active,2020-11-08
CUST001450,Residential,SAN FRANCISCO,Active,2016-08-22
CUST001451,Residential,SAN JOAQUIN,Active,2024-10-12
CUST001452,Residential,YUBA,Active,2019-12-15
CUST001453,Commercial,KERN,Active,2021-06-06
CUST001454,Residential,ALAMEDA,Active,2018-02-08
CUST001455,Residential,SONOMA,Pending Close,2015-03-21
CUST001456,Industrial,SANTA CLARA,Active,2017-04-15
CUST001457,Residential,EL DORADO,Active,2016-10-13
CUST001458,Residential,KERN,Active,2021-10-16
CUST001459,Residential,CONTRA COSTA,Active,2016-02-21
CUST001460,Residential,SAN MATEO,Active,2023-12-30
CUST001461,Residential,ALAMEDA,Active,2019-01-10
CUST001462,Residential,FRESNO,Active,2020-08-27
CUST001463,Residential,NAPA,Active,2017-12-13
CUST001464,Residential,ALAMEDA,Active,2020-03-18
CUST001465,Streetlighting,SAN JOAQUIN,Active,2017-01-15
CUST001466,Residential,CONTRA COSTA,Active,2020-06-25
CUST001467,"Transportation, Communications, & Utilities",PLACER,Active,2015-08-28
CUST001468,Residential,CONTRA COSTA,Active,2022-12-03
CUST001469,Commercial,TUOLUMNE,Active,2020-04-28
CUST001470,Residential,MERCED,Active,2021-10-01
CUST001471,Residential,FRESNO,Active,2017-05-05
CUST001472,Residential,SAN JOAQUIN,Active,2024-09-27
CUST001473,Commercial,SANTA BARBARA,Pending Close,2024-08-16
CUST001474,Residential,KINGS,Active,2024-12-16
CUST001475,Residential,FRESNO,Active,2022-03-31
CUST001476,Residential,YOLO,Active,2019-12-02
CUST001477,Commercial,PLACER,Active,2019-11-07
CUST001478,Residential,SANTA CLARA,Active,2023-09-30
CUST001479,Commercial,PLACER,Active,2016-02-24
CUST001480,Residential,SANTA CLARA,Active,2024-12-16
CUST001481,Commercial,SAN LUIS OBISPO,Active,2021-03-13
CUST001482,Residential,KERN,Active,2024-07-23
CUST001483,Residential,SANTA CRUZ,Active,2016-12-09
CUST001484,Residential,CONTRA COSTA,Active,2022-02-11
CUST001485,Residential,SANTA CLARA,Active,2023-04-02
CUST001486,Residential,KERN,Active,2024-01-13
CUST001487,Residential,NAPA,Active,2024-01-22
CUST001488,Residential,KERN,Active,2019-07-26
CUST001489,Residential,KERN,Active,2018-09-15
CUST001490,Residential,FRESNO,Active,2020-07-28
CUST001491,Residential,SAN LUIS OBISPO,Inactive,2022-11-20
CUST001492,Residential,ALAMEDA,Active,2024-09-10
CUST001493,Residential,KERN,Active,2016-11-10
CUST001494,Residential,SANTA CLARA,Active,2016-05-01
CUST001495,Residential,KINGS,Active,2024-11-29
CUST001496,Residential,SANTA CLARA,Active,2024-12-29
CUST001497,Residential,MARIN,Active,2016-09-14
CUST001498,Residential,CONTRA COSTA,Active,2018-12-09
CUST001499,Residential,SANTA CLARA,Active,2015-08-07
CUST001500,Commercial,MERCED,Pending Close,2022-07-31
CUST001501,Residential,SANTA CLARA,Active,2021-08-25
CUST001502,Residential,SANTA CLARA,Active,2020-11-04
CUST001503,Residential,KERN,Active,2019-01-24
CUST001504,Residential,CONTRA COSTA,Active,2022-11-02
CUST001505,Residential,SANTA CLARA,Active,2021-09-24
CUST001506,Residential,SAN JOAQUIN,Active,2016-11-21
CUST001507,Residential,MERCED,Active,2020-07-22
CUST001508,Residential,YOLO,Active,2017-10-09
CUST001509,Residential,BUTTE,Active,2022-01-16
CUST001510,Residential,FRESNO,Active,2016-03-22
CUST001511,Commercial,CONTRA COSTA,Active,2021-06-05
CUST001512,Residential,MERCED,Active,2021-09-21
CUST001513,Agriculture And Water Pumping,SAN JOAQUIN,Active,2016-01-10
CUST001514,Residential,SAN JOAQUIN,Active,2021-03-30
CUST001515,Residential,KERN,Active,2020-04-06
CUST001516,Residential,ALAMEDA,Active,2016-09-29
CUST001517,Residential,SAN JOAQUIN,Active,2019-11-06
CUST001518,Commercial,SOLANO,Active,2022-05-21
CUST001519,Residential,HUMBOLDT,Active,2023-03-28
CUST001520,Industrial,SANTA CLARA,Active,2023-07-18
CUST001521,Residential,SANTA CLARA,Active,2021-02-11
CUST001522,Industrial,SANTA CLARA,Active,2023-12-21
CUST001523,Residential,MERCED,Active,2020-10-26
CUST001524,Residential,SANTA CLARA,Active,2019-02-13
CUST001525,Residential,CONTRA COSTA,Active,2024-06-19
CUST001526,Residential,YUBA,Active,2015-07-13
CUST001527,Residential,CONTRA COSTA,Active,2023-09-10
CUST001528,Residential,SAN JOAQUIN,Active,2018-10-31
CUST001529,Commercial,SAN MATEO,Active,2021-05-23
CUST001530,Residential,SAN JOAQUIN,Active,2019-02-14
CUST001531,Residential,SAN FRANCISCO,Inactive,2019-10-13
CUST001532,Residential,SONOMA,Active,2015-09-07
CUST001533,Residential,YOLO,Active,2018-05-09
CUST001534,Residential,CONTRA COSTA,Active,2016-06-19
CUST001535,Residential,GLENN,Active,2024-09-02
CUST001536,Residential,ALAMEDA,Active,2021-06-05
CUST001537,Residential,FRESNO,Active,2024-09-19
CUST001538,Residential,SONOMA,Active,2018-01-11
CUST001539,Residential,KERN,Active,2022-10-27
CUST001540,Residential,EL DORADO,Active,2016-04-02
CUST001541,Residential,SANTA CLARA,Active,2022-07-01
CUST001542,Residential,SAN JOAQUIN,Active,2024-03-23
CUST001543,Residential,KINGS,Active,2018-10-19
CUST001544,Residential,ALAMEDA,Active,2022-07-28
CUST001545,Agriculture And Water Pumping,KERN,Active,2015-02-09
CUST001546,Residential,SANTA CLARA,Active,2024-05-04
CUST001547,Commercial,SAN FRANCISCO,Active,2019-03-20
CUST001548,Residential,KERN,Inactive,2020-11-25
CUST001549,Residential,SANTA CLARA,Active,2024-04-10
CUST001550,Residential,KERN,Inactive,2023-09-21
CUST001551,Agriculture And Water Pumping,SAN MATEO,Active,2023-11-13
CUST001552,Residential,PLACER,Active,2015-09-18
CUST001553,Commercial,NEVADA,Active,2019-06-30
CUST001554,Commercial,CONTRA COSTA,Active,2018-06-01
CUST001555,Residential,MADERA,Active,2024-02-16
CUST001556,Residential,FRESNO,Active,2024-02-05
CUST001557,Residential,SAN MATEO,Active,2022-01-17
CUST001558,Residential,CONTRA COSTA,Active,2022-07-20
CUST001559,Commercial,MADERA,Active,2015-05-06
CUST001560,Commercial,MARIPOSA,Active,2018-05-14
CUST001561,Residential,ALAMEDA,Active,2023-10-17
CUST001562,Residential,ALAMEDA,Active,2023-07-31
CUST001563,Residential,SANTA CLARA,Active,2018-07-30
CUST001564,Residential,SAN FRANCISCO,Active,2020-10-02
CUST001565,Commercial,SANTA CLARA,Active,2021-07-21
CUST001566,Residential,SAN MATEO,Active,2024-11-04
CUST001567,Residential,FRESNO,Active,2015-05-16
CUST001568,Residential,SAN FRANCISCO,Active,2021-07-05
CUST001569,Residential,KERN,Active,2023-10-21
CUST001570,Residential,KERN,Active,2018-12-30
CUST001571,Residential,SAN FRANCISCO,Active,2024-03-07
CUST001572,Residential,CONTRA COSTA,Active,2015-05-16
CUST001573,Residential,SANTA CLARA,Active,2024-09-30
CUST001574,Commercial,MONTEREY,Active,2017-03-23
CUST001575,Residential,SANTA CLARA,Active,2017-05-01
CUST001576,Residential,FRESNO,Active,2019-10-11
CUST001577,Residential,YOLO,Active,2020-04-22
CUST001578,Residential,ALAMEDA,Active,2024-07-04
CUST001579,Residential,MARIN,Active,2017-05-20
CUST001580,Residential,SAN FRANCISCO,Active,2023-01-18
CUST001581,Residential,MONTEREY,Active,2019-01-12
CUST001582,Residential,SUTTER,Active,2016-09-26
CUST001583,Residential,SOLANO,Active,2019-07-10
CUST001584,Residential,SANTA CLARA,Active,2016-10-30
CUST001585,"Transportation, Communications, & Utilities",FRESNO,Active,2018-07-17
CUST001586,Residential,KERN,Active,2023-06-16
CUST001587,Residential,KERN,Active,2015-09-26
CUST001588,Residential,CONTRA COSTA,Active,2017-05-10
CUST001589,Residential,SANTA CLARA,Active,2016-04-26
CUST001590,Residential,MERCED,Active,2024-01-04
CUST001591,Residential,KERN,Active,2024-04-13
CUST001592,Mining,ALAMEDA,Active,2018-06-15
CUST001593,Residential,KERN,Active,2024-11-25
CUST001594,Residential,BUTTE,Active,2021-05-21
CUST001595,Residential,SOLANO,Active,2023-07-06
CUST001596,Residential,ALAMEDA,Active,2015-04-13
CUST001597,Residential,SANTA CLARA,Active,2018-12-24
CUST001598,Residential,ALAMEDA,Active,2017-03-02
CUST001599,Residential,YOLO,Active,2019-08-05
CUST001600,Commercial,SAN FRANCISCO,Active,2015-08-27
CUST001601,Residential,PLACER,Active,2022-08-20
CUST001602,Residential,SAN LUIS OBISPO,Active,2022-05-16
CUST001603,Residential,SAN MATEO,Inactive,2023-10-02
CUST001604,Residential,SAN JOAQUIN,Active,2019-05-08
CUST001605,Residential,PLACER,Active,2017-05-31
CUST001606,Residential,SANTA CLARA,Active,2022-04-08
CUST001607,Residential,SANTA CLARA,Active,2021-02-13
CUST001608,Commercial,PLACER,Active,2017-06-06
CUST001609,Residential,AMADOR,Active,2018-07-03
CUST001610,Residential,ALAMEDA,Active,2023-04-23
CUST001611,Commercial,MONTEREY,Active,2017-07-12
CUST001612,Residential,MADERA,Active,2017-03-04
CUST001613,Residential,ALAMEDA,Active,2022-01-21
CUST001614,Residential,CONTRA COSTA,Inactive,2016-11-06
