meter_id,account_id,meter_type,install_date,meter_status
MTR001281,ACCT001281,Smart Meter,2021-12-29,Active
MTR001282,ACCT001282,Smart Meter,2022-12-27,Active
MTR001283,ACCT001283,Smart Meter,2021-12-24,Removed
MTR001284,ACCT001284,Smart Meter,2021-03-03,Active
MTR001285,ACCT001285,Legacy Meter,2022-11-02,Active
MTR001286,ACCT001286,Smart Meter,2021-05-05,Active
MTR001287,ACCT001287,Smart Meter,2015-09-24,Removed
MTR001288,ACCT001288,Smart Meter,2021-10-27,Active
MTR001289,ACCT001289,Smart Meter,2014-11-18,Active
MTR001290,ACCT001290,Smart Meter,2023-08-08,Active
MTR001291,ACCT001291,Smart Meter,2015-07-28,Active
MTR001292,ACCT001292,Smart Meter,2018-08-21,Active
MTR001293,ACCT001293,Smart Meter,2016-11-29,Active
MTR001294,ACCT001294,Smart Meter,2024-06-22,Active
MTR001295,ACCT001295,Smart Meter,2022-07-09,Active
MTR001296,ACCT001296,Smart Meter,2018-01-16,Active
MTR001297,ACCT001297,Smart Meter,2021-12-27,Active
MTR001298,ACCT001298,Smart Meter,2022-12-06,Active
MTR001299,ACCT001299,Smart Meter,2021-08-25,Active
MTR001300,ACCT001300,Smart Meter,2022-06-14,Active
MTR001301,ACCT001301,Legacy Meter,2017-02-21,Active
MTR001302,ACCT001302,Smart Meter,2024-06-08,Active
MTR001303,ACCT001303,Smart Meter,2024-11-14,Active
MTR001304,ACCT001304,Smart Meter,2023-03-06,Active
MTR001305,ACCT001305,Smart Meter,2022-03-04,Active
MTR001306,ACCT001306,Legacy Meter,2016-08-16,Active
MTR001307,ACCT001307,Smart Meter,2014-02-17,Inactive
MTR001308,ACCT001308,Smart Meter,2020-02-15,Active
MTR001309,ACCT001309,Legacy Meter,2020-06-09,Active
MTR001310,ACCT001310,Smart Meter,2018-05-02,Active
MTR001311,ACCT001311,Smart Meter,2024-04-25,Active
MTR001312,ACCT001312,Smart Meter,2022-09-12,Active
MTR001313,ACCT001313,Legacy Meter,2020-08-13,Active
MTR001314,ACCT001314,Smart Meter,2023-10-13,Inactive
MTR001315,ACCT001315,Smart Meter,2015-04-05,Removed
MTR001316,ACCT001316,Smart Meter,2020-04-13,Active
MTR001317,ACCT001317,Smart Meter,2020-04-30,Active
MTR001318,ACCT001318,Smart Meter,2017-05-14,Active
MTR001319,ACCT001319,Smart Meter,2018-03-11,Active
MTR001320,ACCT001320,Smart Meter,2015-06-14,Inactive
MTR001321,ACCT001321,Smart Meter,2017-10-19,Active
MTR001322,ACCT001322,Smart Meter,2024-07-01,Active
MTR001323,ACCT001323,Smart Meter,2021-08-29,Active
MTR001324,ACCT001324,Smart Meter,2017-09-25,Active
MTR001325,ACCT001325,Smart Meter,2015-02-11,Inactive
MTR001326,ACCT001326,Smart Meter,2015-03-29,Active
MTR001327,ACCT001327,Smart Meter,2024-09-09,Active
MTR001328,ACCT001328,Smart Meter,2019-03-16,Active
MTR001329,ACCT001329,Smart Meter,2016-03-24,Active
MTR001330,ACCT001330,Smart Meter,2015-08-01,Active
MTR001331,ACCT001331,Smart Meter,2024-09-24,Active
MTR001332,ACCT001332,Smart Meter,2022-04-01,Active
MTR001333,ACCT001333,Smart Meter,2022-10-27,Active
MTR001334,ACCT001334,Smart Meter,2022-12-09,Active
MTR001335,ACCT001335,Smart Meter,2019-04-16,Active
MTR001336,ACCT001336,Smart Meter,2014-05-27,Active
MTR001337,ACCT001337,Legacy Meter,2015-02-10,Active
MTR001338,ACCT001338,Smart Meter,2014-07-02,Active
MTR001339,ACCT001339,Smart Meter,2022-09-13,Active
MTR001340,ACCT001340,Smart Meter,2014-08-24,Active
MTR001341,ACCT001341,Smart Meter,2015-09-30,Active
MTR001342,ACCT001342,Smart Meter,2022-03-25,Active
MTR001343,ACCT001343,Smart Meter,2014-06-28,Active
MTR001344,ACCT001344,Legacy Meter,2020-10-15,Active
MTR001345,ACCT001345,Smart Meter,2023-07-05,Active
MTR001346,ACCT001346,Smart Meter,2015-06-09,Inactive
MTR001347,ACCT001347,Smart Meter,2021-08-22,Removed
MTR001348,ACCT001348,Legacy Meter,2018-04-13,Active
MTR001349,ACCT001349,Smart Meter,2019-03-30,Active
MTR001350,ACCT001350,Legacy Meter,2020-06-28,Active
MTR001351,ACCT001351,Smart Meter,2017-07-08,Active
MTR001352,ACCT001352,Smart Meter,2018-06-24,Active
MTR001353,ACCT001353,Smart Meter,2018-09-20,Active
MTR001354,ACCT001354,Smart Meter,2020-09-12,Active
MTR001355,ACCT001355,Smart Meter,2014-12-03,Active
MTR001356,ACCT001356,Smart Meter,2023-03-26,Active
MTR001357,ACCT001357,Smart Meter,2014-04-29,Active
MTR001358,ACCT001358,Smart Meter,2018-05-01,Active
MTR001359,ACCT001359,Smart Meter,2020-09-26,Active
MTR001360,ACCT001360,Smart Meter,2015-08-03,Active
MTR001361,ACCT001361,Smart Meter,2023-06-18,Active
MTR001362,ACCT001362,Smart Meter,2023-09-22,Active
MTR001363,ACCT001363,Smart Meter,2020-06-10,Active
MTR001364,ACCT001364,Smart Meter,2024-04-12,Active
MTR001365,ACCT001365,Smart Meter,2024-10-16,Active
MTR001366,ACCT001366,Smart Meter,2014-07-15,Active
MTR001367,ACCT001367,Smart Meter,2014-11-29,Active
MTR001368,ACCT001368,Smart Meter,2022-06-19,Inactive
MTR001369,ACCT001369,Smart Meter,2015-09-15,Active
MTR001370,ACCT001370,Smart Meter,2015-10-20,Active
MTR001371,ACCT001371,Smart Meter,2015-12-05,Active
MTR001372,ACCT001372,Legacy Meter,2017-12-27,Active
MTR001373,ACCT001373,Smart Meter,2016-06-01,Active
MTR001374,ACCT001374,Smart Meter,2017-12-20,Active
MTR001375,ACCT001375,Smart Meter,2017-06-06,Active
MTR001376,ACCT001376,Smart Meter,2015-06-08,Active
MTR001377,ACCT001377,Smart Meter,2020-03-14,Active
MTR001378,ACCT001378,Smart Meter,2016-09-16,Active
MTR001379,ACCT001379,Smart Meter,2024-01-11,Active
MTR001380,ACCT001380,Smart Meter,2020-08-19,Active
MTR001381,ACCT001381,Smart Meter,2014-02-05,Active
MTR001382,ACCT001382,Smart Meter,2016-02-15,Active
MTR001383,ACCT001383,Smart Meter,2014-01-28,Active
MTR001384,ACCT001384,Smart Meter,2023-06-06,Active
MTR001385,ACCT001385,Smart Meter,2014-03-27,Active
MTR001386,ACCT001386,Smart Meter,2020-02-14,Active
MTR001387,ACCT001387,Smart Meter,2020-06-10,Active
MTR001388,ACCT001388,Smart Meter,2021-09-14,Active
MTR001389,ACCT001389,Smart Meter,2023-07-26,Inactive
MTR001390,ACCT001390,Smart Meter,2019-10-29,Active
MTR001391,ACCT001391,Smart Meter,2014-07-05,Active
MTR001392,ACCT001392,Smart Meter,2016-10-25,Active
MTR001393,ACCT001393,Smart Meter,2015-07-12,Active
MTR001394,ACCT001394,Smart Meter,2024-10-12,Active
MTR001395,ACCT001395,Smart Meter,2023-10-09,Active
MTR001396,ACCT001396,Smart Meter,2020-12-31,Active
MTR001397,ACCT001397,Smart Meter,2018-06-26,Active
MTR001398,ACCT001398,Smart Meter,2016-08-28,Active
MTR001399,ACCT001399,Smart Meter,2016-10-22,Active
MTR001400,ACCT001400,Smart Meter,2014-08-05,Active
MTR001401,ACCT001401,Legacy Meter,2023-11-18,Active
MTR001402,ACCT001402,Smart Meter,2014-09-14,Active
MTR001403,ACCT001403,Smart Meter,2024-06-03,Active
MTR001404,ACCT001404,Smart Meter,2018-01-16,Active
MTR001405,ACCT001405,Smart Meter,2017-12-18,Active
MTR001406,ACCT001406,Smart Meter,2014-11-20,Active
MTR001407,ACCT001407,Smart Meter,2023-10-11,Active
MTR001408,ACCT001408,Smart Meter,2018-05-24,Active
MTR001409,ACCT001409,Smart Meter,2020-02-23,Active
MTR001410,ACCT001410,Smart Meter,2015-05-19,Active
MTR001411,ACCT001411,Smart Meter,2023-02-26,Active
MTR001412,ACCT001412,Smart Meter,2015-11-25,Active
MTR001413,ACCT001413,Smart Meter,2016-08-16,Active
MTR001414,ACCT001414,Smart Meter,2019-08-28,Active
MTR001415,ACCT001415,Smart Meter,2019-11-25,Active
MTR001416,ACCT001416,Smart Meter,2023-11-10,Active
MTR001417,ACCT001417,Smart Meter,2014-05-05,Active
MTR001418,ACCT001418,Smart Meter,2015-04-28,Active
MTR001419,ACCT001419,Smart Meter,2024-01-14,Active
MTR001420,ACCT001420,Smart Meter,2022-06-03,Active
MTR001421,ACCT001421,Smart Meter,2021-04-28,Active
MTR001422,ACCT001422,Smart Meter,2020-07-26,Active
MTR001423,ACCT001423,Smart Meter,2014-12-17,Inactive
MTR001424,ACCT001424,Smart Meter,2015-10-11,Active
MTR001425,ACCT001425,Smart Meter,2024-08-06,Active
MTR001426,ACCT001426,Smart Meter,2022-01-27,Active
MTR001427,ACCT001427,Smart Meter,2014-08-16,Active
MTR001428,ACCT001428,Smart Meter,2019-08-26,Active
MTR001429,ACCT001429,Smart Meter,2019-01-08,Active
MTR001430,ACCT001430,Smart Meter,2015-03-01,Active
MTR001431,ACCT001431,Legacy Meter,2020-11-16,Active
MTR001432,ACCT001432,Smart Meter,2015-12-25,Active
MTR001433,ACCT001433,Smart Meter,2023-01-31,Inactive
MTR001434,ACCT001434,Smart Meter,2018-12-27,Active
MTR001435,ACCT001435,Smart Meter,2016-03-04,Active
MTR001436,ACCT001436,Legacy Meter,2014-06-26,Active
MTR001437,ACCT001437,Smart Meter,2021-02-03,Active
MTR001438,ACCT001438,Legacy Meter,2020-12-31,Active
MTR001439,ACCT001439,Smart Meter,2018-05-05,Active
MTR001440,ACCT001440,Smart Meter,2018-08-06,Active
MTR001441,ACCT001441,Smart Meter,2015-07-18,Active
MTR001442,ACCT001442,Smart Meter,2020-03-30,Active
MTR001443,ACCT001443,Smart Meter,2024-04-07,Active
MTR001444,ACCT001444,Smart Meter,2022-07-07,Active
MTR001445,ACCT001445,Smart Meter,2020-12-13,Active
MTR001446,ACCT001446,Smart Meter,2016-10-13,Active
MTR001447,ACCT001447,Smart Meter,2015-03-20,Active
MTR001448,ACCT001448,Legacy Meter,2019-08-30,Active
MTR001449,ACCT001449,Smart Meter,2024-01-31,Active
MTR001450,ACCT001450,Smart Meter,2024-05-26,Active
MTR001451,ACCT001451,Smart Meter,2023-12-07,Active
MTR001452,ACCT001452,Smart Meter,2014-04-21,Active
MTR001453,ACCT001453,Smart Meter,2020-12-09,Active
MTR001454,ACCT001454,Smart Meter,2014-03-30,Active
MTR001455,ACCT001455,Smart Meter,2023-04-14,Inactive
MTR001456,ACCT001456,Smart Meter,2017-02-15,Active
MTR001457,ACCT001457,Smart Meter,2020-10-17,Active
MTR001458,ACCT001458,Smart Meter,2019-04-26,Active
MTR001459,ACCT001459,Smart Meter,2023-01-24,Active
MTR001460,ACCT001460,Smart Meter,2014-03-13,Active
MTR001461,ACCT001461,Smart Meter,2016-04-01,Active
MTR001462,ACCT001462,Smart Meter,2024-11-20,Active
MTR001463,ACCT001463,Smart Meter,2023-07-03,Active
MTR001464,ACCT001464,Smart Meter,2016-03-26,Active
MTR001465,ACCT001465,Smart Meter,2015-02-08,Active
MTR001466,ACCT001466,Smart Meter,2018-08-26,Active
MTR001467,ACCT001467,Smart Meter,2014-09-08,Active
MTR001468,ACCT001468,Smart Meter,2021-12-26,Active
MTR001469,ACCT001469,Smart Meter,2022-12-11,Active
MTR001470,ACCT001470,Smart Meter,2019-08-05,Active
MTR001471,ACCT001471,Smart Meter,2018-05-15,Active
MTR001472,ACCT001472,Smart Meter,2018-06-22,Active
MTR001473,ACCT001473,Smart Meter,2019-05-08,Inactive
MTR001474,ACCT001474,Legacy Meter,2016-05-17,Active
MTR001475,ACCT001475,Smart Meter,2019-03-06,Active
MTR001476,ACCT001476,Smart Meter,2024-01-05,Active
MTR001477,ACCT001477,Smart Meter,2023-01-07,Active
MTR001478,ACCT001478,Smart Meter,2024-02-20,Active
MTR001479,ACCT001479,Smart Meter,2022-11-28,Active
MTR001480,ACCT001480,Smart Meter,2016-06-14,Active
MTR001481,ACCT001481,Smart Meter,2024-05-29,Active
MTR001482,ACCT001482,Smart Meter,2014-09-13,Active
MTR001483,ACCT001483,Smart Meter,2019-04-16,Active
MTR001484,ACCT001484,Smart Meter,2017-01-16,Active
MTR001485,ACCT001485,Smart Meter,2016-05-22,Active
MTR001486,ACCT001486,Smart Meter,2024-07-25,Active
MTR001487,ACCT001487,Smart Meter,2015-05-07,Active
MTR001488,ACCT001488,Smart Meter,2020-07-11,Active
MTR001489,ACCT001489,Smart Meter,2018-04-11,Active
MTR001490,ACCT001490,Smart Meter,2017-12-01,Active
MTR001491,ACCT001491,Smart Meter,2015-09-25,Removed
MTR001492,ACCT001492,Smart Meter,2017-08-05,Active
MTR001493,ACCT001493,Smart Meter,2014-12-28,Active
MTR001494,ACCT001494,Legacy Meter,2018-01-04,Active
MTR001495,ACCT001495,Smart Meter,2022-06-29,Active
MTR001496,ACCT001496,Smart Meter,2016-07-07,Active
MTR001497,ACCT001497,Smart Meter,2024-05-13,Active
MTR001498,ACCT001498,Smart Meter,2016-06-12,Active
MTR001499,ACCT001499,Smart Meter,2023-11-29,Active
MTR001500,ACCT001500,Smart Meter,2021-05-08,Inactive
MTR001501,ACCT001501,Smart Meter,2017-05-31,Active
MTR001502,ACCT001502,Smart Meter,2016-01-17,Active
MTR001503,ACCT001503,Smart Meter,2017-02-21,Active
MTR001504,ACCT001504,Smart Meter,2021-06-23,Active
MTR001505,ACCT001505,Smart Meter,2016-09-29,Active
MTR001506,ACCT001506,Smart Meter,2019-07-15,Active
MTR001507,ACCT001507,Smart Meter,2016-10-03,Active
MTR001508,ACCT001508,Smart Meter,2021-07-03,Active
MTR001509,ACCT001509,Smart Meter,2014-08-03,Active
MTR001510,ACCT001510,Legacy Meter,2019-12-06,Active
MTR001511,ACCT001511,Legacy Meter,2014-08-15,Active
MTR001512,ACCT001512,Smart Meter,2016-06-09,Active
MTR001513,ACCT001513,Smart Meter,2020-10-27,Active
MTR001514,ACCT001514,Smart Meter,2021-02-09,Active
MTR001515,ACCT001515,Smart Meter,2021-11-16,Active
MTR001516,ACCT001516,Legacy Meter,2018-06-20,Active
MTR001517,ACCT001517,Smart Meter,2024-02-21,Active
MTR001518,ACCT001518,Smart Meter,2019-07-20,Active
MTR001519,ACCT001519,Smart Meter,2017-12-31,Active
MTR001520,ACCT001520,Smart Meter,2014-01-12,Active
MTR001521,ACCT001521,Smart Meter,2017-02-19,Active
MTR001522,ACCT001522,Smart Meter,2023-11-28,Active
MTR001523,ACCT001523,Smart Meter,2020-12-11,Active
MTR001524,ACCT001524,Smart Meter,2023-02-05,Active
MTR001525,ACCT001525,Smart Meter,2021-03-11,Active
MTR001526,ACCT001526,Smart Meter,2023-09-24,Active
MTR001527,ACCT001527,Smart Meter,2018-04-23,Active
MTR001528,ACCT001528,Smart Meter,2017-07-27,Active
MTR001529,ACCT001529,Smart Meter,2016-01-12,Active
MTR001530,ACCT001530,Smart Meter,2017-09-22,Active
MTR001531,ACCT001531,Smart Meter,2020-01-25,Inactive
MTR001532,ACCT001532,Smart Meter,2022-03-28,Active
MTR001533,ACCT001533,Smart Meter,2019-05-31,Active
MTR001534,ACCT001534,Smart Meter,2023-04-23,Active
MTR001535,ACCT001535,Smart Meter,2023-01-31,Active
MTR001536,ACCT001536,Smart Meter,2024-01-11,Active
MTR001537,ACCT001537,Smart Meter,2024-02-15,Active
MTR001538,ACCT001538,Smart Meter,2017-08-17,Active
MTR001539,ACCT001539,Smart Meter,2024-05-28,Active
MTR001540,ACCT001540,Smart Meter,2020-02-26,Active
MTR001541,ACCT001541,Smart Meter,2019-04-01,Active
MTR001542,ACCT001542,Smart Meter,2023-10-12,Active
MTR001543,ACCT001543,Smart Meter,2021-12-21,Active
MTR001544,ACCT001544,Smart Meter,2021-09-02,Active
MTR001545,ACCT001545,Smart Meter,2022-06-12,Active
MTR001546,ACCT001546,Smart Meter,2017-10-21,Active
MTR001547,ACCT001547,Legacy Meter,2018-10-09,Active
MTR001548,ACCT001548,Smart Meter,2016-02-13,Inactive
MTR001549,ACCT001549,Smart Meter,2019-11-15,Active
MTR001550,ACCT001550,Smart Meter,2019-10-20,Inactive
MTR001551,ACCT001551,Smart Meter,2016-09-19,Active
MTR001552,ACCT001552,Smart Meter,2019-01-13,Active
MTR001553,ACCT001553,Smart Meter,2019-02-28,Active
MTR001554,ACCT001554,Smart Meter,2024-06-10,Active
MTR001555,ACCT001555,Smart Meter,2020-08-01,Active
MTR001556,ACCT001556,Smart Meter,2016-03-22,Active
MTR001557,ACCT001557,Smart Meter,2021-02-04,Active
MTR001558,ACCT001558,Smart Meter,2023-02-04,Active
MTR001559,ACCT001559,Smart Meter,2020-04-20,Active
MTR001560,ACCT001560,Legacy Meter,2024-07-09,Active
MTR001561,ACCT001561,Smart Meter,2022-11-28,Active
MTR001562,ACCT001562,Smart Meter,2019-02-19,Active
MTR001563,ACCT001563,Smart Meter,2022-04-24,Active
MTR001564,ACCT001564,Smart Meter,2022-11-12,Active
MTR001565,ACCT001565,Smart Meter,2014-01-04,Active
MTR001566,ACCT001566,Smart Meter,2018-01-26,Active
MTR001567,ACCT001567,Smart Meter,2020-01-02,Active
MTR001568,ACCT001568,Smart Meter,2014-06-14,Active
MTR001569,ACCT001569,Smart Meter,2014-12-10,Active
MTR001570,ACCT001570,Smart Meter,2019-03-13,Active
MTR001571,ACCT001571,Smart Meter,2017-02-02,Active
MTR001572,ACCT001572,Smart Meter,2023-11-29,Active
MTR001573,ACCT001573,Smart Meter,2017-08-30,Active
MTR001574,ACCT001574,Smart Meter,2022-11-15,Active
MTR001575,ACCT001575,Smart Meter,2021-01-11,Active
MTR001576,ACCT001576,Smart Meter,2022-02-21,Active
MTR001577,ACCT001577,Smart Meter,2018-06-10,Active
MTR001578,ACCT001578,Smart Meter,2023-08-09,Active
MTR001579,ACCT001579,Smart Meter,2021-04-10,Active
MTR001580,ACCT001580,Smart Meter,2021-01-03,Active
MTR001581,ACCT001581,Smart Meter,2020-09-22,Active
MTR001582,ACCT001582,Smart Meter,2020-10-19,Active
MTR001583,ACCT001583,Smart Meter,2017-08-31,Active
MTR001584,ACCT001584,Smart Meter,2015-06-26,Active
MTR001585,ACCT001585,Smart Meter,2015-09-05,Active
MTR001586,ACCT001586,Smart Meter,2023-12-30,Active
MTR001587,ACCT001587,Smart Meter,2016-06-18,Active
MTR001588,ACCT001588,Smart Meter,2019-02-28,Active
MTR001589,ACCT001589,Legacy Meter,2022-08-01,Active
MTR001590,ACCT001590,Smart Meter,2016-11-21,Active
MTR001591,ACCT001591,Smart Meter,2018-06-11,Active
MTR001592,ACCT001592,Smart Meter,2022-12-27,Active
MTR001593,ACCT001593,Smart Meter,2018-01-26,Active
MTR001594,ACCT001594,Smart Meter,2021-02-23,Active
MTR001595,ACCT001595,Smart Meter,2021-03-07,Active
MTR001596,ACCT001596,Smart Meter,2022-08-18,Active
MTR001597,ACCT001597,Smart Meter,2022-05-28,Active
MTR001598,ACCT001598,Smart Meter,2020-07-18,Active
MTR001599,ACCT001599,Smart Meter,2017-06-09,Active
MTR001600,ACCT001600,Smart Meter,2024-10-24,Active
MTR001601,ACCT001601,Smart Meter,2021-04-14,Active
MTR001602,ACCT001602,Smart Meter,2014-05-09,Active
MTR001603,ACCT001603,Smart Meter,2016-11-08,Inactive
MTR001604,ACCT001604,Smart Meter,2014-12-23,Active
MTR001605,ACCT001605,Smart Meter,2017-12-13,Active
MTR001606,ACCT001606,Smart Meter,2022-03-26,Active
MTR001607,ACCT001607,Smart Meter,2024-01-26,Active
MTR001608,ACCT001608,Smart Meter,2014-03-22,Active
MTR001609,ACCT001609,Smart Meter,2024-02-04,Active
MTR001610,ACCT001610,Smart Meter,2019-03-20,Active
MTR001611,ACCT001611,Smart Meter,2021-06-06,Active
MTR001612,ACCT001612,Smart Meter,2021-09-29,Active
MTR001613,ACCT001613,Smart Meter,2017-02-15,Active
MTR001614,ACCT001614,Smart Meter,2019-02-21,Removed
MTR001615,ACCT001615,Smart Meter,2023-10-06,Active
MTR001616,ACCT001616,Smart Meter,2016-03-01,Active
MTR001617,ACCT001617,Smart Meter,2020-12-14,Active
MTR001618,ACCT001618,Smart Meter,2019-03-14,Active
MTR001619,ACCT001619,Smart Meter,2014-08-13,Active
MTR001620,ACCT001620,Smart Meter,2022-04-23,Active
MTR001621,ACCT001621,Legacy Meter,2020-10-02,Active
MTR001622,ACCT001622,Legacy Meter,2016-02-19,Active
MTR001623,ACCT001623,Smart Meter,2014-05-17,Active
MTR001624,ACCT001624,Smart Meter,2014-08-14,Active
MTR001625,ACCT001625,Smart Meter,2023-04-29,Active
MTR001626,ACCT001626,Smart Meter,2017-06-06,Active
MTR001627,ACCT001627,Smart Meter,2020-06-28,Active
MTR001628,ACCT001628,Smart Meter,2022-09-15,Active
MTR001629,ACCT001629,Smart Meter,2016-03-22,Active
MTR001630,ACCT001630,Smart Meter,2020-10-28,Active
MTR001631,ACCT001631,Smart Meter,2019-04-25,Active
MTR001632,ACCT001632,Smart Meter,2014-01-07,Active
MTR001633,ACCT001633,Smart Meter,2014-05-08,Active
MTR001634,ACCT001634,Legacy Meter,2023-05-18,Active
MTR001635,ACCT001635,Legacy Meter,2014-09-24,Active
MTR001636,ACCT001636,Smart Meter,2021-06-25,Active
MTR001637,ACCT001637,Smart Meter,2016-07-16,Active
MTR001638,ACCT001638,Smart Meter,2014-08-02,Active
MTR001639,ACCT001639,Smart Meter,2014-09-04,Active
MTR001640,ACCT001640,Smart Meter,2018-06-30,Active
MTR001641,ACCT001641,Smart Meter,2018-06-07,Inactive
MTR001642,ACCT001642,Smart Meter,2019-01-02,Active
MTR001643,ACCT001643,Smart Meter,2023-06-08,Active
MTR001644,ACCT001644,Legacy Meter,2015-02-25,Active
MTR001645,ACCT001645,Smart Meter,2018-10-05,Active
MTR001646,ACCT001646,Smart Meter,2016-11-30,Active
MTR001647,ACCT001647,Smart Meter,2021-07-27,Active
MTR001648,ACCT001648,Smart Meter,2017-10-03,Active
MTR001649,ACCT001649,Smart Meter,2023-12-12,Active
MTR001650,ACCT001650,Smart Meter,2014-05-23,Active
MTR001651,ACCT001651,Smart Meter,2019-12-29,Active
MTR001652,ACCT001652,Smart Meter,2021-02-25,Active
MTR001653,ACCT001653,Smart Meter,2019-11-25,Active
MTR001654,ACCT001654,Smart Meter,2019-09-12,Active
MTR001655,ACCT001655,Smart Meter,2022-12-16,Active
MTR001656,ACCT001656,Smart Meter,2019-12-07,Active
MTR001657,ACCT001657,Smart Meter,2018-12-29,Inactive
MTR001658,ACCT001658,Smart Meter,2014-08-17,Inactive
MTR001659,ACCT001659,Smart Meter,2024-02-19,Active
MTR001660,ACCT001660,Legacy Meter,2021-06-28,Active
MTR001661,ACCT001661,Smart Meter,2019-06-11,Active
MTR001662,ACCT001662,Smart Meter,2022-12-01,Removed
MTR001663,ACCT001663,Smart Meter,2016-04-09,Active
MTR001664,ACCT001664,Smart Meter,2022-05-17,Active
MTR001665,ACCT001665,Smart Meter,2016-04-29,Active
MTR001666,ACCT001666,Smart Meter,2017-05-23,Active
MTR001667,ACCT001667,Smart Meter,2021-08-12,Active
MTR001668,ACCT001668,Smart Meter,2017-02-27,Active
MTR001669,ACCT001669,Smart Meter,2016-04-24,Active
MTR001670,ACCT001670,Smart Meter,2020-05-08,Active
MTR001671,ACCT001671,Smart Meter,2024-06-26,Active
MTR001672,ACCT001672,Smart Meter,2021-05-06,Active
MTR001673,ACCT001673,Smart Meter,2022-06-07,Active
MTR001674,ACCT001674,Legacy Meter,2015-02-07,Active
MTR001675,ACCT001675,Smart Meter,2022-02-23,Active
MTR001676,ACCT001676,Smart Meter,2018-05-22,Active
MTR001677,ACCT001677,Smart Meter,2015-09-19,Active
MTR001678,ACCT001678,Smart Meter,2023-06-03,Active
MTR001679,ACCT001679,Smart Meter,2018-12-29,Active
MTR001680,ACCT001680,Smart Meter,2021-04-18,Active
MTR001681,ACCT001681,Legacy Meter,2016-09-07,Active
MTR001682,ACCT001682,Smart Meter,2021-01-28,Active
MTR001683,ACCT001683,Smart Meter,2016-12-12,Active
MTR001684,ACCT001684,Smart Meter,2020-04-13,Active
MTR001685,ACCT001685,Smart Meter,2020-07-12,Removed
MTR001686,ACCT001686,Legacy Meter,2023-03-07,Active
MTR001687,ACCT001687,Smart Meter,2014-02-02,Active
MTR001688,ACCT001688,Smart Meter,2016-03-09,Active
MTR001689,ACCT001689,Smart Meter,2021-02-08,Active
MTR001690,ACCT001690,Smart Meter,2017-09-28,Active
MTR001691,ACCT001691,Smart Meter,2022-01-17,Active
MTR001692,ACCT001692,Smart Meter,2017-06-16,Active
MTR001693,ACCT001693,Smart Meter,2023-10-04,Active
MTR001694,ACCT001694,Smart Meter,2021-08-08,Active
MTR001695,ACCT001695,Smart Meter,2022-11-23,Active
MTR001696,ACCT001696,Smart Meter,2019-09-23,Active
MTR001697,ACCT001697,Smart Meter,2014-10-31,Active
MTR001698,ACCT001698,Smart Meter,2018-08-21,Active
MTR001699,ACCT001699,Smart Meter,2020-05-05,Active
MTR001700,ACCT001700,Smart Meter,2021-06-23,Active
MTR001701,ACCT001701,Smart Meter,2019-07-24,Active
MTR001702,ACCT001702,Smart Meter,2018-10-23,Active
MTR001703,ACCT001703,Legacy Meter,2015-02-04,Active
MTR001704,ACCT001704,Smart Meter,2024-06-10,Active
MTR001705,ACCT001705,Smart Meter,2021-04-04,Active
MTR001706,ACCT001706,Smart Meter,2016-07-10,Active
MTR001707,ACCT001707,Legacy Meter,2022-04-07,Removed
MTR001708,ACCT001708,Smart Meter,2020-10-14,Inactive
MTR001709,ACCT001709,Smart Meter,2015-02-25,Active
MTR001710,ACCT001710,Smart Meter,2019-12-19,Active
MTR001711,ACCT001711,Smart Meter,2017-12-04,Active
MTR001712,ACCT001712,Smart Meter,2024-06-06,Active
MTR001713,ACCT001713,Smart Meter,2017-06-02,Active
MTR001714,ACCT001714,Smart Meter,2017-03-12,Active
MTR001715,ACCT001715,Smart Meter,2015-08-01,Active
MTR001716,ACCT001716,Smart Meter,2015-06-24,Active
MTR001717,ACCT001717,Smart Meter,2019-12-13,Active
MTR001718,ACCT001718,Smart Meter,2017-05-20,Active
MTR001719,ACCT001719,Smart Meter,2016-07-22,Active
MTR001720,ACCT001720,Smart Meter,2023-08-01,Active
MTR001721,ACCT001721,Smart Meter,2017-12-31,Active
MTR001722,ACCT001722,Legacy Meter,2015-08-15,Active
MTR001723,ACCT001723,Smart Meter,2017-06-15,Active
MTR001724,ACCT001724,Smart Meter,2015-10-06,Active
MTR001725,ACCT001725,Smart Meter,2014-11-24,Active
MTR001726,ACCT001726,Smart Meter,2021-10-30,Active
MTR001727,ACCT001727,Smart Meter,2017-02-16,Active
MTR001728,ACCT001728,Smart Meter,2019-09-25,Active
MTR001729,ACCT001729,Smart Meter,2019-11-02,Active
MTR001730,ACCT001730,Smart Meter,2021-10-12,Active
MTR001731,ACCT001731,Smart Meter,2014-12-18,Active
MTR001732,ACCT001732,Smart Meter,2016-11-02,Active
MTR001733,ACCT001733,Legacy Meter,2015-09-29,Active
MTR001734,ACCT001734,Smart Meter,2024-09-13,Active
MTR001735,ACCT001735,Smart Meter,2017-04-10,Active
MTR001736,ACCT001736,Legacy Meter,2014-08-22,Active
MTR001737,ACCT001737,Smart Meter,2022-11-27,Active
MTR001738,ACCT001738,Smart Meter,2022-07-20,Active
MTR001739,ACCT001739,Smart Meter,2016-02-20,Active
MTR001740,ACCT001740,Smart Meter,2021-06-21,Active
MTR001741,ACCT001741,Smart Meter,2017-11-19,Active
MTR001742,ACCT001742,Smart Meter,2016-07-21,Active
MTR001743,ACCT001743,Smart Meter,2024-09-04,Active
