account_id,customer_id,premise_id,service_type,customer_segment,county,account_status,rate_plan_id
ACCT001255,CUST001255,PREM001255,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001256,CUST001256,PREM001256,Electric,Residential,SAN FRANCISCO,Inactive,R-RES-TOU
ACCT001257,CUST001257,PREM001257,Electric,Residential,SANTA CRUZ,Active,R-RES-TOU
ACCT001258,CUST001258,PREM001258,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001259,CUST001259,PREM001259,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001260,CUST001260,PREM001260,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001261,CUST001261,PREM001261,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001262,CUST001262,PREM001262,Electric,Commercial,BUTTE,Active,R-COM-GEN
ACCT001263,CUST001263,PREM001263,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001264,CUST001264,PREM001264,Electric,Residential,KINGS,Active,R-RES-TOU
ACCT001265,CUST001265,PREM001265,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001266,CUST001266,PREM001266,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001267,CUST001267,PREM001267,Electric,Residential,SHASTA,Active,R-RES-TOU
ACCT001268,CUST001268,PREM001268,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001269,CUST001269,PREM001269,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001270,CUST001270,PREM001270,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT001271,CUST001271,PREM001271,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT001272,CUST001272,PREM001272,Electric,Commercial,MENDOCINO,Active,R-COM-GEN
ACCT001273,CUST001273,PREM001273,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001274,CUST001274,PREM001274,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001275,CUST001275,PREM001275,Electric,Residential,NEVADA,Active,R-RES-TOU
ACCT001276,CUST001276,PREM001276,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT001277,CUST001277,PREM001277,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001278,CUST001278,PREM001278,Electric,"Transportation, Communications, & Utilities",SAN MATEO,Active,R-TCU-GEN
ACCT001279,CUST001279,PREM001279,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001280,CUST001280,PREM001280,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001281,CUST001281,PREM001281,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001282,CUST001282,PREM001282,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001283,CUST001283,PREM001283,Electric,Residential,MADERA,Inactive,R-RES-TOU
ACCT001284,CUST001284,PREM001284,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001285,CUST001285,PREM001285,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001286,CUST001286,PREM001286,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001287,CUST001287,PREM001287,Electric,Residential,MONTEREY,Inactive,R-RES-TOU
ACCT001288,CUST001288,PREM001288,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001289,CUST001289,PREM001289,Electric,Residential,KINGS,Active,R-RES-TOU
ACCT001290,CUST001290,PREM001290,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001291,CUST001291,PREM001291,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001292,CUST001292,PREM001292,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001293,CUST001293,PREM001293,Electric,Residential,NAPA,Active,R-RES-TOU
ACCT001294,CUST001294,PREM001294,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001295,CUST001295,PREM001295,Electric,Commercial,MONTEREY,Active,R-COM-GEN
ACCT001296,CUST001296,PREM001296,Electric,Residential,MONTEREY,Active,R-RES-TOU
ACCT001297,CUST001297,PREM001297,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT001298,CUST001298,PREM001298,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001299,CUST001299,PREM001299,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT001300,CUST001300,PREM001300,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001301,CUST001301,PREM001301,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT001302,CUST001302,PREM001302,Electric,Industrial,KERN,Active,R-IND-GEN
ACCT001303,CUST001303,PREM001303,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001304,CUST001304,PREM001304,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT001305,CUST001305,PREM001305,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001306,CUST001306,PREM001306,Electric,Commercial,KERN,Active,R-COM-GEN
ACCT001307,CUST001307,PREM001307,Electric,Residential,MARIN,Inactive,R-RES-TOU
ACCT001308,CUST001308,PREM001308,Electric,Commercial,SAN MATEO,Active,R-COM-GEN
ACCT001309,CUST001309,PREM001309,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT001310,CUST001310,PREM001310,Electric,Commercial,SAN JOAQUIN,Active,R-COM-GEN
ACCT001311,CUST001311,PREM001311,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT001312,CUST001312,PREM001312,Electric,Commercial,PLACER,Active,R-COM-GEN
ACCT001313,CUST001313,PREM001313,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001314,CUST001314,PREM001314,Electric,Commercial,ALAMEDA,Inactive,R-COM-GEN
ACCT001315,CUST001315,PREM001315,Electric,Residential,ALAMEDA,Inactive,R-RES-TOU
ACCT001316,CUST001316,PREM001316,Electric,Residential,TUOLUMNE,Active,R-RES-TOU
ACCT001317,CUST001317,PREM001317,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT001318,CUST001318,PREM001318,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001319,CUST001319,PREM001319,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT001320,CUST001320,PREM001320,Electric,Residential,CONTRA COSTA,Inactive,R-RES-TOU
ACCT001321,CUST001321,PREM001321,Electric,Residential,EL DORADO,Active,R-RES-TOU
ACCT001322,CUST001322,PREM001322,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001323,CUST001323,PREM001323,Electric,Commercial,SAN FRANCISCO,Active,R-COM-GEN
ACCT001324,CUST001324,PREM001324,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT001325,CUST001325,PREM001325,Electric,"Transportation, Communications, & Utilities",SANTA CLARA,Inactive,R-TCU-GEN
ACCT001326,CUST001326,PREM001326,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001327,CUST001327,PREM001327,Electric,Residential,NAPA,Active,R-RES-TOU
ACCT001328,CUST001328,PREM001328,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001329,CUST001329,PREM001329,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001330,CUST001330,PREM001330,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001331,CUST001331,PREM001331,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001332,CUST001332,PREM001332,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001333,CUST001333,PREM001333,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT001334,CUST001334,PREM001334,Electric,Streetlighting,KERN,Active,R-STLIGHT
ACCT001335,CUST001335,PREM001335,Electric,Agriculture And Water Pumping,ALAMEDA,Active,R-AGR-PUMP
ACCT001336,CUST001336,PREM001336,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT001337,CUST001337,PREM001337,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001338,CUST001338,PREM001338,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001339,CUST001339,PREM001339,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001340,CUST001340,PREM001340,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001341,CUST001341,PREM001341,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001342,CUST001342,PREM001342,Electric,Residential,SANTA BARBARA,Active,R-RES-TOU
ACCT001343,CUST001343,PREM001343,Electric,Commercial,SANTA BARBARA,Active,R-COM-GEN
ACCT001344,CUST001344,PREM001344,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001345,CUST001345,PREM001345,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001346,CUST001346,PREM001346,Electric,Residential,CONTRA COSTA,Inactive,R-RES-TOU
ACCT001347,CUST001347,PREM001347,Electric,Residential,ALAMEDA,Inactive,R-RES-TOU
ACCT001348,CUST001348,PREM001348,Electric,Residential,HUMBOLDT,Active,R-RES-TOU
ACCT001349,CUST001349,PREM001349,Electric,"Transportation, Communications, & Utilities",SAN LUIS OBISPO,Active,R-TCU-GEN
ACCT001350,CUST001350,PREM001350,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001351,CUST001351,PREM001351,Electric,Commercial,CONTRA COSTA,Active,R-COM-GEN
ACCT001352,CUST001352,PREM001352,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT001353,CUST001353,PREM001353,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001354,CUST001354,PREM001354,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001355,CUST001355,PREM001355,Electric,Residential,YOLO,Active,R-RES-TOU
ACCT001356,CUST001356,PREM001356,Electric,Commercial,KINGS,Active,R-COM-GEN
ACCT001357,CUST001357,PREM001357,Electric,Commercial,PLACER,Active,R-COM-GEN
ACCT001358,CUST001358,PREM001358,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001359,CUST001359,PREM001359,Electric,Residential,PLUMAS,Active,R-RES-TOU
ACCT001360,CUST001360,PREM001360,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001361,CUST001361,PREM001361,Electric,Commercial,CONTRA COSTA,Active,R-COM-GEN
ACCT001362,CUST001362,PREM001362,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001363,CUST001363,PREM001363,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001364,CUST001364,PREM001364,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001365,CUST001365,PREM001365,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001366,CUST001366,PREM001366,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001367,CUST001367,PREM001367,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT001368,CUST001368,PREM001368,Electric,Commercial,SANTA CLARA,Pending Close,R-COM-GEN
ACCT001369,CUST001369,PREM001369,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001370,CUST001370,PREM001370,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001371,CUST001371,PREM001371,Electric,Agriculture And Water Pumping,FRESNO,Active,R-AGR-PUMP
ACCT001372,CUST001372,PREM001372,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT001373,CUST001373,PREM001373,Electric,Commercial,TUOLUMNE,Active,R-COM-GEN
ACCT001374,CUST001374,PREM001374,Electric,Residential,YOLO,Active,R-RES-TOU
ACCT001375,CUST001375,PREM001375,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001376,CUST001376,PREM001376,Electric,Commercial,CONTRA COSTA,Active,R-COM-GEN
ACCT001377,CUST001377,PREM001377,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT001378,CUST001378,PREM001378,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001379,CUST001379,PREM001379,Electric,Residential,KINGS,Active,R-RES-TOU
ACCT001380,CUST001380,PREM001380,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT001381,CUST001381,PREM001381,Electric,Residential,SAN LUIS OBISPO,Active,R-RES-TOU
ACCT001382,CUST001382,PREM001382,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT001383,CUST001383,PREM001383,Electric,Agriculture And Water Pumping,CONTRA COSTA,Active,R-AGR-PUMP
ACCT001384,CUST001384,PREM001384,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001385,CUST001385,PREM001385,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001386,CUST001386,PREM001386,Electric,Residential,SANTA CRUZ,Active,R-RES-TOU
ACCT001387,CUST001387,PREM001387,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001388,CUST001388,PREM001388,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT001389,CUST001389,PREM001389,Electric,Agriculture And Water Pumping,ALAMEDA,Pending Close,R-AGR-PUMP
ACCT001390,CUST001390,PREM001390,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001391,CUST001391,PREM001391,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001392,CUST001392,PREM001392,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001393,CUST001393,PREM001393,Electric,Residential,SOLANO,Active,R-RES-TOU
ACCT001394,CUST001394,PREM001394,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001395,CUST001395,PREM001395,Electric,Residential,SHASTA,Active,R-RES-TOU
ACCT001396,CUST001396,PREM001396,Electric,Commercial,ALAMEDA,Active,R-COM-GEN
ACCT001397,CUST001397,PREM001397,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001398,CUST001398,PREM001398,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001399,CUST001399,PREM001399,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001400,CUST001400,PREM001400,Electric,Residential,BUTTE,Active,R-RES-TOU
ACCT001401,CUST001401,PREM001401,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001402,CUST001402,PREM001402,Electric,Residential,MONTEREY,Active,R-RES-TOU
ACCT001403,CUST001403,PREM001403,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001404,CUST001404,PREM001404,Electric,Residential,MONTEREY,Active,R-RES-TOU
ACCT001405,CUST001405,PREM001405,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001406,CUST001406,PREM001406,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT001407,CUST001407,PREM001407,Electric,Commercial,ALAMEDA,Active,R-COM-GEN
ACCT001408,CUST001408,PREM001408,Electric,Commercial,ALAMEDA,Active,R-COM-GEN
ACCT001409,CUST001409,PREM001409,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001410,CUST001410,PREM001410,Electric,Commercial,SUTTER,Active,R-COM-GEN
ACCT001411,CUST001411,PREM001411,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001412,CUST001412,PREM001412,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT001413,CUST001413,PREM001413,Electric,Residential,BUTTE,Active,R-RES-TOU
ACCT001414,CUST001414,PREM001414,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001415,CUST001415,PREM001415,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001416,CUST001416,PREM001416,Electric,Industrial,KERN,Active,R-IND-GEN
ACCT001417,CUST001417,PREM001417,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001418,CUST001418,PREM001418,Electric,Residential,YOLO,Active,R-RES-TOU
ACCT001419,CUST001419,PREM001419,Electric,Residential,MADERA,Active,R-RES-TOU
ACCT001420,CUST001420,PREM001420,Electric,Industrial,KERN,Active,R-IND-GEN
ACCT001421,CUST001421,PREM001421,Electric,Residential,SHASTA,Active,R-RES-TOU
ACCT001422,CUST001422,PREM001422,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001423,CUST001423,PREM001423,Electric,Residential,CONTRA COSTA,Inactive,R-RES-TOU
ACCT001424,CUST001424,PREM001424,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001425,CUST001425,PREM001425,Electric,"Transportation, Communications, & Utilities",KERN,Active,R-TCU-GEN
ACCT001426,CUST001426,PREM001426,Electric,Agriculture And Water Pumping,SANTA CLARA,Active,R-AGR-PUMP
ACCT001427,CUST001427,PREM001427,Electric,Residential,NAPA,Active,R-RES-TOU
ACCT001428,CUST001428,PREM001428,Electric,Agriculture And Water Pumping,MERCED,Active,R-AGR-PUMP
ACCT001429,CUST001429,PREM001429,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001430,CUST001430,PREM001430,Electric,Commercial,NEVADA,Active,R-COM-GEN
ACCT001431,CUST001431,PREM001431,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001432,CUST001432,PREM001432,Electric,Residential,SUTTER,Active,R-RES-TOU
ACCT001433,CUST001433,PREM001433,Electric,Residential,MONTEREY,Inactive,R-RES-TOU
ACCT001434,CUST001434,PREM001434,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT001435,CUST001435,PREM001435,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT001436,CUST001436,PREM001436,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001437,CUST001437,PREM001437,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001438,CUST001438,PREM001438,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001439,CUST001439,PREM001439,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001440,CUST001440,PREM001440,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT001441,CUST001441,PREM001441,Electric,Agriculture And Water Pumping,ALAMEDA,Active,R-AGR-PUMP
ACCT001442,CUST001442,PREM001442,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001443,CUST001443,PREM001443,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001444,CUST001444,PREM001444,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001445,CUST001445,PREM001445,Electric,Commercial,SAN LUIS OBISPO,Active,R-COM-GEN
ACCT001446,CUST001446,PREM001446,Electric,Residential,PLACER,Active,R-RES-TOU
ACCT001447,CUST001447,PREM001447,Electric,Residential,KINGS,Active,R-RES-TOU
ACCT001448,CUST001448,PREM001448,Electric,Commercial,KERN,Active,R-COM-GEN
ACCT001449,CUST001449,PREM001449,Electric,Industrial,CONTRA COSTA,Active,R-IND-GEN
ACCT001450,CUST001450,PREM001450,Electric,Residential,SAN FRANCISCO,Active,R-RES-TOU
ACCT001451,CUST001451,PREM001451,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001452,CUST001452,PREM001452,Electric,Residential,YUBA,Active,R-RES-TOU
ACCT001453,CUST001453,PREM001453,Electric,Commercial,KERN,Active,R-COM-GEN
ACCT001454,CUST001454,PREM001454,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001455,CUST001455,PREM001455,Electric,Residential,SONOMA,Pending Close,R-RES-TOU
ACCT001456,CUST001456,PREM001456,Electric,Industrial,SANTA CLARA,Active,R-IND-GEN
ACCT001457,CUST001457,PREM001457,Electric,Residential,EL DORADO,Active,R-RES-TOU
ACCT001458,CUST001458,PREM001458,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001459,CUST001459,PREM001459,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001460,CUST001460,PREM001460,Electric,Residential,SAN MATEO,Active,R-RES-TOU
ACCT001461,CUST001461,PREM001461,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001462,CUST001462,PREM001462,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001463,CUST001463,PREM001463,Electric,Residential,NAPA,Active,R-RES-TOU
ACCT001464,CUST001464,PREM001464,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001465,CUST001465,PREM001465,Electric,Streetlighting,SAN JOAQUIN,Active,R-STLIGHT
ACCT001466,CUST001466,PREM001466,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001467,CUST001467,PREM001467,Electric,"Transportation, Communications, & Utilities",PLACER,Active,R-TCU-GEN
ACCT001468,CUST001468,PREM001468,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001469,CUST001469,PREM001469,Electric,Commercial,TUOLUMNE,Active,R-COM-GEN
ACCT001470,CUST001470,PREM001470,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT001471,CUST001471,PREM001471,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001472,CUST001472,PREM001472,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001473,CUST001473,PREM001473,Electric,Commercial,SANTA BARBARA,Pending Close,R-COM-GEN
ACCT001474,CUST001474,PREM001474,Electric,Residential,KINGS,Active,R-RES-TOU
ACCT001475,CUST001475,PREM001475,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001476,CUST001476,PREM001476,Electric,Residential,YOLO,Active,R-RES-TOU
ACCT001477,CUST001477,PREM001477,Electric,Commercial,PLACER,Active,R-COM-GEN
ACCT001478,CUST001478,PREM001478,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001479,CUST001479,PREM001479,Electric,Commercial,PLACER,Active,R-COM-GEN
ACCT001480,CUST001480,PREM001480,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001481,CUST001481,PREM001481,Electric,Commercial,SAN LUIS OBISPO,Active,R-COM-GEN
ACCT001482,CUST001482,PREM001482,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001483,CUST001483,PREM001483,Electric,Residential,SANTA CRUZ,Active,R-RES-TOU
ACCT001484,CUST001484,PREM001484,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001485,CUST001485,PREM001485,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001486,CUST001486,PREM001486,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001487,CUST001487,PREM001487,Electric,Residential,NAPA,Active,R-RES-TOU
ACCT001488,CUST001488,PREM001488,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001489,CUST001489,PREM001489,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001490,CUST001490,PREM001490,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001491,CUST001491,PREM001491,Electric,Residential,SAN LUIS OBISPO,Inactive,R-RES-TOU
ACCT001492,CUST001492,PREM001492,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001493,CUST001493,PREM001493,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001494,CUST001494,PREM001494,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001495,CUST001495,PREM001495,Electric,Residential,KINGS,Active,R-RES-TOU
ACCT001496,CUST001496,PREM001496,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001497,CUST001497,PREM001497,Electric,Residential,MARIN,Active,R-RES-TOU
ACCT001498,CUST001498,PREM001498,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001499,CUST001499,PREM001499,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001500,CUST001500,PREM001500,Electric,Commercial,MERCED,Pending Close,R-COM-GEN
ACCT001501,CUST001501,PREM001501,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001502,CUST001502,PREM001502,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001503,CUST001503,PREM001503,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001504,CUST001504,PREM001504,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001505,CUST001505,PREM001505,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001506,CUST001506,PREM001506,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001507,CUST001507,PREM001507,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT001508,CUST001508,PREM001508,Electric,Residential,YOLO,Active,R-RES-TOU
ACCT001509,CUST001509,PREM001509,Electric,Residential,BUTTE,Active,R-RES-TOU
ACCT001510,CUST001510,PREM001510,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001511,CUST001511,PREM001511,Electric,Commercial,CONTRA COSTA,Active,R-COM-GEN
ACCT001512,CUST001512,PREM001512,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT001513,CUST001513,PREM001513,Electric,Agriculture And Water Pumping,SAN JOAQUIN,Active,R-AGR-PUMP
ACCT001514,CUST001514,PREM001514,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001515,CUST001515,PREM001515,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001516,CUST001516,PREM001516,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001517,CUST001517,PREM001517,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001518,CUST001518,PREM001518,Electric,Commercial,SOLANO,Active,R-COM-GEN
ACCT001519,CUST001519,PREM001519,Electric,Residential,HUMBOLDT,Active,R-RES-TOU
ACCT001520,CUST001520,PREM001520,Electric,Industrial,SANTA CLARA,Active,R-IND-GEN
ACCT001521,CUST001521,PREM001521,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001522,CUST001522,PREM001522,Electric,Industrial,SANTA CLARA,Active,R-IND-GEN
ACCT001523,CUST001523,PREM001523,Electric,Residential,MERCED,Active,R-RES-TOU
ACCT001524,CUST001524,PREM001524,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001525,CUST001525,PREM001525,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001526,CUST001526,PREM001526,Electric,Residential,YUBA,Active,R-RES-TOU
ACCT001527,CUST001527,PREM001527,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001528,CUST001528,PREM001528,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001529,CUST001529,PREM001529,Electric,Commercial,SAN MATEO,Active,R-COM-GEN
ACCT001530,CUST001530,PREM001530,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001531,CUST001531,PREM001531,Electric,Residential,SAN FRANCISCO,Inactive,R-RES-TOU
ACCT001532,CUST001532,PREM001532,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT001533,CUST001533,PREM001533,Electric,Residential,YOLO,Active,R-RES-TOU
ACCT001534,CUST001534,PREM001534,Electric,Residential,CONTRA COSTA,Active,R-RES-TOU
ACCT001535,CUST001535,PREM001535,Electric,Residential,GLENN,Active,R-RES-TOU
ACCT001536,CUST001536,PREM001536,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001537,CUST001537,PREM001537,Electric,Residential,FRESNO,Active,R-RES-TOU
ACCT001538,CUST001538,PREM001538,Electric,Residential,SONOMA,Active,R-RES-TOU
ACCT001539,CUST001539,PREM001539,Electric,Residential,KERN,Active,R-RES-TOU
ACCT001540,CUST001540,PREM001540,Electric,Residential,EL DORADO,Active,R-RES-TOU
ACCT001541,CUST001541,PREM001541,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001542,CUST001542,PREM001542,Electric,Residential,SAN JOAQUIN,Active,R-RES-TOU
ACCT001543,CUST001543,PREM001543,Electric,Residential,KINGS,Active,R-RES-TOU
ACCT001544,CUST001544,PREM001544,Electric,Residential,ALAMEDA,Active,R-RES-TOU
ACCT001545,CUST001545,PREM001545,Electric,Agriculture And Water Pumping,KERN,Active,R-AGR-PUMP
ACCT001546,CUST001546,PREM001546,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
ACCT001547,CUST001547,PREM001547,Electric,Commercial,SAN FRANCISCO,Active,R-COM-GEN
ACCT001548,CUST001548,PREM001548,Electric,Residential,KERN,Inactive,R-RES-TOU
ACCT001549,CUST001549,PREM001549,Electric,Residential,SANTA CLARA,Active,R-RES-TOU
